n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
  76  drift     17.50000        2.76337        0.12776        0.24032        0.23847        0.71353        0.72963        2.49297       10.76258        0.00260           0.11397             0.19147             0.23069             0.11302             0.19123             0.23994             2.44248             5.20604             9.00699         -0.05907       -0.30474        0.08294        0.77038        0.07704        3.23614       -0.66541        0.15616       -0.63482        0.15504        0.07921           9.60332              0.0        100001.0
  77  drift     17.60500        2.76337        0.12773        0.25167        0.24932        0.75327        0.76640        2.51295       10.74437        0.00261           0.11397             0.19162             0.23031             0.11303             0.19130             0.24033             2.44225             5.19722             9.00731         -0.06227       -0.30477        0.09103        0.77043        0.07704        3.15224       -0.76923        0.17125       -0.73664        0.16947        0.15333           9.75884              0.0        100001.0
  78  sol3d     18.10500        2.76338        0.12784        0.25447        0.25471        0.69546        0.80246        2.76896       11.11571        0.00262           0.11321             0.19028             0.23148             0.11384             0.19090             0.22807             2.44132             5.21093             9.06249          0.00384        0.08361        0.12025       -0.25593        0.07704        2.76061        0.66934        0.17626        0.66928        0.17561        0.51151          11.85302              0.0        100001.0
  79  drift     18.26000        2.76337        0.12778        0.24067        0.24085        0.66011        0.76490        2.89591       11.31587        0.00263           0.11321             0.19011             0.23128             0.11384             0.19091             0.22864             2.44146             5.21346             9.08269          0.00513        0.08362        0.11629       -0.25582        0.07704        2.63658        0.53366        0.15765        0.53317        0.15701        0.62383          12.96402              0.0        100001.0
  80  cav       18.62000        3.03922        0.23632        0.22727        0.22771        0.63113        0.72906        2.89707       10.58247        0.00201           0.11333             0.19044             0.23084             0.11391             0.19134             0.22887             2.39828             4.86562             8.21895          0.00978        0.16227        0.11942       -0.12706        0.08075        2.08790        0.00347        0.14721        0.01501        0.14704        0.10899          14.51075              0.0        100001.0
  81  drift     18.86000        3.03922        0.23629        0.23044        0.23048        0.65372        0.74737        2.94506       10.22854        0.00201           0.11333             0.19047             0.23032             0.11391             0.19157             0.22942             2.39863             4.86199             8.19897          0.01367        0.16229        0.11637       -0.12690        0.08075        1.74758       -0.17267        0.15134       -0.16128        0.15062        0.22370          14.99324              0.0        100001.0
  82  cav       19.22000        3.33188        0.40750        0.25182        0.25169        0.73110        0.82582        2.78834        8.75869        0.00197           0.11307             0.18924             0.23050             0.11356             0.18993             0.22994             2.34656             4.54817             6.96504          0.01777        0.08512        0.12244        0.00781        0.08448        0.98048       -0.69120        0.18953       -0.66555        0.18852       -0.35876          15.03539              0.0        100001.0
  83  drift     19.29000        3.33188        0.40748        0.25844        0.25811        0.75113        0.84717        2.76290        8.47715        0.00197           0.11307             0.18940             0.23069             0.11356             0.19004             0.22980             2.34670             4.54919             6.95596          0.01837        0.08513        0.12250        0.00785        0.08448        0.81689       -0.74942        0.19962       -0.72275        0.19825       -0.32514          14.76139              0.0        100001.0
  84  drift     19.39500        3.33187        0.40745        0.26902        0.26839        0.78126        0.87927        2.72911        8.05597        0.00197           0.11307             0.18943             0.23101             0.11356             0.19004             0.22951             2.34691             4.54048             6.94263          0.01926        0.08514        0.12258        0.00792        0.08448        0.57153       -0.83712        0.21631       -0.80892        0.21436       -0.27498          14.40137              0.0        100001.0
  85  sol3d     19.89500        3.33187        0.40730        0.27212        0.27300        0.85205        0.84724        2.64255        9.21665        0.00196           0.11268             0.18914             0.23379             0.11394             0.18929             0.23000             2.34789             4.54866             6.90237          0.07085       -0.50304        0.07295       -0.88025        0.08448       -0.58935        0.69398        0.22208        0.72162        0.22104       -0.03962          13.49666              0.0        100001.0
  86  drift     20.05000        3.33187        0.40729        0.25975        0.26000        0.80783        0.79124        2.64237        9.72223        0.00196           0.11268             0.18926             0.23423             0.11394             0.18943             0.23017             2.34797             4.54640             6.88848          0.06305       -0.50299        0.05931       -0.88019        0.08448       -0.95138        0.58315        0.20234        0.60765        0.20049        0.03371          13.49439              0.0        100001.0
  87  cav       20.41000        3.62308        0.15518        0.24407        0.24338        0.72624        0.70281        2.44400        9.72613        0.00226           0.11252             0.18888             0.23347             0.11379             0.18905             0.23140             2.34336             4.68380             7.07522          0.04747       -0.33616        0.03478       -0.85484        0.08822       -1.48123        0.03439        0.18682        0.07072        0.18367       -0.59611          12.60959              0.0        100001.0
  88  drift     20.65000        3.62308        0.15531        0.24527        0.24347        0.71170        0.67532        2.30735        9.38638        0.00225           0.11253             0.18883             0.23428             0.11380             0.18906             0.23226             2.34392             4.69478             7.10255          0.03941       -0.33612        0.01427       -0.85481        0.08822       -1.68558       -0.10659        0.18864       -0.07272        0.18380       -0.44438          11.23627              0.0        100001.0
  89  cav       21.01000        3.91966        0.07520        0.26022        0.25740        0.74454        0.71246        1.98455        8.10471        0.00287           0.11258             0.18912             0.23759             0.11388             0.18920             0.23445             2.36545             4.94438             7.61846          0.02787       -0.29612       -0.00967       -0.82810        0.09180       -1.85521       -0.68260        0.22086       -0.62547        0.21363       -0.81283           8.91796              0.0        100001.0
  90  drift     21.08000        3.91966        0.07527        0.26600        0.26283        0.75706        0.73529        1.91929        7.80373        0.00287           0.11258             0.18908             0.23783             0.11388             0.18929             0.23456             2.36553             4.94622             7.62129          0.02580       -0.29611       -0.01546       -0.82810        0.09180       -1.88272       -0.73265        0.23078       -0.67457        0.22275       -0.74187           8.34082              0.0        100001.0
  91  drift     21.18500        3.91967        0.07538        0.27518        0.27151        0.77593        0.76962        1.82897        7.35312        0.00286           0.11258             0.18911             0.23817             0.11388             0.18917             0.23470             2.36563             4.94101             7.62502          0.02269       -0.29610       -0.02416       -0.82810        0.09180       -1.92404       -0.80806        0.24698       -0.74852        0.23772       -0.63593           7.57393              0.0        100001.0
  92  sol3d     21.68500        3.91966        0.07523        0.27458        0.27223        0.79193        0.79035        1.56181        6.14483        0.00285           0.11295             0.19135             0.23889             0.11359             0.19048             0.23751             2.36456             4.92514             7.61227         -0.02262       -0.64741       -0.05094       -0.15066        0.09180       -2.11478        0.78113        0.24511        0.78341        0.23956       -0.13852           5.52534              0.0        100001.0
  93  drift     21.84000        3.91967        0.07542        0.26170        0.25913        0.77446        0.76512        1.54755        6.07518        0.00285           0.11294             0.19133             0.23886             0.11359             0.19034             0.23733             2.36436             4.92443             7.61117         -0.03266       -0.64742       -0.05327       -0.15069        0.09180       -2.17582        0.67211        0.22266        0.67192        0.21708        0.01563           5.42537              0.0        100001.0
  94  cav       22.20000        4.18452        0.15402        0.24595        0.24317        0.75919        0.72781        1.50207        6.04017        0.00278           0.11305             0.19168             0.23782             0.11367             0.19075             0.23695             2.36977             4.94829             7.60105         -0.05595       -0.65080       -0.05496       -0.26146        0.09482       -2.34006       -0.02919        0.20293       -0.00565        0.19730       -0.10588           5.43987              0.0        100001.0
  95  drift     22.93000        4.18454        0.15448        0.26547        0.26143        0.84027        0.80324        1.73998        7.32301        0.00278           0.11304             0.19161             0.23627             0.11365             0.19052             0.23492             2.36928             4.94242             7.58039         -0.10346       -0.65100       -0.07405       -0.26165        0.09482       -2.91429       -0.42656        0.23647       -0.41211        0.22808        0.60216           7.30097              0.0        100001.0
  96  drift     23.03500        4.18454        0.15447        0.27080        0.26670        0.86291        0.81684        1.82193        7.59956        0.00278           0.11304             0.19151             0.23614             0.11365             0.19048             0.23487             2.36930             4.94059             7.57759         -0.11030       -0.65104       -0.07680       -0.26168        0.09482       -2.99696       -0.48409        0.24605       -0.47092        0.23737        0.70470           8.00488              0.0        100001.0
  97  sol3d     23.53500        4.18452        0.15409        0.26370        0.26042        0.87266        0.72470        2.31101        9.27551        0.00280           0.11365             0.18997             0.22888             0.11299             0.18947             0.23021             2.36735             4.93265             7.57703         -0.14835        0.14076       -0.01438        0.16905        0.09482       -3.38521        0.69583        0.23205        0.70464        0.22764        1.20183          12.88999              0.0        100001.0
  98  drift     23.69000        4.18452        0.15404        0.25215        0.24865        0.83362        0.68780        2.48678        9.86200        0.00281           0.11366             0.19004             0.22924             0.11300             0.18937             0.23066             2.36710             4.93098             7.57447         -0.14617        0.14067       -0.01176        0.16905        0.09482       -3.50687        0.59031        0.21216        0.59643        0.20752        1.35828          14.92682              0.0        100001.0
  99  cav       24.05000        4.44916       -0.07774        0.23823        0.23447        0.78039        0.63907        2.68187       10.36530        0.00147           0.11361             0.18961             0.22790             0.11297             0.18939             0.23096             2.38171             5.11099             7.87517         -0.14532       -0.14973       -0.00181        0.13136        0.09789       -3.53933       -0.05489        0.19561       -0.03085        0.19057        0.11677          18.38797              0.0        100001.0
 100  drift     24.29000        4.44915       -0.07780        0.24180        0.23742        0.78782        0.64204        2.70898       10.32392        0.00147           0.11362             0.18990             0.22852             0.11297             0.18947             0.23107             2.38080             5.10064             7.84714         -0.14892       -0.14986        0.00134        0.13136        0.09789       -3.44592       -0.18793        0.20150       -0.16675        0.19537        0.19283          18.76883              0.0        100001.0
 101  cav       24.65000        4.76393       -0.17944        0.25544        0.25078        0.81701        0.68146        2.63636        9.77278        0.00163           0.11371             0.19007             0.23321             0.11298             0.18982             0.23262             2.41707             5.36271             9.01296         -0.15595       -0.36603        0.01129        0.17129        0.10136       -3.19755       -0.65079        0.23265       -0.61843        0.22567       -0.59114          18.76721              0.0        100001.0
 102  drift     24.72000        4.76393       -0.17946        0.26057        0.25572        0.83957        0.69423        2.60887        9.60549        0.00163           0.11371             0.19020             0.23337             0.11298             0.18970             0.23248             2.41680             5.35687             9.00314         -0.15852       -0.36607        0.01249        0.17129        0.10136       -3.13697       -0.69638        0.24208       -0.66404        0.23465       -0.56456          18.37983              0.0        100001.0
 103  drift     24.82500        4.76393       -0.17949        0.26871        0.26360        0.87354        0.72252        2.56951        9.35514        0.00163           0.11371             0.19013             0.23358             0.11299             0.18975             0.23225             2.41646             5.35766             8.98936         -0.16236       -0.36613        0.01429        0.17129        0.10136       -3.04609       -0.76497        0.25744       -0.73265        0.24934       -0.52493          17.83209              0.0        100001.0
 104  sol3d     25.32500        4.76392       -0.17967        0.27735        0.26884        0.88536        0.83082        2.41526        8.18482        0.00162           0.11406             0.19005             0.23786             0.11270             0.18875             0.24076             2.41426             5.34224             8.91859         -0.13380        0.55725        0.08572       -0.17503        0.10136       -2.60855        0.51401        0.27343        0.50311        0.26000       -0.33798          15.76968              0.0        100001.0
 105  drift     25.48000        4.76392       -0.17970        0.26980        0.26134        0.86731        0.81071        2.37972        7.86190        0.00161           0.11406             0.18989             0.23736             0.11270             0.18870             0.24038             2.41418             5.34379             8.90631         -0.12516        0.55718        0.08300       -0.17498        0.10136       -2.47429        0.43663        0.25874        0.42280        0.24569       -0.28100          15.30947              0.0        100001.0
 106  cav       25.84000        5.07611       -0.35778        0.25802        0.25033        0.83572        0.79073        2.22116        6.84669        0.00202           0.11447             0.19141             0.23986             0.11299             0.18980             0.24209             2.43248             5.40438             9.48137         -0.10563        0.41412        0.08082       -0.13414        0.10473       -2.02331       -0.00946        0.24363       -0.00981        0.23233       -0.80348          14.12972              0.0        100001.0
 107  drift     26.08000        5.07612       -0.35769        0.25966        0.25207        0.83550        0.79761        2.08780        6.47516        0.00201           0.11446             0.19111             0.23919             0.11298             0.18993             0.24134             2.43254             5.40608             9.46774         -0.09570        0.41404        0.07760       -0.13408        0.10473       -1.62278       -0.11722        0.24677       -0.12223        0.23559       -0.66679          12.48364              0.0        100001.0
 108  cav       26.44000        5.39762       -0.36087        0.26722        0.26047        0.85204        0.82363        1.86394        6.39690        0.00233           0.11472             0.19202             0.24002             0.11316             0.19059             0.24186             2.43741             5.37854             9.67363         -0.08106        0.32428        0.07680       -0.10980        0.10800       -0.98878       -0.51506        0.26891       -0.51231        0.25901       -0.86125          10.55947              0.0        100001.0
 109  drift     26.51000        5.39762       -0.36080        0.27091        0.26419        0.86160        0.83682        1.81671        6.34422        0.00233           0.11472             0.19221             0.23997             0.11316             0.19047             0.24172             2.43734             5.37793             9.67254         -0.07879        0.32426        0.07603       -0.10978        0.10800       -0.87450       -0.55090        0.27639       -0.54931        0.26646       -0.80713          10.03142              0.0        100001.0
 110  drift     26.61500        5.39763       -0.36071        0.27680        0.27014        0.87599        0.85740        1.74955        6.26559        0.00232           0.11471             0.19193             0.23991             0.11316             0.19032             0.24153             2.43725             5.37762             9.67197         -0.07539        0.32423        0.07488       -0.10975        0.10800       -0.70313       -0.60491        0.28856       -0.60505        0.27861       -0.72621           9.30377              0.0        100001.0
 111  sol3d     27.11500        5.39766       -0.36018        0.28039        0.27493        0.82729        0.87475        1.50410        5.90402        0.00231           0.11457             0.19222             0.23790             0.11332             0.19124             0.24644             2.43572             5.37227             9.67976         -0.02742        0.37385        0.07418       -0.64849        0.10800        0.11542        0.46109        0.29647        0.42842        0.28816       -0.34581           6.88068              0.0        100001.0
 112  drift     27.27000        5.39765       -0.36023        0.27410        0.26908        0.79944        0.84416        1.45961        5.79787        0.00231           0.11457             0.19203             0.23825             0.11332             0.19131             0.24685             2.43588             5.37916             9.69218         -0.02162        0.37384        0.06413       -0.64846        0.10800        0.36803        0.39094        0.28331        0.35803        0.27602       -0.22829           6.47924              0.0        100001.0
 113  cav       27.63000        5.72132       -0.32922        0.26276        0.25933        0.74364        0.79566        1.38624        5.43861        0.00227           0.11453             0.19177             0.23793             0.11327             0.19116             0.24665             2.42646             5.27986             9.47909         -0.00858        0.35779        0.04568       -0.56343        0.11119        0.92289        0.02424        0.26810       -0.00205        0.26405       -0.18005           6.21678              0.0        100001.0
 114  drift     27.87000        5.72130       -0.32956        0.26340        0.26060        0.74479        0.78150        1.36517        5.12794        0.00226           0.11454             0.19197             0.23877             0.11328             0.19114             0.24759             2.42681             5.28331             9.50236          0.00001        0.35781        0.03215       -0.56341        0.11119        1.27025       -0.07554        0.26939       -0.10317        0.26664       -0.00069           6.02833              0.0        100001.0
 115  cav       28.23000        6.03655       -0.24795        0.26873        0.26733        0.74771        0.76674        1.36850        5.21577        0.00214           0.11440             0.19127             0.23761             0.11312             0.19090             0.24696             2.42155             5.23822             9.32068          0.01268        0.35917        0.01600       -0.51413        0.11417        1.73526       -0.47198        0.28829       -0.49719        0.28850       -0.00198           6.40025              0.0        100001.0
 116  drift     28.30000        6.03655       -0.24803        0.27190        0.27064        0.75439        0.77018        1.36994        5.31240        0.00214           0.11440             0.19119             0.23780             0.11313             0.19106             0.24716             2.42151             5.23974             9.32338          0.01520        0.35918        0.01240       -0.51413        0.11417        1.80952       -0.50432        0.29513       -0.53011        0.29570        0.04565           6.41386              0.0        100001.0
 117  drift     28.40500        6.03654       -0.24815        0.27698        0.27593        0.76944        0.77615        1.37779        5.45761        0.00214           0.11441             0.19117             0.23808             0.11313             0.19103             0.24745             2.42144             5.23224             9.32664          0.01897        0.35919        0.00700       -0.51413        0.11417        1.92096       -0.55289        0.30624       -0.57957        0.30736        0.11703           6.48778              0.0        100001.0
 118  sol3d     28.90500        6.03650       -0.24875        0.27613        0.27479        0.76837        0.76039        1.50309        6.70128        0.00214           0.11391             0.19077             0.24365             0.11374             0.19235             0.25013             2.42075             5.23648             9.31758          0.02175       -0.02081       -0.03151       -0.49664        0.11417        2.45520        0.61735        0.30568        0.60924        0.30319        0.45945           7.72359              0.0        100001.0
 119  drift     29.06000        6.03650       -0.24882        0.26791        0.26666        0.74332        0.75264        1.56782        7.11078        0.00214           0.11392             0.19061             0.24406             0.11374             0.19219             0.25025             2.42069             5.23683             9.31821          0.02143       -0.02080       -0.03920       -0.49665        0.11417        2.62015        0.54217        0.28775        0.53400        0.28551        0.56518           8.40339              0.0        100001.0
 120  cav       29.42000        6.30272       -0.19217        0.25488        0.25415        0.71297        0.74656        1.67776        7.78164        0.00170           0.11382             0.19020             0.24384             0.11366             0.19180             0.24876             2.42082             5.23727             9.26950          0.02150        0.02762       -0.05395       -0.52618        0.11664        2.92829        0.03710        0.26629        0.03634        0.26514        0.19776          10.04144              0.0        100001.0
 121  drift     30.15000        6.30272       -0.19203        0.26273        0.26211        0.73974        0.81566        1.85301        8.90324        0.00171           0.11381             0.18998             0.24388             0.11365             0.19171             0.24737             2.42046             5.24183             9.27758          0.02352        0.02766       -0.09236       -0.52630        0.11664        3.51506       -0.26206        0.28297       -0.26399        0.28201        0.52586          12.25054              0.0        100001.0
 122  drift     30.25500        6.30273       -0.19199        0.26549        0.26489        0.74376        0.82876        1.88915        9.07460        0.00171           0.11380             0.19011             0.24373             0.11365             0.19180             0.24717             2.42032             5.24233             9.27846          0.02381        0.02766       -0.09789       -0.52632        0.11664        3.59940       -0.30524        0.28895       -0.30733        0.28804        0.57358          12.73377              0.0        100001.0
 123  sol3d     30.75500        6.30274       -0.19179        0.26030        0.25842        0.74557        0.83449        2.09216        9.99786        0.00172           0.11321             0.19026             0.23089             0.11423             0.19101             0.23966             2.41919             5.23589             9.26705         -0.01762       -0.03510       -0.11539       -0.13768        0.11664        4.00297        0.55161        0.27923        0.52515        0.27275        0.80763          15.62480              0.0        100001.0
 124  drift     30.91000        6.30274       -0.19173        0.25280        0.25119        0.72672        0.82248        2.16417       10.30312        0.00172           0.11320             0.19038             0.23076             0.11423             0.19099             0.23934             2.41857             5.23324             9.26237         -0.01816       -0.03511       -0.11752       -0.13773        0.11664        4.12733        0.47434        0.26338        0.44785        0.25772        0.88045          16.72324              0.0        100001.0
 125  cav       31.27000        6.61017        0.10245        0.23930        0.23883        0.68658        0.79397        2.28025       10.67825        0.00120           0.11314             0.19037             0.23019             0.11422             0.19125             0.23788             2.39800             5.04713             8.62757         -0.01947       -0.08760       -0.11912       -0.22770        0.11928        4.23694        0.09937        0.24149        0.07786        0.23829        0.25792          19.58017              0.0        100001.0
 126  drift     31.51000        6.61017        0.10253        0.23825        0.23830        0.68796        0.79261        2.31291       10.62153        0.00120           0.11314             0.19037             0.23047             0.11421             0.19115             0.23745             2.39682             5.03654             8.60947         -0.02157       -0.08761       -0.12459       -0.22777        0.11928        4.13707       -0.00850        0.23938       -0.03092        0.23723        0.31870          20.15513              0.0        100001.0
 127  cav       31.87000        6.93476        0.16945        0.23985        0.24114        0.68572        0.79057        2.34016       10.43990        0.00108           0.11322             0.19089             0.23055             0.11431             0.19157             0.23651             2.37412             4.81950             7.84935         -0.02420       -0.09489       -0.12811       -0.26992        0.12215        3.95256       -0.28859        0.24825       -0.31186        0.24855       -0.13397          21.83822              0.0        100001.0
 128  drift     31.94000        6.93476        0.16947        0.24191        0.24337        0.68858        0.79590        2.33641       10.36943        0.00108           0.11322             0.19078             0.23069             0.11431             0.19157             0.23651             2.37387             4.81676             7.84489         -0.02487       -0.09490       -0.13000       -0.26995        0.12215        3.90550       -0.32125        0.25253       -0.34487        0.25315       -0.11900          21.77066              0.0        100001.0
 129  drift     32.04500        6.93476        0.16950        0.24537        0.24708        0.69834        0.80395        2.33162       10.26399        0.00108           0.11322             0.19073             0.23090             0.11431             0.19160             0.23654             2.37350             4.82071             7.83854         -0.02586       -0.09490       -0.13284       -0.26998        0.12215        3.83490       -0.37030        0.25981       -0.39445        0.26093       -0.09661          21.68492              0.0        100001.0
 130  sol3d     32.54500        6.93477        0.16964        0.24608        0.24933        0.73774        0.79261        2.32213        9.76594        0.00108           0.11301             0.19002             0.24114             0.11459             0.19196             0.23995             2.37223             4.81523             7.81693         -0.06905        0.15365       -0.11552        0.22678        0.12215        3.50065        0.33658        0.26181        0.31133        0.26506        0.00845          21.52024              0.0        100001.0
 131  drift     32.70000        6.93478        0.16968        0.24166        0.24527        0.71761        0.77282        2.32386        9.61310        0.00108           0.11301             0.19026             0.24144             0.11459             0.19206             0.24008             2.37190             4.80938             7.80743         -0.06667        0.15362       -0.11201        0.22673        0.12215        3.39632        0.26625        0.25249        0.24276        0.25650        0.04111          21.55534              0.0        100001.0
 132  cav       33.06000        7.26000        0.26196        0.23361        0.23834        0.69419        0.73689        2.31025        9.20584        0.00111           0.11295             0.18973             0.24078             0.11449             0.19183             0.23771             2.35589             4.71939             7.13978         -0.06062        0.12802       -0.09916        0.20187        0.12493        3.14219       -0.00287        0.24144       -0.02451        0.24796       -0.41117          22.43361              0.0        100001.0
 133  drift     33.30000        7.26000        0.26202        0.23493        0.24012        0.69605        0.74091        2.27332        8.78810        0.00111           0.11295             0.18976             0.24081             0.11449             0.19184             0.23743             2.35580             4.71981             7.12962         -0.05754        0.12799       -0.09431        0.20182        0.12493        2.89835       -0.10903        0.24418       -0.12818        0.25166       -0.35685          21.72294              0.0        100001.0
 134  cav       33.66000        7.58169        0.32349        0.23976        0.24581        0.71779        0.74150        2.20481        8.13388        0.00131           0.11284             0.18926             0.23927             0.11434             0.19140             0.23484             2.34902             4.69367             6.89232         -0.05261        0.08346       -0.08339        0.15467        0.12764        2.52073       -0.38103        0.26010       -0.39991        0.26981       -0.78885          21.38721              0.0        100001.0
 135  drift     33.73000        7.58169        0.32349        0.24232        0.24845        0.72686        0.75027        2.18346        7.98110        0.00131           0.11284             0.18941             0.23916             0.11434             0.19128             0.23470             2.34905             4.69440             6.89339         -0.05202        0.08345       -0.08231        0.15465        0.12764        2.43484       -0.41377        0.26567       -0.43194        0.27564       -0.76720          20.97473              0.0        100001.0
 136  drift     33.83500        7.58169        0.32349        0.24648        0.25274        0.74049        0.76459        2.15217        7.75218        0.00131           0.11284             0.18926             0.23897             0.11434             0.19133             0.23447             2.34909             4.69546             6.89495         -0.05115        0.08344       -0.08069        0.15463        0.12764        2.30599       -0.46296        0.27489       -0.48007        0.28523       -0.73481          20.37764              0.0        100001.0
 137  sol3d     34.33500        7.58168        0.32330        0.25762        0.26311        0.80143        0.78256        2.01655        6.74981        0.00130           0.11296             0.19018             0.23803             0.11439             0.19075             0.23521             2.34942             4.69716             6.90758         -0.06143        0.33841       -0.05169        0.23978        0.12764        1.69382       -0.00619        0.29997        0.00222        0.30899       -0.57890          17.88779              0.0        100001.0
 138  drift     34.49000        7.58168        0.32324        0.25809        0.26346        0.80210        0.78581        1.97952        6.44502        0.00130           0.11296             0.19007             0.23788             0.11439             0.19053             0.23493             2.34937             4.69816             6.90906         -0.05619        0.33839       -0.04797        0.23976        0.12764        1.50373       -0.06222        0.30107       -0.05233        0.30981       -0.53177          17.23708              0.0        100001.0
 139  cav       34.85000        7.89963        0.35672        0.26033        0.26567        0.79859        0.79154        1.88587        5.68742        0.00150           0.11278             0.18962             0.23732             0.11420             0.19005             0.23377             2.35371             4.80117             7.15524         -0.04386        0.30124       -0.03578        0.24146        0.13028        1.03232       -0.32822        0.31314       -0.31820        0.32207       -0.82028          16.26535              0.0        100001.0
 140  drift     35.09000        7.89962        0.35661        0.26771        0.27279        0.80940        0.80812        1.80454        5.31832        0.00150           0.11277             0.18947             0.23743             0.11420             0.18987             0.23354             2.35346             4.79819             7.15080         -0.03663        0.30122       -0.02998        0.24144        0.13028        0.71431       -0.42044        0.33118       -0.40761        0.33956       -0.72346          14.89424              0.0        100001.0
 141  cav       35.45000        8.21485        0.37856        0.27966        0.28460        0.82549        0.83135        1.68526        5.22440        0.00167           0.11264             0.18912             0.23788             0.11406             0.18955             0.23315             2.36025             4.91281             7.38768         -0.02568        0.29833       -0.01805        0.22242        0.13285        0.27118       -0.69768        0.36895       -0.68346        0.37737       -0.87771          13.46701              0.0        100001.0
 142  drift     35.52000        8.21484        0.37855        0.28342        0.28827        0.83442        0.83958        1.65764        5.19463        0.00166           0.11264             0.18921             0.23800             0.11406             0.18957             0.23317             2.36020             4.91167             7.38596         -0.02359        0.29833       -0.01649        0.22242        0.13285        0.17468       -0.72806        0.37894       -0.71285        0.38716       -0.84279          13.02943              0.0        100001.0
 143  drift     35.62500        8.21484        0.37854        0.28926        0.29396        0.84785        0.85195        1.61751        5.15014        0.00166           0.11264             0.18913             0.23820             0.11406             0.18937             0.23322             2.36015             4.91015             7.38368         -0.02046        0.29832       -0.01416        0.22241        0.13285        0.02992       -0.77376        0.39473       -0.75707        0.40261       -0.79056          12.40638              0.0        100001.0
 144  sol3d     36.12500        8.21485        0.37861        0.29159        0.29365        0.84571        0.85259        1.45089        4.94064        0.00165           0.11311             0.19140             0.23985             0.11385             0.18959             0.23788             2.36011             4.91490             7.36866         -0.00492        0.37783       -0.00419       -0.01775        0.13285       -0.65686        0.70374        0.39947        0.71958        0.40248       -0.54446           9.98224              0.0        100001.0
 145  drift     36.28000        8.21486        0.37870        0.28390        0.28578        0.81231        0.82894        1.40880        4.92765        0.00165           0.11311             0.19132             0.24005             0.11385             0.18983             0.23818             2.36010             4.91526             7.36921          0.00093        0.37783       -0.00447       -0.01774        0.13285       -0.87063        0.64108        0.37865        0.65648        0.38118       -0.46886           9.41156              0.0        100001.0
 146  cav       36.64000        8.38060        0.36038        0.27158        0.27327        0.75982        0.78252        1.28547        4.91057        0.00204           0.11312             0.19171             0.24084             0.11386             0.18987             0.23943             2.36368             4.96086             7.44873          0.01487        0.38539       -0.00298        0.00452        0.13420       -1.34399        0.12608        0.35000        0.13888        0.35206       -0.77967           7.98323              0.0        100001.0
 147  drift     37.37000        8.38066        0.36101        0.27114        0.27209        0.78570        0.75837        1.04672        4.96265        0.00204           0.11312             0.19160             0.24253             0.11387             0.19028             0.24116             2.36337             4.96390             7.45330          0.04301        0.38543       -0.00265        0.00454        0.13420       -2.29328       -0.10692        0.34886       -0.09348        0.34901       -0.24569           5.29394              0.0        100001.0
 148  drift     38.77000        8.38063        0.36065        0.30511        0.30478        0.94667        0.84227        1.28227        7.25523        0.00204           0.11314             0.19154             0.24463             0.11388             0.19000             0.24235             2.36335             4.95924             7.45750          0.09698        0.38562       -0.00201        0.00452        0.13420       -4.11507       -0.55508        0.44167       -0.53996        0.43786        0.77257           7.94467              0.0        100001.0
 149  drift     38.87500        8.38062        0.36057        0.30924        0.30882        0.96565        0.85547        1.33086        7.52905        0.00204           0.11314             0.19180             0.24465             0.11388             0.19019             0.24227             2.36334             4.96072             7.45973          0.10103        0.38564       -0.00197        0.00452        0.13420       -4.25154       -0.58926        0.45370       -0.57399        0.44957        0.84970           8.55823              0.0        100001.0
 150  sol3d     39.37500        8.38059        0.36026        0.30176        0.30418        0.93702        0.89495        1.59390        8.83743        0.00205           0.11375             0.19036             0.23074             0.11327             0.18999             0.23197             2.36260             4.95532             7.46283          0.10116        0.01710       -0.03811        0.11066        0.13420       -4.89851        0.89838        0.42972        0.91998        0.43847        1.21853          12.27939              0.0        100001.0
 151  drift     39.53000        8.38059        0.36019        0.29223        0.29452        0.90831        0.86850        1.68388        9.27266        0.00205           0.11375             0.19034             0.23071             0.11327             0.18983             0.23179             2.36245             4.95576             7.46349          0.10143        0.01714       -0.03640        0.11065        0.13420       -5.09973        0.82892        0.40299        0.85039        0.41107        1.33454          13.70591              0.0        100001.0
 152  cav       39.89000        8.35570        0.01844        0.27862        0.28059        0.86319        0.82736        1.82526        9.87064        0.00125           0.11396             0.19064             0.23137             0.11348             0.19020             0.23195             2.36173             4.94140             7.47564          0.10483        0.15525       -0.03343        0.06934        0.13423       -5.34700        0.22981        0.36575        0.24346        0.37251        0.47127          16.11588              0.0        100001.0
