n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
  10  drift      1.44000        0.54983       -0.02402        0.23041        0.23154        0.65108        0.62758        5.49984       17.07355        0.00640           0.11233             0.18717             0.23079             0.11323             0.18681             0.22754             2.26062             4.00384             5.53782         -0.00498        0.17004       -0.00116        0.30332        0.03437        0.55247        0.60140        0.06497        0.60774        0.06509        0.60960          10.06322              0.0        100001.0
  11  cav        1.80000        0.61015        0.29615        0.23828        0.23857        0.66395        0.66526        5.29280       15.33462        0.00585           0.11221             0.18726             0.23467             0.11311             0.18743             0.22774             2.28662             4.28887             6.86220          0.00409        0.32622        0.00079       -0.21297        0.03615       -0.25185       -0.72667        0.07316       -0.71403        0.07275       -0.51853          10.19214              0.0        100001.0
  12  drift      1.88000        0.61015        0.29619        0.25872        0.25882        0.73172        0.72024        5.03882       14.93693        0.00582           0.11221             0.18730             0.23383             0.11310             0.18748             0.22697             2.28619             4.28698             6.82640          0.00670        0.32623       -0.00091       -0.21296        0.03615       -0.56454       -0.90625        0.08625       -0.89242        0.08564       -0.37285           9.23917              0.0        100001.0
  13  sol3d      2.28000        0.61015        0.29617        0.25388        0.25441        0.70524        0.73222        4.97807       14.86059        0.00581           0.11209             0.18721             0.22474             0.11307             0.18799             0.22567             2.28149             4.24332             6.71411          0.00458       -0.03927       -0.02219       -0.48259        0.03615       -2.07855        0.94641        0.08315        0.95460        0.08276        0.33567           9.03633              0.0        100001.0
  14  drift      2.34000        0.61015        0.29614        0.23737        0.23764        0.66143        0.68535        5.14906       15.11218        0.00583           0.11209             0.18754             0.22514             0.11307             0.18792             0.22586             2.28140             4.24157             6.72199          0.00434       -0.03927       -0.02508       -0.48263        0.03615       -2.31282        0.80192        0.07268        0.80843        0.07221        0.44453           9.66816              0.0        100001.0
  15  cav        2.70000        0.68044        0.57755        0.22287        0.22231        0.61572        0.66902        4.70153       15.27778        0.00609           0.11186             0.18725             0.22587             0.11281             0.18719             0.22445             2.26590             4.13552             6.18164         -0.00227       -0.31913       -0.05412       -1.15655        0.03812       -4.20407       -0.54039        0.06771       -0.53086        0.06680       -0.60597           9.02522              0.0        100001.0
  16  drift      2.78000        0.68044        0.57756        0.23876        0.23813        0.65914        0.70911        4.41773       15.01165        0.00606           0.11186             0.18704             0.22562             0.11281             0.18706             0.22456             2.26627             4.14473             6.19541         -0.00482       -0.31913       -0.06337       -1.15665        0.03812       -4.78677       -0.70543        0.07770       -0.69662        0.07664       -0.44059           7.96721              0.0        100001.0
  17  sol3d      3.18000        0.68043        0.57739        0.23355        0.23156        0.69788        0.68753        4.31048       18.84958        0.00605           0.11282             0.18679             0.22505             0.11188             0.18709             0.22844             2.26564             4.13446             6.26433         -0.06468        0.48893       -0.03957        0.76160        0.03812       -7.65962        0.77032        0.07371        0.76980        0.07308        0.36557           7.58719              0.0        100001.0
  18  drift      3.24000        0.68043        0.57734        0.21985        0.21788        0.66395        0.64211        4.49231       19.74882        0.00607           0.11282             0.18664             0.22514             0.11187             0.18687             0.22789             2.26553             4.13700             6.26818         -0.06175        0.48883       -0.03500        0.76154        0.03812       -8.09629        0.63275        0.06532        0.63118        0.06470        0.48907           8.24119              0.0        100001.0
  19  cav        3.60000        0.74978       -0.79633        0.22694        0.22513        0.67267        0.63716        4.13791       17.95258        0.00634           0.11376             0.18897             0.22631             0.11284             0.18908             0.23143             2.27146             4.07305             5.92874         -0.06101       -0.47054       -0.01303        0.43730        0.04029       -7.27501       -0.79852        0.07296       -0.79642        0.07239       -0.65176           7.79112              0.0        100001.0
  20  drift      3.68000        0.74978       -0.79625        0.24824        0.24638        0.74203        0.69664        3.83777       16.17893        0.00631           0.11376             0.18908             0.22590             0.11284             0.18925             0.23220             2.27135             4.06598             5.91846         -0.06477       -0.47064       -0.00953        0.43728        0.04029       -6.49331       -0.99048        0.08730       -0.98944        0.08670       -0.46262           6.70218              0.0        100001.0
  21  sol3d      4.08000        0.74979       -0.79599        0.26200        0.25918        0.75703        0.74634        3.83376       13.45049        0.00631           0.11373             0.18911             0.22300             0.11268             0.18901             0.22394             2.26889             4.06751             5.92069         -0.03863        0.87166        0.03797       -0.60841        0.04029       -2.54683        0.84095        0.09728        0.82709        0.09607        0.46098           6.69541              0.0        100001.0
  22  drift      4.14000        0.74979       -0.79601        0.24904        0.24642        0.71624        0.70957        4.05159       13.89043        0.00632           0.11373             0.18905             0.22346             0.11268             0.18890             0.22355             2.26855             4.06128             5.90302         -0.03340        0.87162        0.03431       -0.60835        0.04029       -1.96124        0.72817        0.08789        0.71443        0.08685        0.60182           7.47902              0.0        100001.0
  23  cav        4.50000        0.84356       -0.45039        0.23690        0.23557        0.64793        0.65074        4.31226       12.27629        0.00483           0.11328             0.18780             0.21940             0.11230             0.18766             0.22394             2.26466             4.01319             5.58163          0.00021        1.00889        0.00895       -0.87375        0.04266        0.78136       -0.54257        0.08455       -0.55087        0.08433       -0.36919           9.51522              0.0        100001.0
  24  drift      4.58000        0.84356       -0.45037        0.25021        0.24903        0.69501        0.69036        4.18195       11.87665        0.00482           0.11328             0.18775             0.21882             0.11230             0.18779             0.22330             2.26485             4.01295             5.59686          0.00828        1.00889        0.00196       -0.87374        0.04266        1.19821       -0.67548        0.09432       -0.68500        0.09424       -0.24917           8.94811              0.0        100001.0
  25  sol3d      4.98000        0.84356       -0.45045        0.23517        0.23492        0.65423        0.70203        4.27994       15.34797        0.00483           0.11244             0.18754             0.22622             0.11318             0.18751             0.22190             2.26528             4.01291             5.60462          0.01214       -0.10655       -0.05039       -0.95665        0.04266        3.31447        0.87946        0.08394        0.86669        0.08321        0.34163           9.37053              0.0        100001.0
  26  drift      5.04000        0.84356       -0.45047        0.22112        0.22098        0.61532        0.67317        4.40085       16.23239        0.00484           0.11244             0.18752             0.22620             0.11319             0.18746             0.22159             2.26519             4.01160             5.58718          0.01150       -0.10654       -0.05613       -0.95671        0.04266        3.62762        0.74598        0.07421        0.73375        0.07363        0.43262           9.90790              0.0        100001.0
  27  cav        5.40000        0.95332        0.10346        0.20204        0.20318        0.56131        0.65369        4.08920       16.81100        0.00528           0.11229             0.18765             0.22582             0.11315             0.18745             0.22343             2.29189             4.26453             6.23469          0.01065        0.08536       -0.10434       -1.88843        0.04523        4.17608       -0.45703        0.06577       -0.46719        0.06600       -0.70984           9.50179              0.0        100001.0
  28  drift      5.48000        0.95332        0.10348        0.21486        0.21627        0.59992        0.70555        3.84719       16.09993        0.00525           0.11229             0.18757             0.22572             0.11315             0.18725             0.22291             2.29171             4.25609             6.22235          0.01133        0.08536       -0.11945       -1.88858        0.04523        4.09100       -0.61460        0.07438       -0.62536        0.07478       -0.56300           8.41105              0.0        100001.0
  29  sol3d      5.88000        0.95332        0.10360        0.24907        0.25117        0.76789        0.83932        3.41632       13.71905        0.00521           0.11197             0.18740             0.21969             0.11339             0.18730             0.22061             2.29147             4.25345             6.25507         -0.07698       -0.15066       -0.14134        0.02550        0.04523        3.68054        0.08422        0.10024        0.07390        0.10065        0.14627           6.63326              0.0        100001.0
  30  drift      5.94000        0.95332        0.10359        0.24835        0.25059        0.77023        0.83875        3.48258       13.80833        0.00521           0.11197             0.18735             0.22015             0.11340             0.18726             0.22108             2.29167             4.25506             6.26665         -0.07789       -0.15074       -0.14118        0.02534        0.04523        3.61571        0.01669        0.09966        0.00675        0.10019        0.25212           6.89245              0.0        100001.0
  31  cav        6.30000        1.09590        0.64624        0.27178        0.27523        0.82185        0.90568        3.86930       14.39903        0.00409           0.11159             0.18691             0.22331             0.11288             0.18630             0.22473             2.32136             4.55689             7.54452         -0.08507       -0.39128       -0.14648       -0.61770        0.04837        2.35417       -0.79501        0.12806       -0.80968        0.12983        0.17240           9.60347              0.0        100001.0
  32  drift      6.38000        1.09590        0.64627        0.28589        0.28956        0.86440        0.94419        3.93977       14.49418        0.00409           0.11159             0.18674             0.22338             0.11288             0.18636             0.22507             2.32103             4.55345             7.52636         -0.08820       -0.39139       -0.15142       -0.61788        0.04837        1.83776       -0.90547        0.14169       -0.92019        0.14370        0.26567           9.95790              0.0        100001.0
  33  sol3d      6.78000        1.09590        0.64623        0.26696        0.26766        0.85975        0.77938        4.65893       15.74734        0.00415           0.11223             0.18698             0.23169             0.11225             0.18642             0.22817             2.31817             4.52963             7.43781         -0.13194        2.36488       -0.04853        0.93079        0.04837       -0.70496        1.32122        0.12285        1.32110        0.12348        0.73499          13.94228              0.0        100001.0
  34  drift      6.84000        1.09590        0.64621        0.25013        0.25087        0.79910        0.73265        4.81119       16.00543        0.00416           0.11223             0.18681             0.23149             0.11225             0.18631             0.22804             2.31801             4.52485             7.42996         -0.11775        2.36477       -0.04295        0.93075        0.04837       -1.09121        1.18215        0.10785        1.18270        0.10847        0.80800          14.86951              0.0        100001.0
  35  cav        7.20000        1.24316        0.05594        0.19055        0.19162        0.58660        0.55135        4.74997       15.34680        0.00422           0.11290             0.18915             0.23733             0.11297             0.18834             0.23542             2.39716             5.31651            10.12669         -0.04146        1.77267       -0.01563        0.40148        0.05167       -2.49431        0.02629        0.06647        0.02739        0.06717       -1.00844          15.99200              0.0        100001.0
  36  drift      7.86000        1.24316        0.05601        0.27017        0.27012        0.79475        0.75021        3.51087       11.25300        0.00408           0.11292             0.18922             0.23982             0.11297             0.18851             0.23711             2.39668             5.28295             9.89316          0.07553        1.77280        0.01087        0.40145        0.05167       -2.82253       -1.04777        0.13360       -1.03615        0.13348       -0.17839           8.73855              0.0        100001.0
  37  drift      7.94000        1.24316        0.05600        0.28767        0.28744        0.84445        0.79129        3.47156       10.79765        0.00408           0.11292             0.18944             0.24041             0.11297             0.18848             0.23768             2.39725             5.29212             9.91033          0.08972        1.77289        0.01408        0.40146        0.05167       -2.86230       -1.18169        0.15146       -1.16871        0.15115       -0.08304           8.54187              0.0        100001.0
  38  sol3d      8.34000        1.24316        0.05605        0.29944        0.29924        0.89812        0.84852        3.69933       12.92922        0.00410           0.11364             0.18882             0.23751             0.11243             0.18864             0.23346             2.39783             5.29552            10.01043          0.11875        0.26484       -0.04349        0.33257        0.05167       -3.03748        0.91043        0.16306        0.92911        0.16459        0.39084           9.69718              0.0        100001.0
  39  drift      8.40000        1.24316        0.05605        0.28966        0.28935        0.87818        0.82159        3.79058       13.36262        0.00410           0.11364             0.18893             0.23764             0.11243             0.18871             0.23355             2.39787             5.29647            10.03119          0.12034        0.26493       -0.04149        0.33254        0.05167       -3.06778        0.83811        0.15258        0.85611        0.15389        0.46286          10.18132              0.0        100001.0
  40  cav        8.76000        1.37942       -0.34598        0.26238        0.26156        0.84124        0.73425        3.73126       12.80149        0.00409           0.11455             0.19166             0.23488             0.11309             0.19071             0.23869             2.39572             4.93077             8.27310          0.13672        0.82452       -0.03418       -0.07456        0.05454       -2.69333       -0.25808        0.13110       -0.24756        0.13196       -0.67629          11.00043              0.0        100001.0
  41  drift      8.84000        1.37942       -0.34597        0.26707        0.26604        0.86402        0.75156        3.57586       11.99981        0.00408           0.11455             0.19153             0.23443             0.11309             0.19065             0.23832             2.39542             4.92580             8.27865          0.14331        0.82465       -0.03477       -0.07459        0.05454       -2.44372       -0.33018        0.13584       -0.31897        0.13652       -0.57484          10.10448              0.0        100001.0
  42  sol3d      9.24000        1.37942       -0.34603        0.26727        0.26654        0.87206        0.84529        3.13392        8.70143        0.00405           0.11426             0.19230             0.24068             0.11324             0.19160             0.23196             2.39343             4.90813             8.23511          0.12826       -0.26843       -0.09682        0.11899        0.05454       -1.18545        0.31109        0.13638        0.32428        0.13686       -0.07765           7.76766              0.0        100001.0
  43  drift      9.30000        1.37942       -0.34603        0.26393        0.26306        0.85855        0.83991        3.12524        8.57824        0.00405           0.11426             0.19238             0.24048             0.11324             0.19162             0.23170             2.39340             4.91515             8.23308          0.12665       -0.26834       -0.09611        0.11892        0.05454       -0.99827        0.25746        0.13299        0.27041        0.13331       -0.00359           7.72478              0.0        100001.0
  44  cav        9.66000        1.47514       -0.26791        0.26352        0.26198        0.85599        0.83551        3.12183        9.47086        0.00378           0.11438             0.19252             0.23827             0.11332             0.19189             0.23288             2.38413             4.81892             8.15385          0.12038        0.04362       -0.09445       -0.15811        0.05638        0.01469       -0.39836        0.13691       -0.38686        0.13657       -0.05733           8.26839              0.0        100001.0
  45  drift      9.74000        1.47514       -0.26787        0.27017        0.26843        0.87073        0.84886        3.11889        9.54617        0.00378           0.11438             0.19241             0.23872             0.11332             0.19190             0.23317             2.38407             4.81439             8.15998          0.12072        0.04373       -0.09572       -0.15820        0.05638        0.20170       -0.47335        0.14391       -0.46151        0.14339        0.03283           8.25307              0.0        100001.0
  46  sol3d     10.14000        1.47514       -0.26786        0.27070        0.27119        0.79753        0.88035        3.43969       10.22121        0.00381           0.11375             0.19077             0.23787             0.11391             0.19198             0.23967             2.38264             4.79902             8.13393          0.05942       -0.50679       -0.12593        0.79459        0.05638        1.14795        0.41876        0.14526        0.42686        0.14559        0.48488          10.04414              0.0        100001.0
  47  drift     10.20000        1.47514       -0.26786        0.26629        0.26669        0.78418        0.85828        3.53114       10.38364        0.00381           0.11376             0.19086             0.23798             0.11391             0.19178             0.24003             2.38245             4.79885             8.11988          0.05638       -0.50675       -0.12116        0.79451        0.05638        1.28823        0.36533        0.14057        0.37325        0.14080        0.55365          10.58616              0.0        100001.0
  48  cav       10.56000        1.62863        0.06339        0.26094        0.26115        0.75447        0.81954        3.71047       10.40187        0.00302           0.11296             0.18879             0.23108             0.11294             0.18911             0.23090             2.31820             4.35248             6.65516          0.03912       -0.39458       -0.09697        0.26913        0.05914        1.68113       -0.45326        0.14260       -0.44927        0.14284       -0.39550          13.21867              0.0        100001.0
  49  drift     10.64000        1.62863        0.06341        0.26804        0.26819        0.76478        0.83768        3.64301       10.36704        0.00301           0.11296             0.18860             0.23085             0.11295             0.18923             0.23105             2.31821             4.35116             6.64299          0.03596       -0.39454       -0.09482        0.26905        0.05914        1.64034       -0.52720        0.15046       -0.52291        0.15064       -0.33172          12.74240              0.0        100001.0
  50  sol3d     11.04000        1.62863        0.06332        0.26808        0.27002        0.74254        0.80328        3.47708       10.30840        0.00300           0.11245             0.18859             0.23752             0.11353             0.18885             0.23606             2.31940             4.36177             6.62883         -0.01336       -0.07763       -0.07331        0.98094        0.05914        1.44707        0.50397        0.15119        0.51870        0.15192       -0.01676          11.60206              0.0        100001.0
  51  drift     11.10000        1.62863        0.06333        0.26297        0.26474        0.73247        0.77808        3.47829       10.32560        0.00300           0.11245             0.18856             0.23718             0.11353             0.18898             0.23593             2.31946             4.35615             6.63036         -0.01383       -0.07764       -0.06743        0.98090        0.05914        1.41655        0.44968        0.14549        0.46407        0.14604        0.03033          11.60981              0.0        100001.0
  52  cav       11.46000        1.77788        0.04585        0.25076        0.25189        0.71973        0.73155        3.23085       10.11592        0.00369           0.11269             0.18908             0.23547             0.11378             0.18944             0.23244             2.36840             4.83553             7.41646         -0.01732       -0.17673       -0.03533        0.60894        0.06180        1.14813       -0.30398        0.13793       -0.29379        0.13784       -0.70653          10.71066              0.0        100001.0
  53  drift     11.54000        1.77788        0.04586        0.25566        0.25667        0.73742        0.74253        3.10290        9.96659        0.00368           0.11269             0.18918             0.23501             0.11378             0.18931             0.23200             2.36813             4.83565             7.42804         -0.01873       -0.17674       -0.03046        0.60891        0.06180        1.12034       -0.37371        0.14338       -0.36316        0.14312       -0.61275           9.88029              0.0        100001.0
  54  sol3d     11.94000        1.77788        0.04580        0.25581        0.25667        0.73369        0.70988        2.69722        9.82830        0.00365           0.11255             0.18919             0.22876             0.11387             0.18912             0.23036             2.36687             4.81475             7.43016         -0.02091        0.38672        0.00614        0.70997        0.06180        0.98903        0.35566        0.14374        0.36384        0.14302       -0.15361           7.46957              0.0        100001.0
  55  drift     12.00000        1.77788        0.04578        0.25228        0.25302        0.72014        0.70411        2.67685        9.82016        0.00365           0.11255             0.18928             0.22887             0.11387             0.18919             0.23015             2.36661             4.81273             7.42705         -0.01859        0.38671        0.01040        0.70998        0.06180        0.96822        0.30367        0.13979        0.31142        0.13898       -0.08490           7.35797              0.0        100001.0
  56  cav       12.36000        1.92830        0.06278        0.24737        0.24792        0.68230        0.72052        2.56365        9.13592        0.00361           0.11265             0.18969             0.22992             0.11399             0.18978             0.23004             2.37233             4.84089             7.82049         -0.00412        0.47219        0.03585        0.66430        0.06436        0.78490       -0.37162        0.13983       -0.36716        0.13881       -0.24180           7.30093              0.0        100001.0
  57  drift     12.44000        1.92830        0.06275        0.25309        0.25364        0.69775        0.74020        2.52209        8.80030        0.00361           0.11266             0.18958             0.23035             0.11399             0.18980             0.23034             2.37255             4.84360             7.81226         -0.00034        0.47219        0.04117        0.66433        0.06436        0.74797       -0.44349        0.14637       -0.43926        0.14528       -0.14908           7.06551              0.0        100001.0
  58  sol3d     12.84000        1.92830        0.06287        0.26152        0.26199        0.75061        0.76320        2.60691        7.43845        0.00361           0.11298             0.19120             0.23403             0.11369             0.19025             0.23400             2.37149             4.83967             7.80592          0.04182        0.48185        0.04722        0.05036        0.06436        0.56945        0.20608        0.15583        0.20637        0.15541        0.30916           7.55206              0.0        100001.0
  59  drift     12.90000        1.92830        0.06284        0.25968        0.26013        0.74565        0.75836        2.66049        7.37405        0.00362           0.11299             0.19119             0.23431             0.11370             0.19047             0.23428             2.37157             4.84252             7.81052          0.04472        0.48187        0.04752        0.05039        0.06436        0.54164        0.16127        0.15364        0.16147        0.15321        0.37878           7.86545              0.0        100001.0
  60  cav       13.26000        2.07576       -0.07725        0.26196        0.26276        0.76841        0.75140        2.91269        8.66991        0.00288           0.11276             0.19034             0.23763             0.11346             0.18945             0.23447             2.37838             4.95790             8.38901          0.06256        0.54838        0.04985        0.07937        0.06682        0.41439       -0.48235        0.16266       -0.48743        0.16266        0.06527          10.13337              0.0        100001.0
  61  drift     13.34000        2.07576       -0.07725        0.26854        0.26943        0.79115        0.76966        2.92918        9.05527        0.00288           0.11277             0.19039             0.23769             0.11346             0.18941             0.23471             2.37817             4.95548             8.38490          0.06694        0.54842        0.05049        0.07940        0.06682        0.46024       -0.54880        0.17093       -0.55410        0.17101        0.12813          10.24932              0.0        100001.0
  62  sol3d     13.74000        2.07576       -0.07723        0.28265        0.28258        0.86041        0.79277        3.15844       11.00318        0.00290           0.11329             0.18897             0.22989             0.11300             0.18900             0.22689             2.37821             4.93168             8.33054          0.09228        0.03017        0.01949       -0.10224        0.06682        0.69522        0.13735        0.18849        0.14004        0.18888        0.44182          11.91632              0.0        100001.0
  63  drift     13.80000        2.07576       -0.07722        0.28158        0.28149        0.86389        0.79469        3.21221       11.35958        0.00290           0.11329             0.18881             0.22998             0.11300             0.18888             0.22675             2.37797             4.92498             8.31923          0.09246        0.03021        0.01887       -0.10223        0.06682        0.72951        0.10096        0.18707        0.10369        0.18743        0.48953          12.32670              0.0        100001.0
  64  cav       14.16000        2.22213       -0.11035        0.28509        0.28519        0.89667        0.81802        3.39225       13.03268        0.00237           0.11355             0.19018             0.23479             0.11315             0.18936             0.22953             2.42191             5.25226             9.51497          0.09433        0.21483        0.01515       -0.16704        0.06915        0.85222       -0.51539        0.19799       -0.51946        0.19884       -0.13794          14.45436              0.0        100001.0
  65  drift     14.24000        2.22213       -0.11033        0.29130        0.29142        0.91670        0.83406        3.37695       13.25288        0.00237           0.11355             0.19026             0.23460             0.11315             0.18932             0.22920             2.42144             5.24935             9.49250          0.09605        0.21488        0.01381       -0.16703        0.06915        0.91501       -0.57154        0.20671       -0.57558        0.20762       -0.09344          14.32708              0.0        100001.0
  66  sol3d     14.64000        2.22213       -0.11023        0.28465        0.28264        0.87659        0.83284        3.38729       14.36577        0.00237           0.11398             0.19033             0.23098             0.11272             0.18872             0.23099             2.41919             5.22681             9.40075          0.08407       -0.66985       -0.03521        0.01866        0.06915        1.23898        0.81984        0.19663        0.81992        0.19604        0.12770          14.42839              0.0        100001.0
  67  drift     14.70000        2.22213       -0.11022        0.27769        0.27571        0.85257        0.81279        3.40168       14.53427        0.00237           0.11398             0.19016             0.23077             0.11272             0.18878             0.23078             2.41906             5.23129             9.39191          0.08005       -0.66981       -0.03509        0.01864        0.06915        1.28611        0.76528        0.18714        0.76518        0.18654        0.16122          14.55199              0.0        100001.0
  68  cav       15.06000        2.34107       -0.17674        0.25132        0.24979        0.75595        0.75105        3.24527       14.49067        0.00306           0.11438             0.19130             0.23358             0.11309             0.18952             0.23169             2.42942             5.27215             9.78135          0.05808       -0.46607       -0.03603       -0.16526        0.07101        1.54802        0.01595        0.15684        0.00972        0.15669       -0.84788          13.90321              0.0        100001.0
  69  drift     15.71000        2.34107       -0.17698        0.27280        0.27178        0.80426        0.80578        2.60452       12.31046        0.00301           0.11439             0.19122             0.23178             0.11311             0.18940             0.23353             2.43210             5.29640             9.82635          0.02779       -0.46586       -0.04678       -0.16545        0.07101        2.34328       -0.44318        0.18477       -0.45016        0.18547       -0.26814           8.94523              0.0        100001.0
  70  drift     15.81500        2.34106       -0.17702        0.28018        0.27921        0.81813        0.82364        2.55768       11.97555        0.00301           0.11440             0.19128             0.23186             0.11312             0.18940             0.23411             2.43246             5.29626             9.84435          0.02290       -0.46584       -0.04851       -0.16549        0.07101        2.47187       -0.51831        0.19489       -0.52545        0.19574       -0.17700           8.62507              0.0        100001.0
  71  sol3d     16.31500        2.34107       -0.17681        0.25844        0.25797        0.72672        0.75832        2.59713       10.53861        0.00301           0.11420             0.19182             0.23565             0.11334             0.19227             0.24556             2.43045             5.30044             9.92591         -0.02973       -0.18185       -0.02852        0.82479        0.07101        3.09515        1.01221        0.16612        1.00675        0.16676        0.25759           8.90056              0.0        100001.0
  72  drift     16.47000        2.34107       -0.17676        0.23544        0.23523        0.67399        0.67846        2.69692       10.53598        0.00302           0.11421             0.19215             0.23634             0.11336             0.19229             0.24589             2.43034             5.28512             9.93443         -0.03255       -0.18188       -0.01574        0.82476        0.07101        3.28525        0.81403        0.13785        0.81024        0.13863        0.39367           9.59814              0.0        100001.0
  73  cav       16.83000        2.57161       -0.10126        0.21098        0.21112        0.61884        0.60729        2.56412       10.50339        0.00269           0.11390             0.19131             0.23359             0.11299             0.19082             0.24154             2.42494             5.16437             9.23859         -0.04065       -0.23950        0.02385        0.74503        0.07440        3.34578        0.12626        0.11629        0.14132        0.11738       -0.04795           9.54454              0.0        100001.0
  74  drift     17.07000        2.57162       -0.10119        0.21047        0.20995        0.62310        0.61375        2.58232       11.08372        0.00269           0.11390             0.19117             0.23342             0.11300             0.19097             0.24051             2.42511             5.15896             9.21244         -0.04640       -0.23957        0.04173        0.74507        0.07440        3.50697       -0.09916        0.11574       -0.08303        0.11608        0.13106           9.67982              0.0        100001.0
  75  cav       17.43000        2.76337        0.12778        0.23342        0.23190        0.68859        0.70661        2.48671       10.79742        0.00260           0.11396             0.19146             0.23096             0.11302             0.19111             0.23979             2.44262             5.20639             9.00759         -0.05693       -0.30472        0.07754        0.77035        0.07704        3.29208       -0.59650        0.14731       -0.56723        0.14662        0.02973           9.55460              0.0        100001.0
