n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
  75  cav       17.43000        2.76577        0.21448        0.27383        0.27258        0.79506        0.79336        4.34362       22.46702        0.00174           0.11325             0.18808             0.22497             0.11227             0.18852             0.22577             2.79923             9.10171            24.01507         -0.03837        0.25939       -0.03921       -0.79156        0.07704        5.88142       -0.37971        0.20404       -0.34386        0.20393        0.19266          25.43814              0.0        100001.0
  76  drift     17.50000        2.76577        0.21447        0.27758        0.27598        0.79992        0.80818        4.35901       22.76516        0.00174           0.11325             0.18819             0.22484             0.11227             0.18848             0.22573             2.79817             9.10136            23.95094         -0.03656        0.25937       -0.04476       -0.79158        0.07704        5.78695       -0.42216        0.20966       -0.38544        0.20904        0.21447          25.62834              0.0        100001.0
  77  drift     17.60500        2.76577        0.21447        0.28384        0.28171        0.81548        0.83426        4.38507       23.21289        0.00174           0.11325             0.18822             0.22461             0.11227             0.18840             0.22563             2.79652             9.06454            23.85404         -0.03383        0.25935       -0.05307       -0.79161        0.07704        5.64525       -0.48601        0.21921       -0.44797        0.21781        0.24716          25.95095              0.0        100001.0
  78  sol3d     18.10500        2.76577        0.21442        0.25350        0.25417        0.74678        0.76302        4.55434       25.35123        0.00175           0.11266             0.18788             0.22912             0.11290             0.18760             0.22739             2.78651             8.96733            23.35242         -0.05769        0.34713       -0.05790       -0.38003        0.07704        4.98008        1.19783        0.17576        1.20564        0.17632        0.40367          28.09375              0.0        100001.0
  79  drift     18.26000        2.76577        0.21439        0.22793        0.22843        0.67167        0.69598        4.62196       26.01598        0.00175           0.11267             0.18799             0.22954             0.11290             0.18770             0.22724             2.78305             8.91905            23.16637         -0.05231        0.34708       -0.06380       -0.38008        0.07704        4.77152        0.97701        0.14209        0.98385        0.14242        0.45393          28.97020              0.0        100001.0
  80  cav       18.62000        3.04658        0.47894        0.18872        0.18911        0.55507        0.58659        4.31712       25.19757        0.00195           0.11265             0.18846             0.23011             0.11293             0.18810             0.22663             3.07476            12.45200            45.61172         -0.04334        0.18336       -0.07120       -0.50081        0.08075        3.70046        0.34898        0.10212        0.36227        0.10229       -0.53199          25.13328              0.0        100001.0
  81  drift     18.86000        3.04657        0.47886        0.17914        0.17895        0.53460        0.57757        4.19528       25.30788        0.00193           0.11264             0.18833             0.22995             0.11294             0.18815             0.22614             3.06424            12.32557            44.98385         -0.03894        0.18331       -0.08322       -0.50091        0.08075        3.01128        0.07479        0.09202        0.08635        0.09159       -0.44553          23.81613              0.0        100001.0
  82  cav       19.22000        3.33321        0.44761        0.19252        0.19186        0.57101        0.62185        3.66980       23.78327        0.00311           0.11261             0.18836             0.22971             0.11298             0.18794             0.22644             3.27714            15.82959            73.62600         -0.03253        0.17115       -0.09528       -0.60636        0.08448        1.92263       -0.49773        0.11123       -0.47781        0.11010       -1.22447          18.64861              0.0        100001.0
  83  drift     19.29000        3.33321        0.44760        0.19895        0.19810        0.58528        0.64255        3.57435       23.60968        0.00310           0.11261             0.18838             0.23001             0.11298             0.18795             0.22672             3.27443            15.77669            73.37997         -0.03133        0.17114       -0.09952       -0.60639        0.08448        1.74324       -0.57996        0.11878       -0.55958        0.11738       -1.16822          17.70574              0.0        100001.0
  84  drift     19.39500        3.33321        0.44759        0.20996        0.20884        0.61065        0.67373        3.43524       23.34947        0.00309           0.11261             0.18850             0.23044             0.11298             0.18806             0.22712             3.27081            15.69909            73.01902         -0.02954        0.17113       -0.10589       -0.60644        0.08448        1.47416       -0.70391        0.13229       -0.68282        0.13045       -1.08422          16.37254              0.0        100001.0
  85  sol3d     19.89500        3.33323        0.44815        0.23522        0.23333        0.72028        0.72122        2.85475       22.11257        0.00306           0.11221             0.18851             0.23187             0.11343             0.18834             0.22746             3.26006            15.52606            71.54868         -0.06980        0.51430       -0.08757        0.20314        0.08448        0.19653        0.09851        0.16663        0.12270        0.16220       -0.69023          11.34403              0.0        100001.0
  86  drift     20.05000        3.33323        0.44832        0.23423        0.23182        0.70201        0.71550        2.71096       21.72999        0.00305           0.11221             0.18850             0.23243             0.11343             0.18817             0.22753             3.25891            15.43952            71.14988         -0.06183        0.51425       -0.08442        0.20308        0.08448       -0.20161       -0.00411        0.16523        0.01719        0.16010       -0.56946          10.23368              0.0        100001.0
  87  cav       20.41000        3.63737        0.55035        0.24503        0.24213        0.70993        0.72976        2.27179       19.52699        0.00350           0.11202             0.18831             0.23657             0.11332             0.18810             0.22939             3.26847            15.80476            84.51744         -0.04527        0.38313       -0.07187        0.08565        0.08822       -1.20726       -0.50985        0.18913       -0.47410        0.18256       -0.66697           7.81143              0.0        100001.0
  88  drift     20.65000        3.63739        0.55074        0.26299        0.25945        0.75977        0.78432        2.05509       18.19223        0.00349           0.11202             0.18825             0.23649             0.11331             0.18830             0.22851             3.26930            15.82223            84.16081         -0.03608        0.38309       -0.06982        0.08557        0.08822       -1.93184       -0.68373        0.21788       -0.64875        0.20962       -0.41926           6.39068              0.0        100001.0
  89  cav       21.01000        3.93235        0.39914        0.30197        0.29805        0.85833        0.88566        1.75024       15.25360        0.00371           0.11223             0.18881             0.23961             0.11352             0.18910             0.23061             3.26629            15.55112            86.87779         -0.02296        0.32307       -0.06437       -0.12277        0.09180       -2.79083       -1.45060        0.29834       -1.37808        0.28733       -0.36575           5.02336              0.0        100001.0
  90  drift     21.08000        3.93235        0.39912        0.31235        0.30816        0.88627        0.91277        1.70840       14.66637        0.00371           0.11223             0.18885             0.23935             0.11352             0.18891             0.23038             3.26668            15.55358            86.89151         -0.02070        0.32306       -0.06523       -0.12279        0.09180       -2.93793       -1.52694        0.31920       -1.45212        0.30716       -0.28187           4.78550              0.0        100001.0
  91  drift     21.18500        3.93235        0.39907        0.32823        0.32366        0.93211        0.95891        1.66499       13.78565        0.00371           0.11223             0.18877             0.23895             0.11352             0.18911             0.23006             3.26727            15.55997            86.92721         -0.01731        0.32305       -0.06652       -0.12281        0.09180       -3.15855       -1.64185        0.35250       -1.56358        0.33886       -0.15625           4.54456              0.0        100001.0
  92  sol3d     21.68500        3.93236        0.39941        0.34602        0.34168        1.02029        1.00342        1.79760        9.59440        0.00371           0.11259             0.18908             0.23172             0.11336             0.18916             0.22790             3.26778            15.53978            87.30211         -0.02749        0.62247       -0.04929        0.08305        0.09180       -4.20177        0.89905        0.39049        0.87761        0.37816        0.44187           5.29653              0.0        100001.0
  93  drift     21.84000        3.93235        0.39923        0.33404        0.32977        0.97530        0.96852        1.94059        8.29616        0.00371           0.11260             0.18887             0.23175             0.11336             0.18913             0.22787             3.26897            15.57602            87.50572         -0.01784        0.62245       -0.04800        0.08301        0.09180       -4.52787        0.82025        0.36389        0.79816        0.35224        0.62805           6.17037              0.0        100001.0
  94  cav       22.20000        4.18183        0.08963        0.32123        0.31718        0.90960        0.93368        2.17148        8.87844        0.00271           0.11301             0.19033             0.23211             0.11373             0.19011             0.22822             3.24542            15.65205            82.81507          0.00440        0.58699       -0.04464       -0.15757        0.09482       -4.90015       -0.20133        0.34633       -0.16723        0.33552        0.26709           8.30141              0.0        100001.0
  95  drift     22.93000        4.18183        0.08960        0.34280        0.33705        0.99588        1.00581        2.62936       10.98326        0.00273           0.11302             0.19023             0.23342             0.11373             0.19014             0.22964             3.25019            15.60597            83.45440          0.04725        0.58708       -0.05615       -0.15770        0.09482       -5.23280       -0.45359        0.39435       -0.42306        0.37884        0.76817          12.15350              0.0        100001.0
  96  drift     23.03500        4.18183        0.08959        0.34709        0.34116        1.01360        1.01689        2.72127       11.44846        0.00273           0.11302             0.19023             0.23370             0.11373             0.19013             0.22990             3.25034            15.61572            83.50655          0.05341        0.58710       -0.05780       -0.15773        0.09482       -5.28063       -0.48983        0.40427       -0.45978        0.38813        0.84098          13.01747              0.0        100001.0
  97  sol3d     23.53500        4.18183        0.08959        0.31854        0.31596        0.93764        0.95059        3.21799       14.29584        0.00275           0.11354             0.18979             0.23230             0.11302             0.18955             0.23401             3.24753            15.60984            83.92388          0.04127        0.26561       -0.08126        0.04237        0.09482       -5.50127        1.55540        0.33895        1.55745        0.33502        1.19123          18.21909              0.0        100001.0
  98  drift     23.69000        4.18182        0.08956        0.29630        0.29362        0.87446        0.89020        3.38804       15.37164        0.00275           0.11354             0.18983             0.23264             0.11302             0.18963             0.23440             3.24601            15.64095            84.09113          0.04539        0.26564       -0.08060        0.04232        0.09482       -5.57155        1.39405        0.29328        1.39401        0.28932        1.30181          20.20500              0.0        100001.0
  99  cav       24.05000        4.43456       -0.40552        0.25747        0.25467        0.75667        0.77772        3.47197       16.54550        0.00169           0.11366             0.18966             0.23214             0.11316             0.18930             0.23428             3.07460            13.63829            84.70988          0.05664        0.39291       -0.07619       -0.07651        0.09789       -5.22506        0.53380        0.22838        0.55542        0.22443       -0.59040          23.87335              0.0        100001.0
 100  drift     24.29000        4.43456       -0.40555        0.24468        0.24125        0.74044        0.73866        3.37447       16.62207        0.00168           0.11366             0.18952             0.23225             0.11316             0.18909             0.23460             3.07057            13.62219            84.60986          0.06607        0.39296       -0.07803       -0.07657        0.09789       -4.73903        0.39084        0.20627        0.40766        0.20139       -0.51517          22.58095              0.0        100001.0
 101  cav       24.65000        4.74769       -0.51978        0.23424        0.23039        0.72341        0.70646        3.07644       16.23945        0.00269           0.11362             0.18911             0.23147             0.11317             0.18876             0.23595             2.94565            11.53749            77.43285          0.07986        0.42366       -0.07592       -0.14153        0.10136       -3.86215       -0.05118        0.19579       -0.02668        0.19016       -1.53373          20.96986              0.0        100001.0
 102  drift     24.72000        4.74769       -0.51976        0.23483        0.23079        0.72513        0.70785        3.00067       16.11926        0.00268           0.11362             0.18901             0.23163             0.11317             0.18866             0.23612             2.94475            11.52671            77.36046          0.08283        0.42368       -0.07691       -0.14155        0.10136       -3.68650       -0.08959        0.19678       -0.06605        0.19082       -1.47787          19.95576              0.0        100001.0
 103  drift     24.82500        4.74769       -0.51974        0.23633        0.23201        0.72777        0.71538        2.88890       15.93923        0.00268           0.11362             0.18899             0.23189             0.11317             0.18886             0.23637             2.94354            11.43222            77.24470          0.08728        0.42371       -0.07840       -0.14158        0.10136       -3.42304       -0.14730        0.19929       -0.12518        0.19285       -1.39432          18.50430              0.0        100001.0
 104  sol3d     25.32500        4.74770       -0.51945        0.22140        0.21613        0.64474        0.69486        2.39512       15.77343        0.00266           0.11399             0.19002             0.23430             0.11274             0.18872             0.23679             2.93967            11.38518            76.41063          0.05078        0.03098       -0.10818        0.30502        0.10136       -2.16578        0.58590        0.17434        0.59552        0.16798       -0.99779          12.73613              0.0        100001.0
 105  drift     25.48000        4.74771       -0.51927        0.21089        0.20532        0.61530        0.65687        2.25911       15.77882        0.00265           0.11400             0.18985             0.23380             0.11274             0.18852             0.23654             2.93926            11.34530            76.14296          0.05126        0.03101       -0.10345        0.30495        0.10136       -1.77709        0.46026        0.15818        0.46440        0.15160       -0.87660          11.33223              0.0        100001.0
 106  cav       25.84000        5.06766       -0.52381        0.19578        0.19037        0.57593        0.61573        1.91096       15.00353        0.00307           0.11399             0.18979             0.23316             0.11278             0.18854             0.23539             2.93438            11.09995            67.27244          0.05324        0.11842       -0.08907        0.16658        0.10473       -0.83455        0.04158        0.14086        0.04306        0.13461       -0.97140           8.66976              0.0        100001.0
 107  drift     26.08000        5.06767       -0.52360        0.19750        0.19219        0.58423        0.61201        1.68925       14.13425        0.00306           0.11400             0.18946             0.23332             0.11278             0.18859             0.23486             2.93427            11.10171            66.87777          0.05609        0.11847       -0.08508        0.16650        0.10473       -0.24716       -0.14114        0.14333       -0.14743        0.13720       -0.71335           6.77505              0.0        100001.0
 108  cav       26.44000        5.39420       -0.42399        0.21059        0.20637        0.63006        0.63608        1.40784       12.33409        0.00319           0.11398             0.18980             0.23374             0.11279             0.18869             0.23440             2.93921            11.16435            63.79631          0.06116        0.20536       -0.07498        0.07254        0.10800        0.56284       -0.55196        0.16810       -0.56207        0.16314       -0.53067           4.99555              0.0        100001.0
 109  drift     26.51000        5.39419       -0.42409        0.21563        0.21156        0.64390        0.65367        1.36324       11.91575        0.00319           0.11398             0.18972             0.23393             0.11279             0.18855             0.23452             2.93898            11.15875            63.76430          0.06260        0.20538       -0.07447        0.07253        0.10800        0.69734       -0.60994        0.17624       -0.62216        0.17144       -0.44780           4.68440              0.0        100001.0
 110  drift     26.61500        5.39418       -0.42427        0.22389        0.22005        0.67342        0.68014        1.30852       11.28839        0.00319           0.11398             0.18968             0.23418             0.11279             0.18851             0.23476             2.93861            11.21762            63.73647          0.06475        0.20542       -0.07371        0.07252        0.10800        0.89916       -0.69721        0.18999       -0.71261        0.18548       -0.32382           4.31644              0.0        100001.0
 111  sol3d     27.11500        5.39416       -0.42476        0.24796        0.24337        0.71033        0.75560        1.28615        8.30323        0.00319           0.11408             0.18987             0.22604             0.11287             0.19055             0.22847             2.93657            11.16598            63.80561          0.04355        0.21249       -0.08318        0.29011        0.10800        1.86297       -0.07814        0.23283       -0.10310        0.22671        0.26142           4.17298              0.0        100001.0
 112  drift     27.27000        5.39414       -0.42499        0.24987        0.24573        0.72062        0.75746        1.36026        7.37908        0.00319           0.11408             0.18957             0.22648             0.11287             0.19047             0.22838             2.93598            11.17630            63.86457          0.04685        0.21250       -0.07868        0.29007        0.10800        2.16127       -0.15163        0.23645       -0.17869        0.23113        0.44345           4.66871              0.0        100001.0
 113  cav       27.63000        5.72541       -0.25790        0.25752        0.25495        0.74892        0.76214        1.59438        5.70124        0.00280           0.11396             0.18951             0.22668             0.11273             0.19024             0.22756             2.93873            11.11355            66.54818          0.05381        0.22010       -0.06365        0.22223        0.11119        2.75625       -0.48321        0.25881       -0.51033        0.25645        0.65132           6.79026              0.0        100001.0
 114  drift     27.87000        5.72541       -0.25784        0.27025        0.26833        0.78375        0.79495        1.77351        6.38749        0.00281           0.11396             0.18959             0.22705             0.11273             0.19035             0.22769             2.93830            11.11036            66.52911          0.05909        0.22013       -0.05831        0.22219        0.11119        3.02837       -0.60680        0.28504       -0.63753        0.28407        0.87595           8.40296              0.0        100001.0
 115  cav       28.23000        6.04348       -0.13350        0.29294        0.29238        0.86206        0.85041        2.02423        7.40010        0.00219           0.11384             0.18921             0.22714             0.11258             0.18953             0.22671             2.96315            11.17097            67.70285          0.06681        0.25133       -0.04691        0.13563        0.11417        3.29541       -1.08137        0.34425       -1.11390        0.34678        0.73280          11.44368              0.0        100001.0
 116  drift     28.30000        6.04348       -0.13347        0.29945        0.29902        0.88465        0.86753        2.06373        7.55630        0.00219           0.11384             0.18921             0.22715             0.11258             0.18942             0.22685             2.96344            11.16642            67.67530          0.06857        0.25134       -0.04596        0.13562        0.11417        3.33545       -1.12784        0.35972       -1.16151        0.36271        0.77399          11.89354              0.0        100001.0
 117  drift     28.40500        6.04348       -0.13342        0.30945        0.30922        0.91857        0.89326        2.12553        7.81454        0.00220           0.11384             0.18920             0.22713             0.11258             0.18959             0.22706             2.96392            11.15926            67.63187          0.07121        0.25136       -0.04454        0.13560        0.11417        3.39549       -1.19772        0.38415       -1.23309        0.38787        0.83587          12.61448              0.0        100001.0
 118  sol3d     28.90500        6.04348       -0.13346        0.32620        0.32327        0.96727        0.94732        2.45449        9.37258        0.00220           0.11362             0.18823             0.22733             0.11318             0.18878             0.22772             2.96373            11.13245            67.46937          0.06073        0.13033       -0.05896        0.29794        0.11417        3.68506        0.49993        0.42772        0.47672        0.42171        1.13300          16.82229              0.0        100001.0
 119  drift     29.06000        6.04348       -0.13345        0.32055        0.31787        0.95570        0.93284        2.56606        9.88025        0.00221           0.11362             0.18827             0.22765             0.11318             0.18878             0.22744             2.96464            11.18619            67.38668          0.06275        0.13035       -0.05434        0.29791        0.11417        3.77359        0.45013        0.41303        0.42712        0.40772        1.22586          18.38074              0.0        100001.0
 120  cav       29.42000        6.32239        0.11944        0.31195        0.31023        0.93620        0.90335        2.72391       10.72339        0.00133           0.11346             0.18779             0.22626             0.11300             0.18799             0.22623             3.05426            11.78338            65.46322          0.06831        0.21785       -0.04038        0.28184        0.11664        3.77902       -0.12970        0.40015       -0.14041        0.39738        0.21041          20.97860              0.0        100001.0
 121  drift     30.15000        6.32239        0.11939        0.32500        0.32394        0.97499        0.93509        2.83801       11.76156        0.00133           0.11346             0.18787             0.22690             0.11301             0.18801             0.22570             3.05428            11.73071            65.53472          0.08422        0.21800       -0.01981        0.28178        0.11664        3.41680       -0.33593        0.43432       -0.34851        0.43322        0.37724          22.77275              0.0        100001.0
 122  drift     30.25500        6.32239        0.11937        0.32775        0.32679        0.98537        0.94046        2.85918       11.97230        0.00133           0.11346             0.18765             0.22691             0.11301             0.18800             0.22569             3.05394            11.73198            65.54181          0.08651        0.21802       -0.01685        0.28177        0.11664        3.36472       -0.36569        0.44170       -0.37854        0.44087        0.40127          23.11636              0.0        100001.0
 123  sol3d     30.75500        6.32238        0.11928        0.31422        0.31185        0.96282        0.90151        2.97478       13.04456        0.00134           0.11290             0.18802             0.22873             0.11349             0.18830             0.22824             3.05094            11.72241            65.48831          0.08472        0.00950       -0.03170        0.41912        0.11664        3.12018        1.10762        0.40800        1.06269        0.39978        0.51624          25.04811              0.0        100001.0
 124  drift     30.91000        6.32238        0.11924        0.30127        0.29928        0.92562        0.85603        3.01553       13.45510        0.00134           0.11290             0.18799             0.22898             0.11349             0.18835             0.22802             3.04984            11.71421            65.44253          0.08487        0.00953       -0.02520        0.41911        0.11664        3.04347        1.01907        0.37507        0.97623        0.36820        0.55231          25.74819              0.0        100001.0
 125  cav       31.27000        6.62136        0.27194        0.27421        0.27357        0.84679        0.77686        3.03346       14.19497        0.00128           0.11285             0.18816             0.22890             0.11346             0.18823             0.22733             3.16690            13.06269            70.22952          0.08501        0.05491       -0.00667        0.37842        0.11928        2.77805        0.53710        0.31791        0.50638        0.31473       -0.48191          26.23874              0.0        100001.0
 126  drift     31.51000        6.62135        0.27186        0.26399        0.26392        0.82228        0.74438        2.98167       14.54219        0.00128           0.11285             0.18811             0.22913             0.11346             0.18814             0.22723             3.16414            13.03686            70.09064          0.08633        0.05496        0.00241        0.37841        0.11928        2.51299        0.43358        0.29467        0.40435        0.29292       -0.43138          25.37268              0.0        100001.0
 127  cav       31.87000        6.94736        0.35141        0.25064        0.25186        0.78119        0.71961        2.88318       15.17983        0.00160           0.11285             0.18832             0.22854             0.11347             0.18845             0.22732             3.27464            14.58883            78.43455          0.08772        0.11065        0.01983        0.38216        0.12215        2.10324        0.14886        0.27197        0.12332        0.27314       -0.87917          24.03314              0.0        100001.0
 128  drift     31.94000        6.94736        0.35139        0.24977        0.25116        0.77712        0.72355        2.85418       15.23868        0.00160           0.11285             0.18830             0.22852             0.11347             0.18849             0.22737             3.27367            14.57630            78.36720          0.08850        0.11066        0.02250        0.38216        0.12215        2.00572        0.12059        0.27009        0.09534        0.27161       -0.85746          23.55910              0.0        100001.0
 129  drift     32.04500        6.94735        0.35135        0.24881        0.25044        0.77107        0.72948        2.81154       15.32704        0.00159           0.11285             0.18849             0.22847             0.11347             0.18856             0.22746             3.27224            14.55653            78.26090          0.08966        0.11068        0.02652        0.38217        0.12215        1.85947        0.07817        0.26802        0.05335        0.27007       -0.82494          22.87043              0.0        100001.0
 130  sol3d     32.54500        6.94734        0.35115        0.22936        0.23183        0.73560        0.65180        2.62327       15.74893        0.00158           0.11245             0.18785             0.23105             0.11371             0.18833             0.22884             3.26595            14.44711            77.67264          0.09758       -0.00357        0.00928        0.33325        0.12215        1.16490        0.69653        0.22855        0.67253        0.23093       -0.67093          19.94830              0.0        100001.0
 131  drift     32.70000        6.94734        0.35112        0.21913        0.22197        0.70715        0.63118        2.57062       15.88014        0.00158           0.11245             0.18783             0.23132             0.11371             0.18822             0.22870             3.26395            14.40372            77.43938          0.09753       -0.00353        0.01445        0.33325        0.12215        0.94921        0.59125        0.20864        0.57049        0.21171       -0.62302          19.16741              0.0        100001.0
 132  cav       33.06000        7.26111        0.27725        0.19981        0.20370        0.64581        0.59064        2.42889       16.06658        0.00193           0.11246             0.18792             0.23143             0.11373             0.18846             0.22816             3.30571            15.31647            88.53451          0.09732        0.07007        0.02973        0.31661        0.12493        0.48117        0.24832        0.17739        0.23355        0.18232       -0.98525          17.67207              0.0        100001.0
 133  drift     33.30000        7.26111        0.27729        0.19512        0.19939        0.63447        0.58422        2.30717       16.03883        0.00192           0.11246             0.18787             0.23137             0.11372             0.18849             0.22764             3.30307            15.22885            88.02804          0.09900        0.07012        0.03733        0.31662        0.12493        0.22338        0.09702        0.16918        0.08700        0.17470       -0.87643          15.95783              0.0        100001.0
 134  cav       33.66000        7.57643        0.25389        0.19474        0.19954        0.63717        0.60185        2.12158       15.89297        0.00221           0.11243             0.18772             0.23061             0.11372             0.18861             0.22724             3.32491            15.85418            99.08864          0.10091        0.13708        0.05217        0.34971        0.12764       -0.17249       -0.21438        0.17221       -0.21971        0.17875       -1.05738          13.99060              0.0        100001.0
 135  drift     33.73000        7.57644        0.25393        0.19661        0.20142        0.64541        0.60921        2.07951       15.81978        0.00220           0.11243             0.18759             0.23046             0.11372             0.18859             0.22721             3.32450            15.82880            98.93002          0.10187        0.13709        0.05461        0.34972        0.12764       -0.23984       -0.25929        0.17553       -0.26318        0.18214       -1.01574          13.44289              0.0        100001.0
 136  drift     33.83500        7.57644        0.25400        0.20003        0.20483        0.66009        0.62030        2.01808       15.71002        0.00220           0.11243             0.18763             0.23022             0.11372             0.18835             0.22720             3.32400            15.79182            98.69889          0.10331        0.13711        0.05829        0.34973        0.12764       -0.34090       -0.32677        0.18170       -0.32850        0.18837       -0.95346          12.66234              0.0        100001.0
 137  sol3d     34.33500        7.57648        0.25452        0.21355        0.21775        0.70156        0.62398        1.75797       15.18787        0.00219           0.11250             0.18829             0.22823             0.11386             0.18877             0.22526             3.32268            15.75407            97.85135          0.12181        0.01525        0.03856        0.21914        0.12764       -0.82194       -0.15944        0.20696       -0.14764        0.21261       -0.66043           9.61234              0.0        100001.0
 138  drift     34.49000        7.57649        0.25468        0.21675        0.22073        0.70603        0.63322        1.69073       15.02621        0.00219           0.11250             0.18824             0.22816             0.11387             0.18887             0.22539             3.32271            15.71694            97.62076          0.12205        0.01529        0.04195        0.21915        0.12764       -0.97155       -0.24166        0.21321       -0.22759        0.21846       -0.57017           8.89110              0.0        100001.0
 139  cav       34.85000        7.88604        0.18412        0.22765        0.23129        0.73101        0.67411        1.55055       14.60147        0.00229           0.11252             0.18826             0.22710             0.11390             0.18880             0.22503             3.32118            15.73681           102.85495          0.12187        0.07073        0.05309        0.24588        0.13028       -1.28413       -0.55245        0.24002       -0.53479        0.24475       -0.56906           7.79248              0.0        100001.0
 140  drift     35.09000        7.88606        0.18438        0.24142        0.24459        0.77040        0.72108        1.46094       14.17465        0.00229           0.11252             0.18810             0.22662             0.11390             0.18881             0.22531             3.32162            15.70639           102.65613          0.12357        0.07079        0.05899        0.24592        0.13028       -1.44826       -0.69127        0.26992       -0.66920        0.27370       -0.41490           6.91683              0.0        100001.0
 141  cav       35.45000        8.19472        0.13262        0.26456        0.26733        0.83905        0.79318        1.35956       13.44667        0.00232           0.11254             0.18817             0.22589             0.11394             0.18869             0.22544             3.31916            15.60108           104.70521          0.12555        0.11359        0.07132        0.29633        0.13285       -1.70618       -1.06566        0.33048       -1.03812        0.33329       -0.35983           6.23252              0.0        100001.0
 142  drift     35.52000        8.19472        0.13268        0.27060        0.27322        0.85605        0.80976        1.34077       13.26801        0.00232           0.11254             0.18829             0.22577             0.11394             0.18883             0.22533             3.31929            15.59925           104.69295          0.12634        0.11361        0.07340        0.29634        0.13285       -1.73992       -1.11303        0.34574       -1.08389        0.34815       -0.31306           6.06115              0.0        100001.0
 143  drift     35.62500        8.19473        0.13277        0.27988        0.28229        0.88159        0.83671        1.31712       13.00006        0.00232           0.11254             0.18815             0.22560             0.11394             0.18874             0.22549             3.31949            15.59770           104.68257          0.12754        0.11364        0.07651        0.29636        0.13285       -1.79057       -1.18427        0.36988       -1.15271        0.37166       -0.24297           5.84888              0.0        100001.0
 144  sol3d     36.12500        8.19474        0.13288        0.29781        0.30042        0.94735        0.82428        1.28532       11.72463        0.00232           0.11309             0.18912             0.23120             0.11394             0.18946             0.22554             3.31966            15.60351           104.72155          0.14060       -0.36864        0.03150        0.12269        0.13285       -2.02940        0.23799        0.41675        0.25652        0.42092        0.08920           5.56956              0.0        100001.0
 145  drift     36.28000        8.19475        0.13298        0.29542        0.29782        0.94013        0.82288        1.30370       11.32946        0.00232           0.11309             0.18889             0.23120             0.11394             0.18948             0.22530             3.31999            15.61102           104.77195          0.13489       -0.36860        0.03340        0.12270        0.13285       -2.10437        0.19449        0.41009        0.21308        0.41369        0.19231           5.72939              0.0        100001.0
 146  cav       36.64000        8.35884        0.09980        0.29541        0.29757        0.93563        0.84192        1.34651       10.05266        0.00216           0.11313             0.18919             0.23128             0.11398             0.18971             0.22611             3.31857            15.55008           102.98065          0.12331       -0.22191        0.03970        0.12526        0.13420       -2.24655       -0.35052        0.41408       -0.33397        0.41700        0.05519           6.23901              0.0        100001.0
 147  drift     37.37000        8.35886        0.10005        0.31852        0.31980        0.98252        0.91921        1.49194        6.47787        0.00216           0.11312             0.18914             0.23037             0.11397             0.18938             0.22681             3.31915            15.63802           103.56302          0.10712       -0.22175        0.04885        0.12531        0.13420       -2.50918       -0.56890        0.48144       -0.54885        0.48170        0.48278           7.65818              0.0        100001.0
 148  drift     38.77000        8.35887        0.10012        0.38420        0.38389        1.16147        1.13799        2.20358        8.14083        0.00217           0.11313             0.18914             0.22816             0.11397             0.18928             0.22860             3.32106            15.61655           104.11031          0.07609       -0.22149        0.06640        0.12547        0.13420       -3.01358       -0.99420        0.70043       -0.96705        0.69414        1.30907          16.69653              0.0        100001.0
 149  drift     38.87500        8.35887        0.10012        0.38998        0.38956        1.17503        1.15500        2.26960        8.41804        0.00218           0.11313             0.18925             0.22801             0.11397             0.18909             0.22865             3.32128            15.62103           104.14019          0.07377       -0.22147        0.06772        0.12549        0.13420       -3.05142       -1.02640        0.72165       -0.99869        0.71479        1.37158          17.71095              0.0        100001.0
 150  sol3d     39.37500        8.35887        0.10008        0.38176        0.38487        1.11772        1.10474        2.59755        9.89868        0.00218           0.11373             0.18909             0.22727             0.11348             0.18919             0.22876             3.32126            15.63801           104.25339          0.07479       -0.44264        0.04528        0.12242        0.13420       -3.22759        1.45788        0.68790        1.49975        0.70070        1.67238          23.19922              0.0        100001.0
 151  drift     39.53000        8.35887        0.10009        0.36934        0.37222        1.07665        1.06817        2.70306       10.38742        0.00218           0.11373             0.18916             0.22736             0.11348             0.18947             0.22855             3.32138            15.64732           104.31549          0.06793       -0.44262        0.04718        0.12244        0.13420       -3.28336        1.38435        0.64386        1.42475        0.65539        1.76583          25.12114              0.0        100001.0
 152  cav       39.89000        8.34106       -0.15682        0.34967        0.35203        1.01457        1.00976        2.82810       11.02416        0.00103           0.11389             0.18964             0.22794             0.11365             0.18951             0.22832             3.33022            15.71414           104.06714          0.05335       -0.37548        0.05262        0.17548        0.13423       -3.24475        0.51906        0.57641        0.54527        0.58543        0.04406          27.43797              0.0        100001.0
