n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
  10  drift      1.44000        0.55410        0.75248        0.22192        0.22307        0.62382        0.63238        5.90874       22.62128        0.00588           0.11195             0.18672             0.22882             0.11286             0.18631             0.22555             2.26891             4.07923             5.78614          0.01002       -0.25887       -0.02594        0.18846        0.03437       -7.60720        0.65486        0.06047        0.66133        0.06061        0.57236          11.57279              0.0        100001.0
  11  cav        1.80000        0.60304       -0.87325        0.23382        0.23397        0.65227        0.67619        4.81686       18.82786        0.00800           0.11282             0.18818             0.23406             0.11370             0.18841             0.22810             2.27240             4.19394             6.43242          0.00568        0.01506       -0.02321       -0.07226        0.03615       -6.78455       -0.86019        0.07006       -0.84542        0.06962       -0.99605           8.49437              0.0        100001.0
  12  drift      1.88000        0.60304       -0.87315        0.25837        0.25832        0.73194        0.73922        4.24965       16.15829        0.00795           0.11281             0.18792             0.23316             0.11369             0.18821             0.22731             2.27211             4.18736             6.40269          0.00580        0.01506       -0.02379       -0.07231        0.03615       -5.82638       -1.07261        0.08556       -1.05608        0.08486       -0.72932           6.61248              0.0        100001.0
  13  sol3d      2.28000        0.60304       -0.87310        0.26744        0.26800        0.74732        0.75775        3.94915       11.54565        0.00793           0.11271             0.18867             0.22514             0.11365             0.18875             0.22443             2.26729             4.15334             6.30248         -0.00692        0.14742       -0.01631        0.36790        0.03615       -0.98539        0.94104        0.09175        0.94996        0.09138        0.56561           5.72252              0.0        100001.0
  14  drift      2.34000        0.60304       -0.87314        0.25171        0.25202        0.70211        0.70942        4.30970       12.85003        0.00796           0.11271             0.18867             0.22568             0.11365             0.18873             0.22468             2.26738             4.15090             6.30836         -0.00604        0.14740       -0.01410        0.36787        0.03615       -0.26738        0.80927        0.08127        0.81667        0.08081        0.76331           6.81489              0.0        100001.0
  15  cav        2.70000        0.67203       -0.66455        0.23820        0.23749        0.65000        0.66405        5.16920       18.33642        0.00474           0.11261             0.18866             0.22951             0.11353             0.18881             0.22585             2.25556             3.99539             5.70771          0.00028        0.20768       -0.00791       -0.07257        0.03812        3.37867       -0.55764        0.07683       -0.54374        0.07575       -0.10962          10.96008              0.0        100001.0
  16  drift      2.78000        0.67203       -0.66454        0.25342        0.25255        0.68823        0.69877        5.14304       18.91570        0.00474           0.11261             0.18876             0.22935             0.11353             0.18873             0.22602             2.25554             3.98941             5.68292          0.00195        0.20769       -0.00849       -0.07258        0.03812        4.06658       -0.70550        0.08696       -0.69179        0.08566       -0.00167          10.84954              0.0        100001.0
  17  sol3d      3.18000        0.67203       -0.66463        0.23304        0.23122        0.64435        0.65207        5.75573       25.68281        0.00480           0.11355             0.18798             0.22352             0.11255             0.18785             0.23049             2.25373             3.98090             5.59902          0.01056        0.54847       -0.00767       -0.05501        0.03812        7.55048        0.94170        0.07292        0.94479        0.07243        0.53674          13.59937              0.0        100001.0
  18  drift      3.24000        0.67203       -0.66468        0.21594        0.21409        0.59577        0.60833        5.94332       26.71910        0.00483           0.11355             0.18792             0.22371             0.11255             0.18808             0.22993             2.25361             3.98303             5.60201          0.01385        0.54849       -0.00800       -0.05502        0.03812        8.06756        0.77982        0.06262        0.78135        0.06210        0.62144          14.50106              0.0        100001.0
  19  cav        3.60000        0.75980        0.52911        0.19727        0.19562        0.57855        0.55719        5.30832       25.20520        0.00587           0.11298             0.18703             0.22809             0.11196             0.18732             0.22928             2.28285             4.19749             6.68390          0.04081        0.96457       -0.01530       -0.42206        0.04029        7.96156       -0.49737        0.05551       -0.49877        0.05509       -0.99367          12.75795              0.0        100001.0
  20  drift      3.68000        0.75980        0.52916        0.21350        0.21189        0.62788        0.60957        4.93102       23.84320        0.00582           0.11298             0.18716             0.22769             0.11196             0.18744             0.22998             2.28266             4.19177             6.64306          0.04852        0.96463       -0.01868       -0.42208        0.04029        7.45687       -0.68822        0.06502       -0.69125        0.06463       -0.83072          11.00968              0.0        100001.0
  21  sol3d      4.08000        0.75980        0.52936        0.23278        0.23021        0.67008        0.69558        3.86893       17.56159        0.00572           0.11289             0.18761             0.22071             0.11192             0.18712             0.22303             2.28180             4.18723             6.63586          0.03185        0.07743       -0.05702        0.37846        0.04029        4.95874        0.46536        0.07736        0.45212        0.07632       -0.05570           6.78028              0.0        100001.0
  22  drift      4.14000        0.75980        0.52935        0.22521        0.22288        0.64648        0.67229        3.87037       16.71338        0.00571           0.11289             0.18752             0.22061             0.11192             0.18723             0.22289             2.28184             4.18623             6.65538          0.03232        0.07747       -0.05475        0.37839        0.04029        4.57921        0.36298        0.07241        0.34940        0.07154        0.05901           6.78520              0.0        100001.0
  23  cav        4.50000        0.85134        0.46765        0.25022        0.24934        0.73085        0.73886        3.33305       11.38889        0.00630           0.11277             0.18673             0.21943             0.11180             0.18658             0.22185             2.27311             4.08250             5.80725          0.03894        0.30617       -0.05020       -0.22879        0.04266        2.24371       -0.97350        0.09474       -0.98696        0.09490       -0.38200           5.66338              0.0        100001.0
  24  drift      4.58000        0.85134        0.46771        0.27175        0.27105        0.79130        0.80288        3.17718       10.72836        0.00629           0.11277             0.18679             0.21898             0.11180             0.18687             0.22246             2.27301             4.08733             5.82240          0.04139        0.30624       -0.05204       -0.22888        0.04266        1.82278       -1.14974        0.11176       -1.16522        0.11214       -0.19099           5.14627              0.0        100001.0
  25  sol3d      4.98000        0.85134        0.46771        0.27931        0.27948        0.77276        0.82567        3.88783       12.16942        0.00633           0.11190             0.18738             0.22658             0.11270             0.18664             0.22272             2.27231             4.07447             5.79583          0.00013        0.06678       -0.04782        1.26298        0.04266       -0.24265        1.04558        0.11898        1.03196        0.11827        0.75822           7.70831              0.0        100001.0
  26  drift      5.04000        0.85134        0.46767        0.26503        0.26531        0.72973        0.77781        4.16386       12.65640        0.00635           0.11190             0.18742             0.22662             0.11271             0.18672             0.22255             2.27241             4.07858             5.80168          0.00053        0.06678       -0.04024        1.26292        0.04266       -0.55851        0.93344        0.10712        0.92065        0.10658        0.90407           8.84134              0.0        100001.0
  27  cav        5.40000        0.95713        0.50337        0.23527        0.23654        0.64722        0.64462        4.61215       13.88524        0.00419           0.11226             0.18815             0.22806             0.11304             0.18748             0.22588             2.26692             3.94194             5.58349          0.00252        0.02156        0.00158        1.00771        0.04523       -2.41700       -0.34535        0.08920       -0.35340        0.08955       -0.48241          12.22063              0.0        100001.0
  28  drift      5.48000        0.95713        0.50338        0.24360        0.24505        0.67317        0.67913        4.47056       14.19885        0.00417           0.11226             0.18813             0.22749             0.11304             0.18728             0.22564             2.26682             3.93899             5.56354          0.00269        0.02156        0.00965        1.00772        0.04523       -2.84693       -0.45470        0.09564       -0.46285        0.09612       -0.38600          11.48229              0.0        100001.0
  29  sol3d      5.88000        0.95713        0.50336        0.24386        0.24527        0.71206        0.71379        4.21212       16.56026        0.00415           0.11190             0.18737             0.22201             0.11328             0.18748             0.22346             2.26604             3.94094             5.51181          0.02603        0.40665        0.03872        0.60105        0.04523       -4.97938        0.46044        0.09615        0.44876        0.09608        0.08463          10.19660              0.0        100001.0
  30  drift      5.94000        0.95713        0.50335        0.23742        0.23896        0.69712        0.70114        4.24433       17.02212        0.00415           0.11190             0.18711             0.22196             0.11328             0.18754             0.22379             2.26614             3.94281             5.51442          0.02847        0.40668        0.04233        0.60109        0.04523       -5.30186        0.37841        0.09113        0.36738        0.09120        0.15550          10.35271              0.0        100001.0
  31  cav        6.30000        1.08318       -0.52140        0.24522        0.24806        0.72726        0.74484        3.69756       15.28846        0.00527           0.11227             0.18780             0.22278             0.11362             0.18789             0.22448             2.26796             4.09385             6.31767          0.04977        0.88888        0.06749        0.79230        0.04837       -5.36816       -0.72011        0.10363       -0.73405        0.10478       -0.79832           8.97636              0.0        100001.0
  32  drift      6.38000        1.08318       -0.52137        0.25967        0.26276        0.77262        0.78266        3.44851       13.79965        0.00525           0.11227             0.18809             0.22312             0.11362             0.18782             0.22493             2.26784             4.09480             6.29969          0.05688        0.88894        0.07383        0.79239        0.04837       -4.94284       -0.84661        0.11619       -0.86080        0.11756       -0.64271           7.80829              0.0        100001.0
  33  sol3d      6.78000        1.08319       -0.52120        0.25228        0.25320        0.77593        0.69773        2.94054       10.00973        0.00521           0.11298             0.18805             0.23045             0.11301             0.18762             0.22497             2.26612             4.07290             6.22768          0.09727       -0.65342        0.01615       -0.34374        0.04837       -2.78770        1.00888        0.10899        1.00931        0.10975        0.11758           5.68170              0.0        100001.0
  34  drift      6.84000        1.08318       -0.52124        0.23875        0.23970        0.73632        0.65945        2.99542        9.89018        0.00521           0.11298             0.18789             0.23026             0.11301             0.18754             0.22487             2.26599             4.07413             6.22956          0.09335       -0.65333        0.01408       -0.34373        0.04837       -2.46862        0.89134        0.09761        0.89247        0.09836        0.23162           5.89608              0.0        100001.0
  35  cav        7.20000        1.23810       -0.35111        0.19711        0.19833        0.62041        0.54897        3.23736        8.66893        0.00411           0.11313             0.18804             0.23044             0.11318             0.18831             0.22471             2.26022             3.97141             5.53893          0.07398       -0.32224        0.00314       -0.30158        0.05167       -0.88984       -0.11549        0.07098       -0.11410        0.07183       -0.02486           7.87859              0.0        100001.0
  36  drift      7.86000        1.23810       -0.35106        0.29055        0.29053        0.84910        0.82193        4.17229       13.36421        0.00419           0.11314             0.18816             0.23200             0.11318             0.18805             0.22548             2.26080             3.97358             5.53423          0.05273       -0.32168       -0.01677       -0.30165        0.05167        1.32067       -1.14695        0.15420       -1.13393        0.15412        0.85339          13.08291              0.0        100001.0
  37  drift      7.94000        1.23810       -0.35105        0.30828        0.30807        0.89143        0.87159        4.38688       14.46475        0.00421           0.11315             0.18808             0.23249             0.11319             0.18796             0.22591             2.26082             3.97449             5.52781          0.05016       -0.32163       -0.01918       -0.30167        0.05167        1.58863       -1.27431        0.17359       -1.25980        0.17329        0.96124          14.46316              0.0        100001.0
  38  sol3d      8.34000        1.23810       -0.35104        0.31360        0.31320        0.86617        0.87258        5.62986       20.00851        0.00428           0.11382             0.18857             0.23194             0.11249             0.18816             0.22947             2.25903             3.96494             5.49922          0.01062       -0.64730       -0.03114        0.70539        0.05167        2.95680        1.15981        0.17857        1.17801        0.18022        1.50915          23.83922              0.0        100001.0
  39  drift      8.40000        1.23810       -0.35105        0.30160        0.30113        0.82590        0.83329        5.83481       20.84295        0.00429           0.11382             0.18870             0.23210             0.11250             0.18815             0.22973             2.25899             3.96551             5.50002          0.00673       -0.64729       -0.02690        0.70536        0.05167        3.15772        1.07705        0.16516        1.09451        0.16659        1.59343          25.60689              0.0        100001.0
  40  cav        8.76000        1.38931        0.36908        0.25111        0.25043        0.69059        0.68611        6.20975       23.24623        0.00276           0.11357             0.18906             0.23370             0.11240             0.18832             0.23452             2.47550             6.07806            12.55797         -0.01747       -0.69468       -0.00447        0.35549        0.05454        3.36839        0.16251        0.12112        0.17177        0.12172       -0.84401          29.48623              0.0        100001.0
  41  drift      8.84000        1.38931        0.36908        0.24903        0.24822        0.69391        0.67485        6.08599       23.05415        0.00274           0.11357             0.18914             0.23351             0.11240             0.18841             0.23434             2.47461             6.06760            12.48477         -0.02303       -0.69470       -0.00162        0.35549        0.05454        3.10627        0.08965        0.11912        0.09901        0.11958       -0.79469          28.33283              0.0        100001.0
  42  sol3d      9.24000        1.38931        0.36907        0.22387        0.22341        0.66529        0.64450        5.54822       22.11259        0.00268           0.11351             0.19014             0.23503             0.11241             0.18967             0.23216             2.46831             6.00625            12.08501         -0.03806       -0.40358        0.02525        0.38114        0.05454        1.80283        0.43013        0.09632        0.44458        0.09686       -0.55203          23.60699              0.0        100001.0
  43  drift      9.30000        1.38931        0.36906        0.21836        0.21774        0.65818        0.63298        5.48103       21.97427        0.00268           0.11350             0.19002             0.23488             0.11241             0.18970             0.23191             2.46727             5.99911            12.02226         -0.04048       -0.40361        0.02754        0.38116        0.05454        1.60643        0.35219        0.09164        0.36624        0.09201       -0.51587          23.04852              0.0        100001.0
  44  cav        9.66000        1.48566        0.44329        0.21243        0.21088        0.64124        0.62764        4.79404       20.19809        0.00430           0.11355             0.19008             0.23495             0.11242             0.18983             0.23207             2.59410             7.27467            17.23855         -0.05567       -0.50462        0.04164        0.36887        0.05638        0.38934       -0.31320        0.08962       -0.30110        0.08921       -1.25695          17.92051              0.0        100001.0
  45  drift      9.74000        1.48566        0.44328        0.21928        0.21749        0.65601        0.64614        4.56778       19.50710        0.00428           0.11355             0.18997             0.23541             0.11242             0.18992             0.23246             2.59256             7.24212            17.12084         -0.05971       -0.50467        0.04459        0.36891        0.05638        0.08556       -0.41763        0.09548       -0.40531        0.09488       -1.15087          16.27856              0.0        100001.0
  46  sol3d     10.14000        1.48567        0.44352        0.23819        0.23697        0.68544        0.70793        3.60852       16.06813        0.00420           0.11311             0.18968             0.23830             0.11289             0.18956             0.23577             2.58737             7.15886            16.68731         -0.03748        0.09832        0.07461       -0.08901        0.05638       -1.42675        0.00444        0.11310        0.01303        0.11217       -0.63470          10.17966              0.0        100001.0
  47  drift     10.20000        1.48567        0.44349        0.23851        0.23720        0.67800        0.70578        3.49800       15.55503        0.00419           0.11311             0.18975             0.23808             0.11289             0.18965             0.23559             2.58739             7.16050            16.65233         -0.03689        0.09829        0.07408       -0.08896        0.05638       -1.65493       -0.05385        0.11342       -0.04570        0.11238       -0.55925           9.56558              0.0        100001.0
  48  cav       10.56000        1.63650        0.54700        0.26496        0.26347        0.74627        0.79699        2.72039       11.19643        0.00540           0.11267             0.18781             0.23389             0.11248             0.18784             0.23247             2.57171             7.15942            17.54761         -0.03538       -0.07169        0.07375        0.09280        0.05914       -2.99858       -0.95625        0.14739       -0.94773        0.14598       -0.78607           6.40505              0.0        100001.0
  49  drift     10.64000        1.63650        0.54694        0.27915        0.27760        0.78718        0.83682        2.51903        9.79435        0.00539           0.11267             0.18786             0.23336             0.11248             0.18785             0.23191             2.57289             7.16875            17.57047         -0.03595       -0.07172        0.07449        0.09286        0.05914       -3.35548       -1.06775        0.16362       -1.05932        0.16208       -0.61724           5.48943              0.0        100001.0
  50  sol3d     11.04000        1.63651        0.54737        0.30908        0.30943        0.87320        0.92955        2.20180       10.59445        0.00538           0.11215             0.18783             0.23626             0.11301             0.18754             0.22815             2.57620             7.20586            17.74841         -0.00275       -0.08020        0.07590       -0.39350        0.05914       -5.13014        0.18592        0.20150        0.18863        0.20042        0.21514           4.18848              0.0        100001.0
  51  drift     11.10000        1.63651        0.54734        0.30754        0.30786        0.87370        0.92859        2.27284       10.89198        0.00538           0.11214             0.18782             0.23595             0.11301             0.18752             0.22785             2.57649             7.20306            17.78533         -0.00324       -0.08020        0.07354       -0.39345        0.05914       -5.39838        0.14980        0.19951        0.15235        0.19839        0.34014           4.46263              0.0        100001.0
  52  cav       11.46000        1.78002        0.16604        0.31691        0.31755        0.91506        0.96281        2.80172       12.03388        0.00402           0.11274             0.18915             0.23763             0.11357             0.18929             0.23341             2.59003             7.18946            17.11776         -0.00500        0.02140        0.06211       -0.21414        0.06180       -6.40674       -0.84083        0.22021       -0.84287        0.21948        0.34032           7.36518              0.0        100001.0
  53  drift     11.54000        1.78002        0.16611        0.32685        0.32756        0.94393        0.98978        2.89352       12.15154        0.00402           0.11274             0.18914             0.23761             0.11357             0.18933             0.23288             2.59021             7.19060            17.12048         -0.00483        0.02139        0.06040       -0.21410        0.06180       -6.51018       -0.90905        0.23424       -0.91139        0.23355        0.43914           7.85518              0.0        100001.0
  54  sol3d     11.94000        1.78002        0.16627        0.33345        0.33468        0.94967        0.96221        3.60157       14.27371        0.00406           0.11256             0.18904             0.23689             0.11374             0.18939             0.22492             2.59096             7.20376            17.19275          0.00953       -0.44469        0.03955       -0.61564        0.06180       -7.01464        0.67223        0.24418        0.67611        0.24344        0.93871          12.16634              0.0        100001.0
  55  drift     12.00000        1.78002        0.16625        0.32807        0.32923        0.93491        0.94383        3.73542       14.85630        0.00407           0.11256             0.18900             0.23714             0.11374             0.18938             0.22492             2.59131             7.21174            17.21179          0.00687       -0.44468        0.03586       -0.61561        0.06180       -7.09234        0.63272        0.23635        0.63640        0.23557        1.01465          13.08574              0.0        100001.0
  56  cav       12.36000        1.92045       -0.34486        0.31164        0.31293        0.88024        0.87230        4.15348       17.17293        0.00231           0.11325             0.19041             0.23392             0.11446             0.19143             0.22681             2.48719             6.22748            15.68634         -0.00910       -0.44463        0.01308       -0.71360        0.06436       -6.95075       -0.30114        0.22077       -0.30377        0.22024       -0.17802          18.27900              0.0        100001.0
  57  drift     12.44000        1.92045       -0.34486        0.31528        0.31662        0.88593        0.88060        4.13171       17.37780        0.00231           0.11325             0.19048             0.23429             0.11446             0.19140             0.22678             2.48709             6.22162            15.67160         -0.01266       -0.44464        0.00737       -0.71359        0.06436       -6.74075       -0.34543        0.22596       -0.34818        0.22547       -0.13873          18.08867              0.0        100001.0
  58  sol3d     12.84000        1.92045       -0.34485        0.30298        0.30295        0.87252        0.85356        4.10233       18.45156        0.00230           0.11342             0.19185             0.23198             0.11420             0.19157             0.23390             2.48417             6.21258            15.53145         -0.03650       -0.62011       -0.00717       -0.35550        0.06436       -5.68137        0.78270        0.20834        0.78037        0.20689        0.05688          17.85327              0.0        100001.0
  59  drift     12.90000        1.92045       -0.34485        0.29630        0.29625        0.85896        0.83844        4.10995       18.69458        0.00230           0.11343             0.19172             0.23211             0.11420             0.19155             0.23417             2.48372             6.19930            15.49825         -0.04022       -0.62013       -0.00931       -0.35551        0.06436       -5.52377        0.73277        0.19926        0.73024        0.19783        0.08636          17.92290              0.0        100001.0
  60  cav       13.26000        2.06951       -0.37807        0.26802        0.26829        0.79461        0.77472        3.90704       18.75688        0.00313           0.11323             0.19071             0.22977             0.11400             0.19031             0.22576             2.40266             5.21049            11.50219         -0.06260       -0.65248       -0.02197       -0.43274        0.06682       -4.49865        0.04044        0.16957        0.03393        0.16876       -1.04367          18.04886              0.0        100001.0
  61  drift     13.34000        2.06951       -0.37806        0.26785        0.26821        0.79615        0.77673        3.77720       18.35884        0.00312           0.11323             0.19080             0.22988             0.11401             0.19040             0.22586             2.40219             5.20359            11.46164         -0.06782       -0.65252       -0.02543       -0.43276        0.06682       -4.27670       -0.01170        0.16936       -0.01839        0.16866       -0.97074          16.87246              0.0        100001.0
  62  sol3d     13.74000        2.06951       -0.37805        0.25128        0.25032        0.77828        0.68941        3.21658       16.37957        0.00308           0.11366             0.19013             0.23019             0.11358             0.19032             0.23209             2.40063             5.16784            11.30819         -0.09639       -0.35491       -0.00375       -0.04033        0.06682       -3.16147        0.51955        0.14848        0.50974        0.14746       -0.61180          12.24361              0.0        100001.0
  63  drift     13.80000        2.06951       -0.37803        0.24625        0.24537        0.76586        0.67435        3.14829       16.08480        0.00307           0.11367             0.19016             0.22995             0.11359             0.19044             0.23224             2.40058             5.17098            11.29034         -0.09852       -0.35496       -0.00399       -0.04033        0.06682       -2.99496        0.46420        0.14259        0.45445        0.14168       -0.55869          11.72950              0.0        100001.0
  64  cav       14.16000        2.21556       -0.40564        0.22933        0.22930        0.73124        0.62419        2.68654       13.37092        0.00380           0.11347             0.18923             0.22799             0.11336             0.18921             0.23160             2.40957             5.26554            10.96987         -0.11239       -0.54365       -0.00547       -0.13487        0.06915       -1.96310       -0.11188        0.12820       -0.12416        0.12830       -0.81455           9.11233              0.0        100001.0
  65  drift     14.24000        2.21556       -0.40558        0.23143        0.23158        0.74274        0.63206        2.55617       12.48755        0.00379           0.11347             0.18944             0.22797             0.11336             0.18917             0.23126             2.40977             5.26689            10.97269         -0.11674       -0.54371       -0.00655       -0.13488        0.06915       -1.73277       -0.18099        0.13057       -0.19341        0.13086       -0.70651           8.24871              0.0        100001.0
  66  sol3d     14.64000        2.21557       -0.40539        0.22061        0.21968        0.71028        0.64355        2.13346        8.13338        0.00377           0.11397             0.19022             0.23001             0.11295             0.18873             0.23272             2.40922             5.26223            11.00886         -0.11011        0.38226        0.03719       -0.37011        0.06915       -0.57440        0.48229        0.11812        0.47197        0.11818       -0.17601           5.74746              0.0        100001.0
  67  drift     14.70000        2.21557       -0.40528        0.21554        0.21475        0.69197        0.62657        2.11184        7.49936        0.00377           0.11397             0.19020             0.23026             0.11295             0.18897             0.23301             2.40912             5.26892            11.02284         -0.10781        0.38221        0.03497       -0.37009        0.06915       -0.40170        0.41485        0.11275        0.40504        0.11294       -0.09609           5.63177              0.0        100001.0
  68  cav       15.06000        2.33195       -0.56561        0.20668        0.20685        0.65994        0.59518        2.03613        6.78086        0.00371           0.11412             0.19044             0.23310             0.11313             0.18925             0.23509             2.40625             5.26744            11.35223         -0.09847       -0.01530        0.02226       -0.34818        0.07101        0.72954       -0.27509        0.10631       -0.28949        0.10742       -0.12483           5.52570              0.0        100001.0
  69  drift     15.71000        2.33194       -0.56628        0.27561        0.27652        0.85706        0.76925        2.49424        8.67477        0.00374           0.11412             0.19069             0.23170             0.11314             0.18908             0.23343             2.40722             5.26026            11.26394         -0.09948       -0.01575       -0.00037       -0.34811        0.07101        3.27425       -0.99580        0.18905       -1.00917        0.19196        0.73539           8.28855              0.0        100001.0
  70  drift     15.81500        2.33194       -0.56620        0.29134        0.29226        0.90117        0.82414        2.66500        9.58950        0.00374           0.11413             0.19049             0.23118             0.11314             0.18933             0.23288             2.40762             5.26214            11.26797         -0.09965       -0.01583       -0.00403       -0.34811        0.07101        3.68534       -1.11397        0.21123       -1.12720        0.21442        0.87551           9.46072              0.0        100001.0
  71  sol3d     16.31500        2.33194       -0.56627        0.30064        0.30074        0.89943        0.86114        3.66243       16.01427        0.00379           0.11405             0.19077             0.22792             0.11314             0.19087             0.22859             2.40748             5.26917            11.21100         -0.07846        0.48559        0.02423       -0.67426        0.07101        5.65472        0.89056        0.22510        0.89218        0.22705        1.55571          17.86868              0.0        100001.0
  72  drift     16.47000        2.33194       -0.56628        0.28308        0.28329        0.85013        0.80299        4.01221       18.17042        0.00381           0.11405             0.19085             0.22802             0.11314             0.19084             0.22882             2.40761             5.26855            11.16219         -0.07093        0.48550        0.01378       -0.67424        0.07101        6.26150        0.75937        0.19956        0.76178        0.20145        1.77156          21.44358              0.0        100001.0
  73  cav       16.83000        2.57249       -0.06711        0.26572        0.26620        0.78797        0.74853        4.17664       19.92908        0.00218           0.11334             0.18863             0.22564             0.11238             0.18839             0.22616             2.57863             7.00705            16.56514         -0.05762        0.35766       -0.00015       -0.76873        0.07440        6.32725        0.16562        0.18539        0.18809        0.18764        0.73559          23.81470              0.0        100001.0
  74  drift     17.07000        2.57249       -0.06711        0.26254        0.26226        0.77746        0.73424        4.39119       21.62316        0.00219           0.11334             0.18861             0.22561             0.11239             0.18828             0.22684             2.57730             6.99041            16.40942         -0.04904        0.35758       -0.01860       -0.76874        0.07440        6.43412        0.02125        0.18097        0.04423        0.18213        0.85401          26.33774              0.0        100001.0
