n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
  75  cav       17.43000        2.73887       -0.76012        0.22081        0.21825        0.67796        0.62184        2.46339       17.22772        0.00398           0.11444             0.19255             0.24099             0.11353             0.19219             0.23904             2.49594             5.77756             9.37915         -0.08888       -0.60740       -0.02739       -0.90562        0.07704       -7.87763       -0.68988        0.13128       -0.65853        0.12929       -1.09600           9.17597              0.0        100001.0
  76  drift     17.50000        2.73887       -0.76003        0.22927        0.22638        0.70399        0.64976        2.33486       16.48173        0.00398           0.11444             0.19281             0.24131             0.11353             0.19233             0.23921             2.49582             5.78069             9.36902         -0.09314       -0.60743       -0.03373       -0.90563        0.07704       -7.53832       -0.77335        0.14154       -0.74091        0.13910       -0.98557           8.24380              0.0        100001.0
  77  drift     17.60500        2.73888       -0.75985        0.24311        0.23974        0.74487        0.69181        2.15617       15.36427        0.00397           0.11444             0.19266             0.24173             0.11353             0.19229             0.23947             2.49576             5.78328             9.35805         -0.09952       -0.60750       -0.04324       -0.90565        0.07704       -7.02945       -0.89942        0.15913       -0.86532        0.15600       -0.82086           7.03039              0.0        100001.0
  78  sol3d     18.10500        2.73886       -0.76045        0.25569        0.25623        0.80076        0.67845        1.67812       10.36779        0.00394           0.11393             0.19210             0.24193             0.11396             0.19165             0.23174             2.49437             5.77529             9.36028         -0.12546        0.33458        0.00290       -0.26888        0.07704       -4.59797        0.54588        0.17682        0.54594        0.17751       -0.04740           4.26092              0.0        100001.0
  79  drift     18.26000        2.73885       -0.76087        0.24465        0.24520        0.77716        0.65933        1.70576        9.09997        0.00394           0.11393             0.19199             0.24181             0.11397             0.19142             0.23230             2.49384             5.77038             9.35232         -0.12027        0.33444       -0.00126       -0.26888        0.07704       -3.84637        0.42173        0.16188        0.42222        0.16256        0.19060           4.40340              0.0        100001.0
  80  cav       18.62000        3.00166       -1.00245        0.24004        0.24072        0.76894        0.66871        1.82547        8.44440        0.00347           0.11393             0.19142             0.24230             0.11409             0.19127             0.23497             2.47911             5.70668             9.54295         -0.11610       -0.03985       -0.00504       -0.42083        0.08075       -1.65176       -0.19424        0.16336       -0.17570        0.16406        0.34959           5.57345              0.0        100001.0
  81  drift     18.86000        3.00167       -1.00205        0.24974        0.24975        0.80295        0.70457        2.05337        7.85929        0.00348           0.11392             0.19141             0.24168             0.11408             0.19103             0.23439             2.47789             5.70447             9.50745         -0.11706       -0.04003       -0.01514       -0.42084        0.08075       -0.18805       -0.36330        0.17685       -0.34304        0.17661        0.65558           7.05543              0.0        100001.0
  82  cav       19.22000        3.28630       -0.96592        0.28068        0.28003        0.89509        0.79426        2.29930        6.50530        0.00268           0.11361             0.19038             0.24068             0.11382             0.18994             0.23277             2.48371             5.84271             9.56254         -0.12124       -0.19553       -0.02219       -0.42528        0.08448        1.90910       -0.99641        0.23432       -0.95268        0.23281        0.52130           9.65937              0.0        100001.0
  83  drift     19.29000        3.28630       -0.96594        0.28918        0.28819        0.91940        0.81960        2.35238        7.10800        0.00269           0.11361             0.19046             0.24079             0.11382             0.19018             0.23250             2.48368             5.84452             9.56550         -0.12261       -0.19556       -0.02516       -0.42529        0.08448        2.30215       -1.05974        0.24873       -1.01381        0.24659        0.57752          10.11054              0.0        100001.0
  84  drift     19.39500        3.28630       -0.96592        0.30241        0.30093        0.95594        0.85768        2.43956        8.03862        0.00269           0.11361             0.19037             0.24097             0.11382             0.19011             0.23212             2.48375             5.84560             9.56726         -0.12466       -0.19563       -0.02963       -0.42531        0.08448        2.89173       -1.15505        0.27201       -1.10581        0.26887        0.66188          10.87354              0.0        100001.0
  85  sol3d     19.89500        3.28630       -0.96587        0.30718        0.30652        0.96440        0.86774        2.95442       12.85652        0.00271           0.11321             0.19035             0.23884             0.11432             0.18992             0.23505             2.48709             5.86910             9.60574         -0.11830        0.60448        0.01802       -0.49814        0.08448        5.70794        0.95549        0.28165        0.97959        0.27773        1.06836          15.92604              0.0        100001.0
  86  drift     20.05000        3.28630       -0.96588        0.29161        0.29036        0.90459        0.81137        3.13963       14.42201        0.00272           0.11322             0.19030             0.23937             0.11433             0.19013             0.23560             2.48728             5.87780             9.60426         -0.10893        0.60439        0.01030       -0.49813        0.08448        6.57819        0.84355        0.25381        0.86365        0.24919        1.19744          17.98409              0.0        100001.0
  87  cav       20.41000        3.59646       -0.58047        0.26351        0.26169        0.80981        0.70942        3.35922       16.79555        0.00196           0.11330             0.19193             0.23961             0.11432             0.19113             0.24041             2.61782             6.86366            11.34490         -0.08921        0.47485       -0.00031       -0.49746        0.08822        7.89846        0.40984        0.21627        0.43303        0.21139        0.74145          21.32433              0.0        100001.0
  88  drift     20.65000        3.59646       -0.58049        0.25342        0.25079        0.76523        0.68156        3.52345       18.40573        0.00197           0.11332             0.19211             0.23984             0.11434             0.19118             0.24078             2.61713             6.85246            11.36395         -0.07781        0.47476       -0.01225       -0.49746        0.08822        8.67168        0.27061        0.19998        0.28879        0.19411        0.85140          23.46646              0.0        100001.0
  89  cav       21.01000        3.91600       -0.01815        0.24697        0.24401        0.73600        0.68265        3.58868       19.69648        0.00150           0.11367             0.19463             0.24575             0.11449             0.19325             0.24744             2.81223             8.22357            14.03340         -0.06092        0.43328       -0.02383       -0.53772        0.09180        9.03505       -0.09150        0.19705       -0.06946        0.19096        0.21599          24.52872              0.0        100001.0
  90  drift     21.08000        3.91600       -0.01816        0.24795        0.24481        0.73648        0.69407        3.60097       19.88715        0.00150           0.11367             0.19452             0.24560             0.11449             0.19325             0.24744             2.81158             8.21056            14.01120         -0.05789        0.43326       -0.02759       -0.53773        0.09180        9.04200       -0.13002        0.19860       -0.10895        0.19221        0.23514          24.70274              0.0        100001.0
  91  drift     21.18500        3.91600       -0.01817        0.25004        0.24667        0.73727        0.71127        3.62128       20.17364        0.00150           0.11367             0.19456             0.24535             0.11449             0.19321             0.24739             2.81054             8.19057            13.97708         -0.05334        0.43323       -0.03324       -0.53774        0.09180        9.05241       -0.18786        0.20195       -0.16822        0.19514        0.26389          24.99148              0.0        100001.0
  92  sol3d     21.68500        3.91600       -0.01823        0.22425        0.22381        0.67859        0.65684        3.74655       21.77706        0.00151           0.11383             0.19447             0.25388             0.11432             0.19397             0.24741             2.80610             8.12470            13.79405         -0.04710        0.49589       -0.03060       -0.52285        0.09180        9.10662        0.83120        0.16223        0.84027        0.16090        0.40107          26.79263              0.0        100001.0
  93  drift     21.84000        3.91600       -0.01826        0.20765        0.20692        0.63895        0.62011        3.79515       22.28112        0.00151           0.11382             0.19455             0.25366             0.11432             0.19390             0.24701             2.80388             8.10977            13.72211         -0.03942        0.49586       -0.03870       -0.52287        0.09180        9.12235        0.66440        0.13910        0.67074        0.13753        0.44511          27.51407              0.0        100001.0
  94  cav       22.20000        4.21079        0.78281        0.18476        0.18380        0.56211        0.57984        3.63940       21.66618        0.00214           0.11344             0.19424             0.25292             0.11386             0.19314             0.24573             2.96612             9.49562            18.61886         -0.02273        0.40089       -0.05229       -0.56924        0.09482        8.27682        0.09632        0.11413        0.10757        0.11253       -1.12255          25.51422              0.0        100001.0
  95  drift     22.93000        4.21080        0.78301        0.21155        0.21016        0.57450        0.65613        3.10375       18.37797        0.00210           0.11343             0.19455             0.25332             0.11384             0.19350             0.24713             2.95059             9.35298            18.05595          0.00653        0.40088       -0.09385       -0.56945        0.09482        5.36376       -0.58112        0.14965       -0.58009        0.14715       -0.76759          18.65422              0.0        100001.0
  96  drift     23.03500        4.21080        0.78308        0.22072        0.21942        0.59564        0.67884        3.03733       17.90643        0.00209           0.11343             0.19469             0.25317             0.11384             0.19343             0.24735             2.94941             9.33887            17.99396          0.01074        0.40088       -0.09983       -0.56949        0.09482        4.94465       -0.67961        0.16291       -0.68006        0.16040       -0.71799          17.87147              0.0        100001.0
  97  sol3d     23.53500        4.21081        0.78338        0.24423        0.23957        0.68335        0.77377        2.76595       15.66610        0.00207           0.11378             0.19354             0.24042             0.11358             0.19361             0.24384             2.94616             9.27695            17.77194         -0.02738        0.29716       -0.10926        0.03683        0.09482        2.95146        0.06439        0.19884        0.05459        0.19166       -0.48701          14.83691              0.0        100001.0
  98  drift     23.69000        4.21081        0.78327        0.24385        0.23939        0.68962        0.78243        2.69902       14.97271        0.00207           0.11377             0.19355             0.24044             0.11357             0.19364             0.24418             2.94649             9.27333            17.73103         -0.02277        0.29714       -0.10869        0.03676        0.09482        2.33236       -0.02045        0.19823       -0.03300        0.19139       -0.41694          14.12591              0.0        100001.0
  99  cav       24.05000        4.49322        0.91183        0.25433        0.25076        0.72097        0.81404        2.38869       12.43487        0.00306           0.11349             0.19259             0.23659             0.11339             0.19304             0.24070             2.95555             9.40730            19.04311         -0.01388        0.19150       -0.10405       -0.11844        0.09789        0.77532       -0.61960        0.22317       -0.61370        0.21714       -1.12604          11.75526              0.0        100001.0
 100  drift     24.29000        4.49322        0.91188        0.27285        0.26940        0.77546        0.86018        2.13451       10.38076        0.00305           0.11348             0.19230             0.23595             0.11338             0.19299             0.24034             2.95750             9.43029            19.01268         -0.00928        0.19149       -0.10689       -0.11852        0.09789       -0.30400       -0.78046        0.25688       -0.77778        0.25064       -0.89225           9.38042              0.0        100001.0
 101  cav       24.65000        4.80864        0.75746        0.30688        0.30416        0.88238        0.97085        1.74014        7.08701        0.00346           0.11370             0.19348             0.23681             0.11371             0.19423             0.24098             2.97191             9.47121            19.36852         -0.00197        0.21292       -0.10696       -0.24954        0.10136       -1.79759       -1.40394        0.33582       -1.38690        0.32986       -0.86558           6.64986              0.0        100001.0
 102  drift     24.72000        4.80865        0.75752        0.31594        0.31319        0.91081        1.00019        1.66739        6.45556        0.00346           0.11370             0.19344             0.23676             0.11370             0.19399             0.24099             2.97205             9.47576            19.37783         -0.00048        0.21292       -0.10870       -0.24956        0.10136       -2.05025       -1.46886        0.35595       -1.45191        0.34975       -0.77738           6.10519              0.0        100001.0
 103  drift     24.82500        4.80865        0.75760        0.32979        0.32701        0.95351        1.04426        1.56788        5.81577        0.00346           0.11369             0.19340             0.23672             0.11370             0.19401             0.24101             2.97225             9.48323            19.39310          0.00176        0.21292       -0.11132       -0.24960        0.10136       -2.42926       -1.56650        0.38785       -1.54967        0.38131       -0.64549           5.39781              0.0        100001.0
 104  sol3d     25.32500        4.80864        0.75732        0.35457        0.34939        1.03897        1.10943        1.31933        6.96748        0.00345           0.11413             0.19211             0.23776             0.11352             0.19341             0.24359             2.97134             9.49131            19.48934         -0.03415        0.25992       -0.10568        0.18136        0.10136       -4.22810        0.53399        0.44663        0.50305        0.43596       -0.01920           3.82324              0.0        100001.0
 105  drift     25.48000        4.80863        0.75710        0.34828        0.34342        1.00962        1.08419        1.33922        7.54428        0.00345           0.11413             0.19217             0.23813             0.11352             0.19344             0.24363             2.97184             9.50833            19.52430         -0.03013        0.25991       -0.10287        0.18131        0.10136       -4.78755        0.48293        0.43091        0.45206        0.42121        0.17441           3.93874              0.0        100001.0
 106  cav       25.84000        5.11785        0.46146        0.33878        0.33520        0.97656        1.04992        1.47781        8.73676        0.00306           0.11443             0.19264             0.23579             0.11384             0.19457             0.24474             2.97540             9.48212            19.43058         -0.02164        0.21747       -0.09294        0.04775        0.10473       -5.83574       -0.16377        0.42018       -0.17217        0.41347        0.35221           5.11347              0.0        100001.0
 107  drift     26.08000        5.11785        0.46156        0.34263        0.33925        0.98183        1.05952        1.62293        9.57969        0.00307           0.11443             0.19289             0.23668             0.11385             0.19450             0.24527             2.97586             9.47453            19.45490         -0.01642        0.21744       -0.09179        0.04762        0.10473       -6.34757       -0.23298        0.42978       -0.24245        0.42349        0.59895           6.16608              0.0        100001.0
 108  cav       26.44000        5.42809        0.20156        0.35264        0.35006        0.99933        1.08523        1.85202       10.80608        0.00246           0.11455             0.19290             0.23410             0.11394             0.19414             0.24482             2.94892             9.35578            19.57276         -0.00831        0.22298       -0.08741       -0.10411        0.10800       -6.88711       -0.86300        0.46899       -0.85658        0.46463        0.55419           8.61656              0.0        100001.0
 109  drift     26.51000        5.42809        0.20161        0.35723        0.35463        1.01014        1.10006        1.89065       10.99184        0.00246           0.11455             0.19283             0.23430             0.11395             0.19430             0.24502             2.94884             9.36020            19.58202         -0.00675        0.22298       -0.08813       -0.10413        0.10800       -6.95037       -0.89153        0.48127       -0.88518        0.47681        0.60293           8.98001              0.0        100001.0
 110  drift     26.61500        5.42809        0.20166        0.36428        0.36165        1.02639        1.12233        1.95303       11.32050        0.00246           0.11456             0.19283             0.23458             0.11395             0.19429             0.24531             2.94866             9.36752            19.59732         -0.00441        0.22298       -0.08923       -0.10416        0.10800       -7.04527       -0.93439        0.50044       -0.92814        0.49584        0.67614           9.58294              0.0        100001.0
 111  sol3d     27.11500        5.42810        0.20180        0.36127        0.35862        1.03322        1.08814        2.30865       13.20908        0.00247           0.11465             0.19325             0.24186             0.11391             0.19469             0.24428             2.94481             9.34455            19.63141         -0.02350        0.37108       -0.07922        0.15027        0.10800       -7.49237        1.08828        0.49178        1.07631        0.48775        1.02839          13.40799              0.0        100001.0
 112  drift     27.27000        5.42810        0.20183        0.34910        0.34658        0.99026        1.05611        2.43484       13.87499        0.00247           0.11466             0.19358             0.24228             0.11392             0.19485             0.24478             2.94418             9.34991            19.64266         -0.01775        0.37107       -0.07689        0.15024        0.10800       -7.63255        1.01461        0.45919        1.00290        0.45552        1.13818          14.91700              0.0        100001.0
 113  cav       27.63000        5.73303       -0.12507        0.32462        0.32290        0.91007        0.98591        2.63635       14.99657        0.00152           0.11448             0.19247             0.24210             0.11368             0.19340             0.23847             2.85011             8.77841            18.67746         -0.00437        0.33553       -0.06861        0.03027        0.11119       -7.70345        0.40570        0.40939        0.40656        0.40791        0.47139          19.14287              0.0        100001.0
 114  drift     27.87000        5.73304       -0.12503        0.31757        0.31584        0.88179        0.96456        2.70894       15.49463        0.00153           0.11450             0.19251             0.24246             0.11369             0.19352             0.23861             2.84888             8.76911            18.65768          0.00368        0.33553       -0.06788        0.03022        0.11119       -7.57171        0.33026        0.39174        0.33082        0.39023        0.54442          20.22037              0.0        100001.0
 115  cav       28.23000        6.01835       -0.54874        0.31197        0.31064        0.87080        0.93777        2.71175       15.64861        0.00143           0.11447             0.19196             0.24115             0.11358             0.19192             0.23578             2.77025             8.13551            17.01989          0.01612        0.39150       -0.06365       -0.04004        0.11417       -7.09120       -0.24145        0.38829       -0.23148        0.38800       -0.58734          21.96754              0.0        100001.0
 116  drift     28.30000        6.01835       -0.54873        0.31339        0.31199        0.87888        0.93950        2.69028       15.52491        0.00143           0.11448             0.19197             0.24117             0.11358             0.19188             0.23573             2.76983             8.14594            17.00613          0.01886        0.39150       -0.06393       -0.04006        0.11417       -6.92684       -0.26264        0.39181       -0.25260        0.39138       -0.56726          21.62433              0.0        100001.0
 117  drift     28.40500        6.01835       -0.54872        0.31573        0.31424        0.89103        0.94456        2.65919       15.33956        0.00143           0.11448             0.19197             0.24117             0.11359             0.19204             0.23563             2.76919             8.13555            16.98444          0.02297        0.39151       -0.06435       -0.04007        0.11417       -6.68030       -0.29448        0.39767       -0.28435        0.39702       -0.53721          21.13228              0.0        100001.0
 118  sol3d     28.90500        6.01836       -0.54862        0.29478        0.29373        0.81382        0.88677        2.53026       14.64902        0.00142           0.11415             0.19199             0.24426             0.11377             0.19190             0.23346             2.76750             8.10373            16.88277          0.01514        0.28393       -0.07149        0.05060        0.11417       -5.50263        1.24376        0.34763        1.24800        0.34632       -0.39530          19.14450              0.0        100001.0
 119  drift     29.06000        6.01835       -0.54867        0.27879        0.27768        0.77824        0.83993        2.49732       14.45581        0.00142           0.11415             0.19184             0.24407             0.11377             0.19196             0.23325             2.76660             8.10012            16.84016          0.01954        0.28394       -0.07070        0.05057        0.11417       -5.13859        1.12571        0.31095        1.12905        0.30952       -0.35109          18.65536              0.0        100001.0
 120  cav       29.42000        6.26098       -0.85306        0.24873        0.24773        0.70708        0.75673        2.31269       13.28770        0.00240           0.11417             0.19147             0.24144             0.11375             0.19142             0.23118             2.74014             7.86575            15.51430          0.03007        0.30720       -0.06762       -0.10491        0.11664       -4.08865        0.50101        0.25281        0.51130        0.25172       -1.43323          16.85617              0.0        100001.0
 121  drift     30.15000        6.26099       -0.85288        0.22552        0.22387        0.68857        0.70574        1.76156        9.37198        0.00238           0.11415             0.19112             0.23950             0.11373             0.19129             0.22963             2.73825             7.85657            15.40504          0.05250        0.30728       -0.07528       -0.10505        0.11664       -1.47400        0.11887        0.20787        0.12469        0.20560       -0.86538           9.78628              0.0        100001.0
 122  drift     30.25500        6.26100       -0.85276        0.22448        0.22277        0.69147        0.70540        1.69442        8.80993        0.00238           0.11414             0.19120             0.23930             0.11373             0.19140             0.22949             2.73829             7.85066            15.39346          0.05573        0.30730       -0.07638       -0.10507        0.11664       -1.09804        0.06370        0.20598        0.06888        0.20359       -0.78414           9.05439              0.0        100001.0
 123  sol3d     30.75500        6.26099       -0.85288        0.20720        0.20674        0.59827        0.66144        1.44214        6.13754        0.00237           0.11374             0.19158             0.23507             0.11404             0.19108             0.22994             2.73830             7.84942            15.36089          0.03175        0.05827       -0.09463        0.14951        0.11664        0.69381        0.49066        0.17610        0.48806        0.17485       -0.39797           6.55895              0.0        100001.0
 124  drift     30.91000        6.26098       -0.85309        0.19918        0.19873        0.57606        0.64039        1.39258        5.31106        0.00236           0.11375             0.19177             0.23530             0.11405             0.19108             0.22994             2.73809             7.86523            15.36177          0.03265        0.05827       -0.09232        0.14947        0.11664        1.24901        0.37513        0.16273        0.37199        0.16156       -0.27923           6.11636              0.0        100001.0
 125  cav       31.27000        6.55362       -0.75391        0.18896        0.18888        0.54281        0.59956        1.29890        5.63371        0.00242           0.11375             0.19177             0.23734             0.11405             0.19131             0.23105             2.73904             7.87775            15.53798          0.03469        0.04868       -0.08354        0.08033        0.11928        2.43012       -0.03429        0.14977       -0.03553        0.14926       -0.27738           5.56226              0.0        100001.0
 126  drift     31.51000        6.55361       -0.75399        0.19256        0.19255        0.54872        0.60813        1.25645        6.19596        0.00242           0.11376             0.19188             0.23806             0.11406             0.19136             0.23167             2.73876             7.87109            15.52483          0.03586        0.04871       -0.08161        0.08028        0.11928        3.17255       -0.20331        0.15552       -0.20510        0.15509       -0.08348           5.20524              0.0        100001.0
 127  cav       31.87000        6.88037       -0.61615        0.20530        0.20571        0.56375        0.61379        1.25903        7.02355        0.00230           0.11370             0.19182             0.23978             0.11401             0.19113             0.23252             2.73618             7.88125            15.73104          0.03753        0.06190       -0.07405        0.04675        0.12215        4.17520       -0.54144        0.18110       -0.54281        0.18135        0.06341           5.48472              0.0        100001.0
 128  drift     31.94000        6.88038       -0.61604        0.20976        0.21019        0.57927        0.62303        1.26480        7.15966        0.00230           0.11370             0.19183             0.23979             0.11401             0.19111             0.23249             2.73600             7.88288            15.73428          0.03797        0.06191       -0.07372        0.04674        0.12215        4.34781       -0.59419        0.18906       -0.59555        0.18933        0.11586           5.53548              0.0        100001.0
 129  drift     32.04500        6.88039       -0.61587        0.21703        0.21748        0.60703        0.63698        1.27968        7.37738        0.00230           0.11370             0.19157             0.23976             0.11401             0.19127             0.23241             2.73572             7.86930            15.73859          0.03862        0.06192       -0.07323        0.04672        0.12215        4.60665       -0.67365        0.20240       -0.67499        0.20269        0.19464           5.66714              0.0        100001.0
 130  sol3d     32.54500        6.88043       -0.61540        0.23944        0.23986        0.67305        0.71361        1.44292        8.61622        0.00231           0.11357             0.19059             0.23472             0.11439             0.19060             0.23415             2.73503             7.86030            15.72060          0.01150       -0.00527       -0.07417        0.28980        0.12215        5.83994       -0.16222        0.24666       -0.15441        0.24572        0.57142           7.20693              0.0        100001.0
 131  drift     32.70000        6.88042       -0.61547        0.24242        0.24273        0.67990        0.71851        1.51956        9.24788        0.00231           0.11356             0.19068             0.23454             0.11439             0.19060             0.23387             2.73484             7.87060            15.70978          0.01142       -0.00524       -0.06968        0.28975        0.12215        6.22167       -0.23297        0.25284       -0.22520        0.25166        0.68938           7.99344              0.0        100001.0
 132  cav       33.06000        7.21004       -0.42801        0.25081        0.25132        0.70742        0.73719        1.70957       10.59032        0.00202           0.11337             0.18990             0.23445             0.11420             0.18995             0.23364             2.74187             7.92157            15.62440          0.01066       -0.01771       -0.05537        0.28007        0.12493        7.02540       -0.49293        0.27728       -0.48422        0.27638        0.74045          10.55504              0.0        100001.0
 133  drift     33.30000        7.21002       -0.42820        0.26251        0.26290        0.74253        0.77034        1.82912       11.36433        0.00202           0.11336             0.18984             0.23466             0.11419             0.19000             0.23312             2.74154             7.92012            15.62154          0.01024       -0.01771       -0.04864        0.28005        0.12493        7.42687       -0.60849        0.30380       -0.59934        0.30246        0.88308          12.08436              0.0        100001.0
 134  cav       33.66000        7.53867       -0.24584        0.28063        0.28128        0.78773        0.81860        2.01039       12.39587        0.00172           0.11319             0.18945             0.23476             0.11402             0.18927             0.23280             2.76526             8.04895            15.53851          0.00972       -0.02734       -0.03462        0.25065        0.12764        7.94089       -0.88835        0.35524       -0.87754        0.35426        0.81818          15.10502              0.0        100001.0
 135  drift     33.73000        7.53867       -0.24585        0.28561        0.28622        0.79936        0.83166        2.03988       12.56709        0.00172           0.11319             0.18953             0.23485             0.11402             0.18923             0.23275             2.76517             8.04913            15.53887          0.00953       -0.02734       -0.03286        0.25065        0.12764        8.00664       -0.92555        0.36795       -0.91446        0.36681        0.84885          15.55194              0.0        100001.0
 136  drift     33.83500        7.53867       -0.24586        0.29328        0.29384        0.82007        0.85127        2.08532       12.83490        0.00172           0.11319             0.18940             0.23499             0.11402             0.18921             0.23273             2.76507             8.04923            15.53905          0.00924       -0.02734       -0.03023        0.25064        0.12764        8.10527       -0.98147        0.38799       -0.96994        0.38661        0.89489          16.25308              0.0        100001.0
 137  sol3d     34.33500        7.53866       -0.24597        0.31535        0.31512        0.89749        0.89577        2.31913       14.11344        0.00173           0.11336             0.19060             0.23589             0.11436             0.18971             0.23450             2.76407             8.05345            15.54720          0.00357        0.06312       -0.02059        0.25933        0.12764        8.57663       -0.16733        0.44788       -0.16103        0.44335        1.11718          20.10934              0.0        100001.0
 138  drift     34.49000        7.53866       -0.24597        0.31739        0.31712        0.90229        0.89651        2.39660       14.51292        0.00173           0.11336             0.19051             0.23607             0.11436             0.18966             0.23473             2.76430             8.05403            15.54833          0.00455        0.06312       -0.01657        0.25932        0.12764        8.72222       -0.20688        0.45371       -0.20085        0.44898        1.18600          21.47350              0.0        100001.0
 139  cav       34.85000        7.86467       -0.08732        0.32057        0.32071        0.90440        0.89598        2.56687       15.39358        0.00139           0.11335             0.19083             0.23559             0.11433             0.18986             0.23498             2.83594             8.46768            15.91669          0.00690        0.05857       -0.00380        0.23536        0.13028        8.99392       -0.42487        0.47244       -0.41848        0.46879        0.91820          25.00937              0.0        100001.0
 140  drift     35.09000        7.86467       -0.08732        0.32795        0.32806        0.91708        0.90896        2.65325       15.81273        0.00140           0.11336             0.19089             0.23595             0.11434             0.18994             0.23537             2.83667             8.47315            15.92697          0.00831        0.05858        0.00185        0.23536        0.13028        9.07235       -0.49062        0.49442       -0.48438        0.49048        0.98863          26.71425              0.0        100001.0
 141  cav       35.45000        8.18922        0.06548        0.33718        0.33775        0.94148        0.94206        2.77885       16.42496        0.00113           0.11352             0.19227             0.23855             0.11446             0.19065             0.23566             2.93694             9.05424            16.70524          0.01054        0.06950        0.01357        0.24466        0.13285        9.14924       -0.70738        0.53220       -0.70193        0.52962        0.66620          29.42583              0.0        100001.0
 142  drift     35.52000        8.18922        0.06548        0.34035        0.34092        0.95258        0.95160        2.79508       16.49076        0.00114           0.11352             0.19232             0.23862             0.11446             0.19050             0.23576             2.93706             9.05362            16.70410          0.01103        0.06950        0.01528        0.24466        0.13285        9.13254       -0.72863        0.54224       -0.72317        0.53959        0.67998          29.76927              0.0        100001.0
 143  drift     35.62500        8.18922        0.06548        0.34523        0.34579        0.96947        0.96592        2.81986       16.58954        0.00114           0.11353             0.19217             0.23871             0.11446             0.19038             0.23591             2.93720             9.05229            16.70165          0.01176        0.06951        0.01785        0.24466        0.13285        9.10751       -0.76055        0.55787       -0.75507        0.55511        0.70068          30.29810              0.0        100001.0
 144  sol3d     36.12500        8.18922        0.06546        0.33568        0.33597        0.96476        0.94371        2.94491       17.17383        0.00114           0.11374             0.19311             0.24230             0.11434             0.19249             0.24552             2.93600             9.04506            16.68830          0.02056       -0.00520        0.02479        0.27102        0.13285        8.99180        1.35752        0.52643        1.34746        0.52456        0.80044          33.05819              0.0        100001.0
 145  drift     36.28000        8.18922        0.06545        0.32244        0.32277        0.92829        0.90899        2.98586       17.36000        0.00114           0.11375             0.19321             0.24243             0.11435             0.19266             0.24574             2.93585             9.03837            16.67595          0.02048       -0.00519        0.02899        0.27103        0.13285        8.95491        1.27068        0.48569        1.26114        0.48413        0.83158          33.98581              0.0        100001.0
 146  cav       36.64000        8.40237        0.62100        0.29571        0.29647        0.85116        0.83989        2.99529       17.24434        0.00120           0.11367             0.19368             0.24455             0.11422             0.19314             0.24604             3.02171             9.59402            17.86596          0.02030        0.01240        0.04167        0.34114        0.13420        8.56130        0.68367        0.41295        0.67575        0.41308       -0.92146          33.90558              0.0        100001.0
 147  drift     37.37000        8.40236        0.62095        0.26567        0.26677        0.75732        0.77157        2.79388       15.74310        0.00119           0.11369             0.19375             0.24495             0.11424             0.19314             0.24635             3.01683             9.53367            17.75357          0.02121        0.01243        0.06658        0.34121        0.13420        6.92917        0.41020        0.33325        0.40425        0.33439       -0.76539          29.54693              0.0        100001.0
 148  drift     38.77000        8.40238        0.62120        0.24855        0.25013        0.73498        0.81795        2.48537       13.03354        0.00117           0.11367             0.19344             0.24393             0.11422             0.19291             0.24450             3.00684             9.41400            17.43333          0.02295        0.01248        0.11436        0.34146        0.13420        3.79856       -0.10967        0.29172       -0.11205        0.29403       -0.46929          23.45939              0.0        100001.0
 149  drift     38.87500        8.40238        0.62120        0.24970        0.25130        0.74257        0.82476        2.46703       12.85141        0.00117           0.11367             0.19319             0.24392             0.11421             0.19277             0.24432             3.00658             9.40310            17.41316          0.02309        0.01249        0.11795        0.34148        0.13420        3.56371       -0.14856        0.29445       -0.15068        0.29681       -0.44777          23.11648              0.0        100001.0
 150  sol3d     39.37500        8.40237        0.62109        0.23826        0.23925        0.74091        0.78277        2.38963       11.98610        0.00117           0.11393             0.19326             0.24007             0.11385             0.19296             0.24549             3.00516             9.38796            17.32097          0.06426       -0.13017        0.10652       -0.16356        0.13420        2.44743        0.65920        0.26747        0.67057        0.26988       -0.34649          21.69904              0.0        100001.0
 151  drift     39.53000        8.40237        0.62103        0.22961        0.23048        0.70804        0.75412        2.36932       11.71831        0.00116           0.11393             0.19313             0.24021             0.11385             0.19302             0.24557             3.00482             9.37175            17.29106          0.06224       -0.13015        0.10398       -0.16352        0.13420        2.10087        0.57244        0.24841        0.58368        0.25048       -0.31509          21.33425              0.0        100001.0
