n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
  69  drift     15.71000        2.35413        0.38014        0.26978        0.26999        0.80406        0.75910        2.48130        8.01272        0.00302           0.11338             0.18904             0.22748             0.11257             0.18847             0.23559             2.40362             5.53099            11.99781         -0.04602       -0.02502        0.00515       -0.21383        0.07101        0.10811       -1.21650        0.18231       -1.21865        0.18392       -0.02344           8.21506              0.0        100001.0
  70  drift     15.81500        2.35413        0.38013        0.28918        0.28927        0.86169        0.81363        2.48665        7.42918        0.00302           0.11339             0.18902             0.22801             0.11257             0.18834             0.23572             2.40403             5.52838            12.01821         -0.04629       -0.02506        0.00290       -0.21383        0.07101       -0.16372       -1.36721        0.20947       -1.36847        0.21112        0.06927           8.24908              0.0        100001.0
  71  sol3d     16.31500        2.35413        0.38002        0.31273        0.31349        0.88959        0.89174        2.76696        8.65787        0.00304           0.11337             0.18885             0.23171             0.11257             0.18866             0.23612             2.40424             5.52860            11.99262         -0.02988        0.40228        0.01431       -0.48625        0.07101       -1.44637        0.73906        0.24500        0.74746        0.24795        0.50855          10.21277              0.0        100001.0
  72  drift     16.47000        2.35413        0.38001        0.29889        0.29961        0.84831        0.83904        2.92829        9.47569        0.00305           0.11338             0.18888             0.23232             0.11258             0.18872             0.23679             2.40461             5.52916            11.96788         -0.02365        0.40225        0.00678       -0.48624        0.07101       -1.84808        0.63237        0.22377        0.64106        0.22646        0.64656          11.43671              0.0        100001.0
  73  cav       16.83000        2.57992        0.22128        0.29483        0.29511        0.81427        0.81641        2.82696        9.43269        0.00247           0.11311             0.18793             0.22320             0.11236             0.18809             0.22688             2.44111             5.91477            14.18410         -0.00847        0.42489       -0.00190       -0.62338        0.07440       -2.40294       -0.20350        0.22870       -0.15880        0.23065       -0.11269          11.52473              0.0        100001.0
  74  drift     17.07000        2.57992        0.22123        0.30298        0.30182        0.82578        0.85520        2.81253        9.34207        0.00247           0.11311             0.18812             0.22237             0.11236             0.18808             0.22742             2.44071             5.89634            14.10607          0.00173        0.42489       -0.01686       -0.62339        0.07440       -2.74875       -0.32697        0.24150       -0.27967        0.24125        0.03498          11.40931              0.0        100001.0
  75  cav       17.43000        2.76214        0.08299        0.33330        0.32994        0.92995        0.94137        2.58400        9.03485        0.00264           0.11325             0.18805             0.22712             0.11260             0.18913             0.22760             2.47688             6.25766            15.64415          0.01628        0.39127       -0.03307       -0.67162        0.07704       -2.94894       -1.00492        0.30227       -0.91683        0.29791       -0.29077          10.17419              0.0        100001.0
  76  drift     17.50000        2.76214        0.08295        0.34116        0.33716        0.95458        0.96279        2.55392        9.06470        0.00264           0.11325             0.18801             0.22733             0.11260             0.18916             0.22763             2.47658             6.25065            15.62663          0.01902        0.39127       -0.03777       -0.67163        0.07704       -2.98517       -1.05539        0.31670       -0.96398        0.31109       -0.24159           9.93992              0.0        100001.0
  77  drift     17.60500        2.76214        0.08288        0.35333        0.34836        0.99159        0.99498        2.51879        9.11019        0.00264           0.11325             0.18806             0.22767             0.11260             0.18941             0.22765             2.47617             6.24166            15.60415          0.02313        0.39129       -0.04482       -0.67166        0.07704       -3.03947       -1.13142        0.33969       -1.03500        0.33211       -0.16807           9.66997              0.0        100001.0
  78  sol3d     18.10500        2.76214        0.08311        0.32582        0.32551        0.88666        0.96115        2.52246        9.33663        0.00264           0.11291             0.18985             0.22818             0.11302             0.18820             0.22566             2.47365             6.23013            15.53648         -0.00147        0.09004       -0.07515       -0.31306        0.07704       -3.28353        1.85665        0.28972        1.87074        0.28888        0.18165           9.70799              0.0        100001.0
  79  drift     18.26000        2.76214        0.08298        0.29408        0.29346        0.80650        0.87070        2.58184        9.41053        0.00264           0.11291             0.18973             0.22832             0.11302             0.18834             0.22529             2.47385             6.23474            15.54798         -0.00007        0.09004       -0.08001       -0.31313        0.07704       -3.36321        1.61119        0.23602        1.62178        0.23480        0.29091          10.16961              0.0        100001.0
  80  cav       18.62000        3.03040       -0.05465        0.24035        0.23924        0.66149        0.73250        2.46173        9.22642        0.00243           0.11312             0.19030             0.23236             0.11332             0.18935             0.22382             2.44753             5.93378            14.47263          0.00514        0.18029       -0.08559       -0.46593        0.08075       -3.17572        0.73001        0.16495        0.75455        0.16314       -0.17492          10.26649              0.0        100001.0
  81  drift     18.86000        3.03039       -0.05480        0.21796        0.21589        0.60283        0.69443        2.42826        9.42653        0.00243           0.11312             0.19014             0.23159             0.11332             0.18929             0.22295             2.44840             5.94608            14.53810          0.00946        0.18030       -0.09677       -0.46605        0.08075       -3.09480        0.49475        0.13565        0.51163        0.13285       -0.01931           9.98571              0.0        100001.0
  82  cav       19.22000        3.31455       -0.11476        0.20539        0.20251        0.58502        0.67570        2.22543        9.01722        0.00254           0.11310             0.19016             0.23106             0.11336             0.18921             0.22260             2.42134             5.59289            13.19078          0.01564        0.16480       -0.11119       -0.74665        0.08448       -2.78592       -0.06005        0.12604       -0.03696        0.12225       -0.35119           9.28177              0.0        100001.0
  83  drift     19.29000        3.31455       -0.11474        0.20642        0.20330        0.58801        0.68278        2.19383        8.97905        0.00254           0.11310             0.19022             0.23085             0.11336             0.18935             0.22277             2.42137             5.58802            13.21045          0.01679        0.16480       -0.11641       -0.74669        0.08448       -2.73915       -0.11985        0.12731       -0.09830        0.12321       -0.29949           9.01992              0.0        100001.0
  84  drift     19.39500        3.31455       -0.11470        0.20923        0.20581        0.60439        0.69766        2.15531        8.92337        0.00254           0.11310             0.19025             0.23061             0.11336             0.18918             0.22309             2.42141             5.58636            13.23781          0.01852        0.16481       -0.12426       -0.74676        0.08448       -2.66900       -0.20969        0.13080       -0.19043        0.12627       -0.22222           8.70578              0.0        100001.0
  85  sol3d     19.89500        3.31456       -0.11421        0.19872        0.19763        0.61710        0.67214        2.12988        8.67578        0.00253           0.11296             0.18902             0.22939             0.11351             0.18802             0.22985             2.42141             5.57428            13.39972         -0.05384       -0.01357       -0.13028        0.28576        0.08448       -2.33128        0.36924        0.11815        0.42147        0.11629        0.15041           8.50158              0.0        100001.0
  86  drift     20.05000        3.31457       -0.11408        0.19106        0.18856        0.59667        0.64453        2.17633        8.62531        0.00254           0.11296             0.18891             0.23010             0.11351             0.18831             0.23021             2.42158             5.55630            13.38867         -0.05405       -0.01362       -0.12585        0.28565        0.08448       -2.22821        0.21157        0.10921        0.25611        0.10585        0.26462           8.87581              0.0        100001.0
  87  cav       20.41000        3.60728       -0.28158        0.19384        0.18911        0.58785        0.62771        2.15003        7.74717        0.00229           0.11302             0.18915             0.23238             0.11360             0.18848             0.23240             2.42724             5.52801            12.88580         -0.05670       -0.13323       -0.11249        0.05781        0.08822       -1.73923       -0.34215        0.11732       -0.29506        0.11108       -0.07981           9.42134              0.0        100001.0
  88  drift     20.65000        3.60729       -0.28129        0.21151        0.20562        0.64171        0.67333        2.14941        7.22201        0.00229           0.11301             0.18921             0.23273             0.11359             0.18814             0.23285             2.42778             5.51962            12.86625         -0.05989       -0.13330       -0.11111        0.05768        0.08822       -1.36435       -0.58566        0.13969       -0.54440        0.13133        0.07282           9.41386              0.0        100001.0
  89  cav       21.01000        3.89993       -0.42858        0.25447        0.24801        0.76823        0.79053        2.04055        5.99841        0.00234           0.11329             0.18968             0.23621             0.11386             0.18879             0.23423             2.43409             5.48444            12.66614         -0.06673       -0.26871       -0.10495       -0.08886        0.09180       -0.67894       -1.30984        0.20988       -1.24300        0.19837       -0.32432           9.16254              0.0        100001.0
  90  drift     21.08000        3.89993       -0.42851        0.26575        0.25906        0.79980        0.82476        2.01539        5.75645        0.00234           0.11329             0.18948             0.23626             0.11386             0.18888             0.23405             2.43410             5.48443            12.66611         -0.06862       -0.26873       -0.10558       -0.08889        0.09180       -0.51890       -1.40435        0.22890       -1.33665        0.21644       -0.27664           8.93789              0.0        100001.0
  91  drift     21.18500        3.89994       -0.42843        0.28318        0.27620        0.85349        0.87619        1.98471        5.74761        0.00234           0.11329             0.18950             0.23628             0.11386             0.18887             0.23374             2.43407             5.48502            12.66747         -0.07144       -0.26877       -0.10651       -0.08894        0.09180       -0.27887       -1.54673        0.25991       -1.47773        0.24602       -0.20542           8.66799              0.0        100001.0
  92  sol3d     21.68500        3.89993       -0.42853        0.31874        0.30834        0.99838        0.90117        1.96144        6.68278        0.00234           0.11346             0.19129             0.23328             0.11377             0.18951             0.23253             2.43454             5.49824            12.69801         -0.10302        0.55402       -0.04394        0.46544        0.09180        0.87068        0.37337        0.32878        0.32495        0.30685        0.12982           8.46422              0.0        100001.0
  93  drift     21.84000        3.89993       -0.42864        0.31357        0.30377        0.97202        0.87854        1.99606        6.97496        0.00234           0.11347             0.19126             0.23268             0.11378             0.18937             0.23208             2.43492             5.48611            12.69932         -0.09443        0.55396       -0.03672        0.46541        0.09180        1.22469        0.31223        0.31820        0.26189        0.29781        0.23353           8.76437              0.0        100001.0
  94  cav       22.20000        4.17130       -0.16223        0.31424        0.30601        0.94210        0.85864        1.95364        6.91585        0.00226           0.11355             0.19167             0.23634             0.11380             0.18999             0.23141             2.41903             5.28526            11.93061         -0.07669        0.38158       -0.01537        0.42565        0.09482        1.78235       -0.52598        0.32981       -0.51843        0.31211       -0.30128           9.01486              0.0        100001.0
  95  drift     22.93000        4.17129       -0.16257        0.35882        0.35168        1.02385        0.96856        1.89912        6.45723        0.00226           0.11357             0.19195             0.23523             0.11381             0.19005             0.23177             2.42037             5.29104            11.88997         -0.04884        0.38141        0.01570        0.42565        0.09482        2.39436       -0.84441        0.42999       -0.85047        0.41218        0.16584           8.51398              0.0        100001.0
  96  drift     23.03500        4.17129       -0.16258        0.36635        0.35944        1.03582        0.99146        1.92309        6.67524        0.00226           0.11357             0.19212             0.23515             0.11381             0.19019             0.23194             2.42043             5.30038            11.88426         -0.04483        0.38139        0.02017        0.42566        0.09482        2.48245       -0.89068        0.44822       -0.89874        0.43056        0.23271           8.73010              0.0        100001.0
  97  sol3d     23.53500        4.17130       -0.16235        0.35117        0.34612        0.94910        0.98303        2.13400        8.33894        0.00227           0.11392             0.19079             0.23154             0.11343             0.19193             0.22986             2.42076             5.30230            11.88856          0.00038        0.67278        0.04431       -0.01073        0.09482        2.90962        1.53443        0.41056        1.48608        0.40058        0.55241          10.74852              0.0        100001.0
  98  drift     23.69000        4.17130       -0.16231        0.33115        0.32655        0.90218        0.92105        2.22753        8.88990        0.00227           0.11393             0.19075             0.23177             0.11343             0.19205             0.23027             2.42099             5.30255            11.88913          0.01081        0.67278        0.04415       -0.01070        0.09482        3.03967        1.40198        0.36509        1.35618        0.35657        0.65241          11.71021              0.0        100001.0
  99  cav       24.05000        4.45242       -0.00454        0.29481        0.29158        0.83084        0.82678        2.29644        9.53234        0.00176           0.11357             0.18959             0.23037             0.11313             0.19114             0.22946             2.43967             5.59555            12.63104          0.03513        0.72089        0.04882        0.04553        0.09789        3.14705        0.56728        0.29968        0.55459        0.29426       -0.11543          13.16227              0.0        100001.0
 100  drift     24.29000        4.45242       -0.00449        0.28256        0.27956        0.81010        0.80501        2.28273        9.79675        0.00176           0.11357             0.18989             0.23017             0.11313             0.19132             0.22996             2.44010             5.59706            12.66304          0.05243        0.72093        0.04991        0.04558        0.09789        3.15307        0.45224        0.27528        0.43883        0.27049       -0.01748          13.00320              0.0        100001.0
 101  cav       24.65000        4.77582        0.06965        0.26889        0.26684        0.79179        0.78489        2.21300       10.01922        0.00179           0.11345             0.18938             0.23011             0.11302             0.19084             0.22965             2.47169             6.03030            14.28981          0.07826        0.79457        0.05661        0.05486        0.10136        3.09736        0.07648        0.25838        0.07073        0.25542       -0.31535          12.93145              0.0        100001.0
 102  drift     24.72000        4.77582        0.06965        0.26845        0.26644        0.79868        0.78388        2.19567       10.02846        0.00179           0.11345             0.18940             0.23014             0.11302             0.19087             0.22968             2.47171             6.03360            14.29764          0.08382        0.79459        0.05699        0.05488        0.10136        3.07414        0.04648        0.25752        0.04044        0.25465       -0.28506          12.72962              0.0        100001.0
 103  drift     24.82500        4.77582        0.06965        0.26820        0.26625        0.80907        0.78242        2.17275       10.04287        0.00179           0.11345             0.18941             0.23014             0.11302             0.19089             0.22971             2.47170             6.02343            14.30743          0.09216        0.79463        0.05757        0.05489        0.10136        3.03931        0.00147        0.25704       -0.00499        0.25430       -0.23972          12.46531              0.0        100001.0
 104  sol3d     25.32500        4.77582        0.06962        0.24093        0.23499        0.77892        0.63873        2.11660       10.11918        0.00179           0.11349             0.18884             0.23256             0.11284             0.18892             0.24035             2.47160             6.02654            14.31482          0.12744        0.01705       -0.00131       -0.34188        0.10136        2.87779        0.98922        0.20737        0.96523        0.19842       -0.02444          11.82980              0.0        100001.0
 105  drift     25.48000        4.77581        0.06957        0.22393        0.21814        0.73761        0.60420        2.11787       10.14580        0.00179           0.11348             0.18883             0.23226             0.11283             0.18897             0.24042             2.47150             6.02020            14.29976          0.12770        0.01712       -0.00661       -0.34189        0.10136        2.82663        0.83559        0.17914        0.80869        0.17097        0.04256          11.84444              0.0        100001.0
 106  cav       25.84000        5.10231        0.15635        0.19242        0.18783        0.66484        0.54458        2.07689        9.89035        0.00177           0.11353             0.18901             0.23163             0.11290             0.18928             0.24173             2.47642             6.16178            15.02874          0.12821        0.09349       -0.01353       -0.32798        0.10473        2.61488        0.36738        0.13662        0.34246        0.13090       -0.25209          12.13454              0.0        100001.0
 107  drift     26.08000        5.10230        0.15620        0.18338        0.17960        0.64447        0.53950        2.03868        9.59365        0.00176           0.11353             0.18922             0.23104             0.11290             0.18942             0.24100             2.47648             6.15035            15.00087          0.13046        0.09360       -0.02140       -0.32799        0.10473        2.44166        0.15877        0.12408        0.12851        0.11968       -0.14744          11.69185              0.0        100001.0
 108  cav       26.44000        5.42912        0.22071        0.18276        0.18112        0.64947        0.55369        1.96286        8.97675        0.00181           0.11355             0.18897             0.23101             0.11294             0.18951             0.24080             2.46943             6.18726            15.23956          0.13363        0.22415       -0.02802       -0.30127        0.10800        2.15735       -0.24288        0.12708       -0.27743        0.12548       -0.36306          11.55816              0.0        100001.0
 109  drift     26.51000        5.42912        0.22065        0.18550        0.18422        0.65505        0.56723        1.94430        8.82052        0.00181           0.11355             0.18904             0.23110             0.11294             0.18946             0.24073             2.46957             6.18612            15.23674          0.13520        0.22418       -0.03013       -0.30127        0.10800        2.08812       -0.30410        0.13091       -0.34039        0.12982       -0.33025          11.34002              0.0        100001.0
 110  drift     26.61500        5.42911        0.22055        0.19065        0.18992        0.66468        0.58763        1.91951        8.58673        0.00180           0.11355             0.18919             0.23128             0.11294             0.18967             0.24070             2.46981             6.18477            15.23343          0.13756        0.22422       -0.03329       -0.30128        0.10800        1.98432       -0.39613        0.13829       -0.43506        0.13798       -0.28115          11.05155              0.0        100001.0
 111  sol3d     27.11500        5.42910        0.22032        0.20891        0.21036        0.67164        0.68483        1.85508        7.53751        0.00180           0.11352             0.18858             0.23514             0.11304             0.18982             0.23997             2.47007             6.19969            15.23266          0.10632       -0.42857       -0.08932        0.04354        0.10800        1.49237       -0.10871        0.16609       -0.16192        0.16912       -0.04362          10.32096              0.0        100001.0
 112  drift     27.27000        5.42909        0.22015        0.21202        0.21444        0.67022        0.69442        1.85431        7.21830        0.00180           0.11352             0.18848             0.23560             0.11304             0.18975             0.24050             2.47070             6.20401            15.24326          0.09968       -0.42852       -0.08864        0.04350        0.10800        1.33932       -0.20966        0.17108       -0.26261        0.17575        0.02841          10.30978              0.0        100001.0
 113  cav       27.63000        5.75452        0.24928        0.22554        0.23026        0.70369        0.72049        1.83540        6.44136        0.00174           0.11338             0.18791             0.23547             0.11295             0.18966             0.23917             2.46765             6.21615            15.46307          0.08421       -0.32066       -0.08237       -0.01444        0.11119        0.95237       -0.59197        0.19954       -0.64853        0.20879       -0.17310          10.71621              0.0        100001.0
 114  drift     27.87000        5.75451        0.24908        0.24328        0.24901        0.75133        0.77981        1.81422        5.89342        0.00174           0.11337             0.18812             0.23574             0.11294             0.18950             0.23957             2.46833             6.21479            15.45968          0.07651       -0.32060       -0.08272       -0.01450        0.11119        0.69194       -0.76494        0.23218       -0.82263        0.24417       -0.06557          10.46736              0.0        100001.0
 115  cav       28.23000        6.06543        0.22934        0.27503        0.28229        0.82376        0.87044        1.76200        5.14350        0.00180           0.11326             0.18750             0.23408             0.11283             0.18906             0.23633             2.47464             6.32469            16.01188          0.06504       -0.24509       -0.07983       -0.08904        0.11417        0.28047       -1.29788        0.30502       -1.36764        0.32255       -0.35073          10.38243              0.0        100001.0
 116  drift     28.30000        6.06543        0.22932        0.28331        0.29075        0.84391        0.89380        1.74512        5.13037        0.00180           0.11326             0.18744             0.23401             0.11283             0.18903             0.23628             2.47468             6.32150            16.00379          0.06332       -0.24508       -0.08046       -0.08906        0.11417        0.21242       -1.36225        0.32365       -1.43276        0.34216       -0.31686          10.18439              0.0        100001.0
 117  drift     28.40500        6.06543        0.22930        0.29600        0.30369        0.87786        0.92888        1.72279        5.28450        0.00180           0.11326             0.18757             0.23388             0.11283             0.18895             0.23619             2.47472             6.33248            15.99110          0.06075       -0.24506       -0.08139       -0.08908        0.11417        0.11037       -1.45912        0.35330       -1.53075        0.37330       -0.26624           9.92521              0.0        100001.0
 118  sol3d     28.90500        6.06541        0.22894        0.32547        0.33129        0.90136        1.01786        1.66721        6.02223        0.00179           0.11321             0.18893             0.22438             0.11345             0.19000             0.22782             2.47340             6.31216            15.93980          0.00485       -0.47583       -0.08908        0.42154        0.11417       -0.37159        0.12267        0.42733        0.13391        0.44182       -0.02981           9.30006              0.0        100001.0
 119  drift     29.06000        6.06541        0.22899        0.32428        0.32999        0.89082        1.00590        1.66816        6.25242        0.00179           0.11321             0.18879             0.22448             0.11345             0.19003             0.22785             2.47342             6.31986            15.91904         -0.00253       -0.47583       -0.08255        0.42150        0.11417       -0.52223        0.08022        0.42422        0.09249        0.43834        0.04402           9.31061              0.0        100001.0
 120  cav       29.42000        6.32089        0.09560        0.32734        0.33310        0.90566        0.98923        1.62483        6.52628        0.00190           0.11322             0.18874             0.22522             0.11346             0.18982             0.22464             2.48517             6.46714            16.58241         -0.01953       -0.45844       -0.06567        0.31863        0.11664       -0.80613       -0.60847        0.44153       -0.60244        0.45627       -0.38855           9.17398              0.0        100001.0
 121  drift     30.15000        6.32092        0.09613        0.36507        0.36983        1.03601        1.03322        1.51788        6.65268        0.00190           0.11322             0.18870             0.22708             0.11346             0.18997             0.22481             2.48469             6.45650            16.51278         -0.05300       -0.45852       -0.04242        0.31851        0.11664       -1.09634       -0.86332        0.54919       -0.84897        0.56242        0.00250           8.00754              0.0        100001.0
 122  drift     30.25500        6.32093        0.09621        0.37118        0.37577        1.05725        1.04235        1.52040        6.67172        0.00190           0.11322             0.18870             0.22735             0.11346             0.18975             0.22508             2.48461             6.45512            16.50925         -0.05782       -0.45853       -0.03908        0.31850        0.11664       -1.13821       -0.90030        0.56773       -0.88473        0.58064        0.05845           8.03442              0.0        100001.0
 123  sol3d     30.75500        6.32095        0.09655        0.36810        0.37019        1.08074        1.01839        1.59352        6.76538        0.00190           0.11301             0.19030             0.22901             0.11389             0.18999             0.22618             2.48351             6.44974            16.49550         -0.07588        0.03672        0.00726        0.41090        0.11664       -1.33347        1.14578        0.55939        1.14673        0.56136        0.32425           8.82968              0.0        100001.0
 124  drift     30.91000        6.32096        0.09666        0.35660        0.35865        1.04585        0.98559        1.63554        6.79537        0.00190           0.11301             0.19009             0.22930             0.11389             0.19002             0.22649             2.48327             6.45187            16.50094         -0.07531        0.03669        0.01363        0.41090        0.11664       -1.39554        1.07692        0.52498        1.07803        0.52692        0.40712           9.30246              0.0        100001.0
 125  cav       31.27000        6.60578        0.03610        0.33328        0.33573        0.97091        0.95126        1.70266        6.64874        0.00161           0.11312             0.19045             0.23085             0.11403             0.19068             0.22700             2.47194             6.31407            15.98499         -0.07446       -0.03263        0.03179        0.44554        0.11928       -1.50985        0.43659        0.46852        0.44189        0.47163        0.06338          10.59057              0.0        100001.0
 126  drift     31.51000        6.60579        0.03626        0.32636        0.32872        0.94445        0.94651        1.72018        6.39436        0.00161           0.11312             0.19047             0.23143             0.11403             0.19089             0.22725             2.47149             6.30527            16.00321         -0.07524       -0.03267        0.04249        0.44556        0.11928       -1.54492        0.36826        0.44927        0.37373        0.45212        0.15964          10.81160              0.0        100001.0
 127  cav       31.87000        6.91985       -0.04591        0.31702        0.31972        0.91708        0.94247        1.73901        6.06120        0.00150           0.11326             0.19098             0.23291             0.11420             0.19142             0.22789             2.45720             6.11219            15.20446         -0.07595       -0.06676        0.06198        0.45354        0.12215       -1.55285       -0.01157        0.43354       -0.00523        0.43734       -0.07340          11.65191              0.0        100001.0
 128  drift     31.94000        6.91985       -0.04587        0.31712        0.31979        0.91912        0.94541        1.73651        6.07770        0.00150           0.11326             0.19111             0.23306             0.11420             0.19142             0.22788             2.45708             6.11476            15.21085         -0.07641       -0.06677        0.06516        0.45355        0.12215       -1.53998       -0.02987        0.43384       -0.02338        0.43755       -0.04828          11.61888              0.0        100001.0
 129  drift     32.04500        6.91986       -0.04580        0.31747        0.32008        0.92443        0.94986        1.73471        6.11809        0.00150           0.11326             0.19106             0.23329             0.11419             0.19144             0.22791             2.45691             6.11859            15.22038         -0.07712       -0.06679        0.06992        0.45357        0.12215       -1.52071       -0.05733        0.43477       -0.05063        0.43834       -0.01061          11.59567              0.0        100001.0
 130  sol3d     32.54500        6.91988       -0.04551        0.29359        0.29839        0.83811        0.91362        1.75800        6.51396        0.00150           0.11312             0.18996             0.23716             0.11405             0.19032             0.23555             2.45587             6.10079            15.25198         -0.03651        0.29777        0.10681        0.08515        0.12215       -1.42619        1.19965        0.37228        1.19872        0.38145        0.16900          11.91416              0.0        100001.0
 131  drift     32.70000        6.91989       -0.04541        0.27924        0.28416        0.79567        0.87533        1.77594        6.65534        0.00150           0.11312             0.19016             0.23741             0.11405             0.19022             0.23542             2.45568             6.09003            15.26323         -0.03189        0.29776        0.10813        0.08520        0.12215       -1.39786        1.09353        0.33677        1.09509        0.34594        0.22507          12.15947              0.0        100001.0
 132  cav       33.06000        7.23491       -0.08453        0.24775        0.25329        0.69784        0.80008        1.80374        6.85423        0.00137           0.11315             0.19013             0.23590             0.11408             0.19027             0.23548             2.44876             5.91381            14.49464         -0.02155        0.26665        0.11436        0.15534        0.12493       -1.32037        0.68825        0.27108        0.69117        0.28104       -0.05499          13.15636              0.0        100001.0
 133  drift     33.30000        7.23492       -0.08438        0.23380        0.23943        0.65668        0.76808        1.80175        6.84749        0.00137           0.11315             0.18992             0.23593             0.11407             0.19032             0.23497             2.44873             5.91632            14.50078         -0.01515        0.26664        0.11809        0.15541        0.12493       -1.24113        0.55067        0.24141        0.55775        0.25113        0.02150          13.12755              0.0        100001.0
 134  cav       33.66000        7.55290       -0.05756        0.21654        0.22241        0.60609        0.74167        1.79332        6.75119        0.00136           0.11308             0.19002             0.23373             0.11401             0.18997             0.23453             2.44851             5.79200            13.99034         -0.00571        0.25693        0.12680        0.19830        0.12764       -1.12499        0.23845        0.21171        0.24757        0.22152       -0.23330          13.57413              0.0        100001.0
 135  drift     33.73000        7.55290       -0.05751        0.21496        0.22080        0.60325        0.74079        1.78550        6.71034        0.00136           0.11308             0.18991             0.23359             0.11401             0.19010             0.23440             2.44858             5.80381            13.98509         -0.00392        0.25693        0.12819        0.19832        0.12764       -1.10956        0.20127        0.20863        0.21176        0.21831       -0.21086          13.45566              0.0        100001.0
 136  drift     33.83500        7.55291       -0.05744        0.21309        0.21883        0.60060        0.73954        1.77523        6.64929        0.00136           0.11308             0.18996             0.23337             0.11401             0.18995             0.23422             2.44871             5.79968            13.97512         -0.00122        0.25693        0.13027        0.19835        0.12764       -1.08644        0.14555        0.20501        0.15809        0.21445       -0.17719          13.30050              0.0        100001.0
 137  sol3d     34.33500        7.55294       -0.05705        0.19962        0.20595        0.60913        0.69619        1.75037        6.37999        0.00135           0.11317             0.18930             0.22644             0.11382             0.18878             0.22910             2.44960             5.79530            13.93101          0.04940        0.18563        0.12252       -0.18500        0.12764       -0.97568        0.30444        0.17978        0.35314        0.19026       -0.01736          12.92594              0.0        100001.0
 138  drift     34.49000        7.55294       -0.05694        0.19521        0.20079        0.59613        0.67917        1.75107        6.30742        0.00135           0.11317             0.18961             0.22626             0.11383             0.18892             0.22872             2.44988             5.79070            13.91996          0.05227        0.18565        0.11965       -0.18495        0.12764       -0.94181        0.20525        0.17192        0.25643        0.18084        0.03255          12.93476              0.0        100001.0
 139  cav       34.85000        7.86831       -0.04107        0.19035        0.19409        0.59362        0.65675        1.74897        6.06679        0.00133           0.11308             0.18932             0.22592             0.11377             0.18858             0.22748             2.45529             5.77276            13.77747          0.05878        0.22311        0.11636       -0.12491        0.13028       -0.85281       -0.09845        0.16698       -0.04355        0.17255       -0.18212          13.41090              0.0        100001.0
 140  drift     35.09000        7.86833       -0.04089        0.19511        0.19726        0.60982        0.65029        1.73216        5.84638        0.00132           0.11308             0.18931             0.22618             0.11377             0.18860             0.22723             2.45568             5.78269            13.76832          0.06414        0.22315        0.11336       -0.12485        0.13028       -0.81579       -0.25166        0.17543       -0.19099        0.17823       -0.10642          13.15220              0.0        100001.0
 141  cav       35.45000        8.17900       -0.05946        0.20816        0.20811        0.64794        0.68243        1.70452        5.56895        0.00136           0.11305             0.18921             0.22714             0.11377             0.18848             0.22735             2.46162             5.78715            13.71362          0.07188        0.26668        0.11144       -0.09092        0.13285       -0.75709       -0.57602        0.20368       -0.50556        0.20229       -0.34025          13.20917              0.0        100001.0
 142  drift     35.52000        8.17900       -0.05941        0.21242        0.21189        0.65940        0.69065        1.69363        5.49159        0.00136           0.11305             0.18934             0.22730             0.11377             0.18854             0.22743             2.46169             5.78681            13.71283          0.07375        0.26669        0.11080       -0.09090        0.13285       -0.74177       -0.62410        0.21209       -0.55130        0.20970       -0.31682          13.04052              0.0        100001.0
 143  drift     35.62500        8.17901       -0.05935        0.21926        0.21802        0.68367        0.70301        1.67864        5.38059        0.00136           0.11305             0.18931             0.22754             0.11377             0.18844             0.22758             2.46179             5.80023            13.71212          0.07655        0.26671        0.10985       -0.09087        0.13285       -0.71880       -0.69641        0.22597       -0.62006        0.22201       -0.28178          12.81022              0.0        100001.0
 144  sol3d     36.12500        8.17900       -0.05940        0.23499        0.23171        0.76571        0.67345        1.63041        4.89443        0.00136           0.11348             0.19052             0.23291             0.11369             0.19005             0.23376             2.46173             5.80144            13.71498          0.11298       -0.18055        0.05693       -0.53337        0.13285       -0.60771        0.04209        0.25859        0.08934        0.25095       -0.11590          12.08499              0.0        100001.0
 145  drift     36.28000        8.17901       -0.05932        0.23487        0.23093        0.76240        0.66921        1.62352        4.82292        0.00136           0.11347             0.19068             0.23253             0.11369             0.18984             0.23408             2.46179             5.80303            13.71875          0.11018       -0.18051        0.04866       -0.53335        0.13285       -0.57387       -0.02296        0.25833        0.02217        0.24926       -0.06479          11.98275              0.0        100001.0
