n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
 146  cav       36.64000        8.34842       -0.02505        0.24090        0.23573        0.77679        0.66989        1.56643        4.53319        0.00163           0.11348             0.19096             0.23203             0.11371             0.18984             0.23496             2.46103             5.78839            13.65187          0.10516       -0.04556        0.03176       -0.49063        0.13420       -0.50586       -0.46297        0.27450       -0.40943        0.26234       -0.63415          11.38552              0.0        100001.0
 147  drift     37.37000        8.34845       -0.02471        0.27888        0.27150        0.89808        0.76546        1.38758        4.18351        0.00162           0.11348             0.19063             0.23135             0.11369             0.18978             0.23487             2.46100             5.77771            13.62667          0.10184       -0.04541       -0.00405       -0.49061        0.13420       -0.43911       -0.81362        0.36791       -0.76128        0.34804       -0.29669           8.93417              0.0        100001.0
 148  drift     38.77000        8.34848       -0.02430        0.38262        0.37338        1.16165        1.11075        1.40475        6.47186        0.00162           0.11348             0.19078             0.23323             0.11368             0.18922             0.23274             2.46012             5.77528            13.49364          0.09550       -0.04514       -0.07274       -0.49071        0.13420       -0.31307       -1.50532        0.69253       -1.45470        0.65831        0.33793           9.15993              0.0        100001.0
 149  drift     38.87500        8.34848       -0.02428        0.39141        0.38210        1.18330        1.13683        1.42570        6.64453        0.00162           0.11348             0.19074             0.23346             0.11368             0.18934             0.23260             2.46006             5.77173            13.48535          0.09503       -0.04512       -0.07789       -0.49072        0.13420       -0.30368       -1.55798        0.72471       -1.50748        0.68943        0.38540           9.43540              0.0        100001.0
 150  sol3d     39.37500        8.34846       -0.02449        0.39699        0.39251        1.13237        1.19047        1.55616        7.46820        0.00162           0.11421             0.19119             0.23316             0.11354             0.19116             0.22976             2.46007             5.77997            13.47312          0.04446       -0.49628       -0.11564       -0.02884        0.13420       -0.25455        0.96642        0.74076        0.94559        0.72838        0.61177          11.24105              0.0        100001.0
 151  drift     39.53000        8.34847       -0.02448        0.38908        0.38473        1.10099        1.17236        1.60569        7.72421        0.00162           0.11421             0.19124             0.23351             0.11354             0.19118             0.23006             2.46007             5.77690            13.46597          0.03676       -0.49626       -0.11609       -0.02888        0.13420       -0.24063        0.92178        0.71150        0.90114        0.69978        0.68240          11.96801              0.0        100001.0
 152  cav       39.89000        8.34655       -0.09111        0.38013        0.37599        1.06175        1.15655        1.66026        7.92970        0.00130           0.11426             0.19114             0.23452             0.11361             0.19128             0.23129             2.45945             5.77948            13.44066          0.02060       -0.40467       -0.11998       -0.19661        0.13423       -0.16799       -0.00833        0.67901       -0.01284        0.66811       -0.06040          12.80420              0.0        100001.0
 153  drift     40.13000        8.34655       -0.09111        0.38054        0.37647        1.05379        1.16363        1.65760        7.81190        0.00130           0.11427             0.19112             0.23508             0.11361             0.19124             0.23181             2.45960             5.78074            13.44359          0.01089       -0.40466       -0.12470       -0.19667        0.13423       -0.08864       -0.05029        0.68046       -0.05537        0.66981        0.01110          12.76238              0.0        100001.0
 154  cav       40.49000        8.64585       -0.03938        0.37972        0.37628        1.03819        1.16493        1.65727        7.56678        0.00127           0.11414             0.19092             0.23542             0.11354             0.19110             0.23051             2.46936             5.86879            13.71213         -0.00394       -0.38684       -0.12771       -0.24826        0.13659        0.03091       -0.34815        0.69019       -0.35153        0.68135       -0.15279          13.15574              0.0        100001.0
 155  drift     40.73000        8.64585       -0.03940        0.38460        0.38124        1.05556        1.18205        1.64462        7.34036        0.00127           0.11414             0.19109             0.23592             0.11354             0.19104             0.23100             2.46950             5.87508            13.72681         -0.01322       -0.38684       -0.13367       -0.24832        0.13659        0.06472       -0.39367        0.70804       -0.39764        0.69940       -0.08310          12.95502              0.0        100001.0
 156  cav       41.09000        8.95736        0.01135        0.39040        0.38769        1.07535        1.19877        1.62802        6.97301        0.00129           0.11403             0.19053             0.23610             0.11347             0.19096             0.22952             2.48344             6.04195            14.28357         -0.02707       -0.37957       -0.13883       -0.29363        0.13901        0.08153       -0.73575        0.74316       -0.73899        0.73650       -0.26997          13.07159              0.0        100001.0
 157  drift     41.16000        8.95736        0.01134        0.39313        0.39043        1.08320        1.20685        1.62009        6.87729        0.00129           0.11403             0.19063             0.23622             0.11347             0.19084             0.22965             2.48346             6.04438            14.28931         -0.02972       -0.37957       -0.14089       -0.29365        0.13901        0.07881       -0.75209        0.75357       -0.75551        0.74696       -0.24900          12.94457              0.0        100001.0
 158  drift     41.26500        8.95736        0.01134        0.39730        0.39463        1.09748        1.21899        1.60935        6.73379        0.00129           0.11404             0.19053             0.23639             0.11347             0.19099             0.22983             2.48349             6.04802            14.29792         -0.03371       -0.37958       -0.14397       -0.29368        0.13901        0.07474       -0.77665        0.76963       -0.78034        0.76310       -0.21759          12.77336              0.0        100001.0
 159  sol3d     41.76500        8.95737        0.01151        0.39005        0.38864        1.14192        1.14391        1.57746        6.05151        0.00129           0.11430             0.19037             0.23416             0.11334             0.19071             0.23780             2.48432             6.05263            14.34272         -0.09219       -0.24797       -0.12552        0.16289        0.13901        0.05843        1.26289        0.74008        1.29424        0.74095       -0.06917          12.26804              0.0        100001.0
 160  drift     41.92000        8.95737        0.01151        0.37985        0.37823        1.11974        1.11559        1.57427        5.84065        0.00129           0.11431             0.19035             0.23442             0.11335             0.19082             0.23793             2.48433             6.05810            14.35569         -0.09604       -0.24800       -0.12300        0.16284        0.13901        0.05235        1.20463        0.70185        1.23435        0.70177       -0.02287          12.21834              0.0        100001.0
 161  cav       42.28000        9.25970       -0.01744        0.35486        0.35326        1.06189        1.04139        1.56907        5.30699        0.00128           0.11429             0.19010             0.23441             0.11335             0.19062             0.23827             2.49430             6.21023            14.96440         -0.10456       -0.28911       -0.11326        0.11644        0.14136        0.04828        0.85203        0.62302        0.87670        0.62257       -0.18068          12.50100              0.0        100001.0
 162  drift     42.52000        9.25970       -0.01744        0.34355        0.34166        1.03699        1.00814        1.55404        5.17399        0.00127           0.11429             0.19005             0.23463             0.11335             0.19068             0.23835             2.49424             6.21774            14.98251         -0.11150       -0.28916       -0.11046        0.11638        0.14136        0.06285        0.77947        0.58392        0.80244        0.58233       -0.10929          12.26282              0.0        100001.0
 163  cav       42.88000        9.56045       -0.03864        0.32593        0.32406        0.99358        0.95491        1.53593        5.26165        0.00129           0.11431             0.19027             0.23548             0.11337             0.19084             0.23854             2.50052             6.32804            15.47198         -0.12094       -0.32742       -0.10237        0.08778        0.14367        0.07856        0.48541        0.53404        0.50487        0.53232       -0.26545          12.33946              0.0        100001.0
 164  drift     43.12000        9.56045       -0.03864        0.31923        0.31709        0.97914        0.94164        1.51272        5.27824        0.00129           0.11432             0.19030             0.23552             0.11337             0.19075             0.23844             2.50043             6.33085            15.47886         -0.12880       -0.32748       -0.10027        0.08772        0.14367        0.11008        0.42364        0.51229        0.44205        0.50966       -0.19164          11.96974              0.0        100001.0
 165  cav       43.48000        9.85794       -0.07039        0.30884        0.30672        0.95726        0.91579        1.48401        5.28804        0.00131           0.11437             0.19079             0.23584             0.11342             0.19072             0.23840             2.50237             6.40726            15.78144         -0.13974       -0.37914       -0.09382        0.04103        0.14592        0.15878        0.17226        0.48678        0.18861        0.48416       -0.32211          11.87269              0.0        100001.0
 166  drift     43.55000        9.85794       -0.07039        0.30812        0.30592        0.95640        0.91478        1.47493        5.27965        0.00131           0.11437             0.19076             0.23580             0.11342             0.19089             0.23832             2.50237             6.40583            15.77792         -0.14239       -0.37916       -0.09354        0.04102        0.14592        0.17523        0.15558        0.48449        0.17176        0.48164       -0.29944          11.72782              0.0        100001.0
 167  drift     43.65500        9.85794       -0.07040        0.30716        0.30486        0.95778        0.91329        1.46247        5.26719        0.00131           0.11437             0.19070             0.23573             0.11342             0.19102             0.23818             2.50238             6.40371            15.77269         -0.14637       -0.37919       -0.09310        0.04100        0.14592        0.19990        0.13057        0.48150        0.14650        0.47831       -0.26546          11.53040              0.0        100001.0
 168  sol3d     44.15500        9.85796       -0.07016        0.28716        0.28177        0.94198        0.78979        1.42277        5.20991        0.00131           0.11413             0.18934             0.23346             0.11329             0.18948             0.24107             2.50180             6.39842            15.75964         -0.17138        0.10940       -0.03324        0.26459        0.14592        0.31916        1.12399        0.42172        1.12996        0.40907       -0.10464          10.91540              0.0        100001.0
 169  drift     44.31000        9.85796       -0.07019        0.27553        0.26996        0.91301        0.75498        1.41743        5.19286        0.00131           0.11413             0.18939             0.23352             0.11329             0.18948             0.24107             2.50185             6.39659            15.75515         -0.16968        0.10936       -0.02914        0.26459        0.14592        0.35554        1.03673        0.38826        1.03966        0.37548       -0.05455          10.83347              0.0        100001.0
 170  cav       44.67000       10.15842       -0.05013        0.24879        0.24323        0.84067        0.66772        1.41353        5.17785        0.00128           0.11415             0.18938             0.23381             0.11331             0.18979             0.24208             2.49918             6.41517            15.80090         -0.16458        0.05237       -0.01640        0.25922        0.14812        0.45752        0.74919        0.32127        0.74769        0.30936       -0.13048          11.11197              0.0        100001.0
 171  drift     44.91000       10.15841       -0.05021        0.23570        0.22999        0.80349        0.62087        1.40435        5.10128        0.00128           0.11415             0.18947             0.23362             0.11330             0.18955             0.24177             2.49937             6.41507            15.80067         -0.16332        0.05231       -0.01018        0.25923        0.14812        0.49725        0.62633        0.28836        0.62061        0.27661       -0.05455          10.96724              0.0        100001.0
 172  cav       45.27000       10.41453        0.02048        0.21928        0.21381        0.75917        0.59998        1.38769        4.92726        0.00131           0.11413             0.18945             0.23332             0.11329             0.18963             0.24187             2.49732             6.40731            15.82051         -0.16121       -0.03689        0.00166        0.24852        0.14994        0.54120        0.31951        0.25268        0.31161        0.24201       -0.28727          10.97976              0.0        100001.0
 173  drift     46.00000       10.41450        0.02014        0.20965        0.20493        0.75247        0.60144        1.33804        4.35036        0.00131           0.11411             0.18934             0.23175             0.11327             0.18955             0.24024             2.49796             6.40228            15.84723         -0.16391       -0.03707        0.01981        0.24857        0.14994        0.49402       -0.01825        0.23100       -0.03838        0.22236       -0.04236          10.20567              0.0        100001.0
 174  drift     46.10500       10.41449        0.02009        0.21006        0.20555        0.75673        0.61147        1.33698        4.28011        0.00131           0.11411             0.18942             0.23156             0.11327             0.18967             0.24009             2.49803             6.40424            15.85209         -0.16430       -0.03710        0.02242        0.24857        0.14994        0.48730       -0.06678        0.23191       -0.08869        0.22371       -0.00719          10.18911              0.0        100001.0
 175  sol3d     46.60500       10.41449        0.02005        0.20599        0.20229        0.70771        0.65724        1.35317        4.09568        0.00131           0.11397             0.18825             0.23212             0.11340             0.18975             0.23397             2.49806             6.40882            15.86342         -0.14219        0.36759        0.07997        0.18538        0.14994        0.45618        0.26150        0.22329        0.20472        0.21642        0.16071          10.43730              0.0        100001.0
 176  drift     46.76000       10.41448        0.01998        0.20281        0.19990        0.68524        0.65487        1.36533        4.21672        0.00131           0.11398             0.18838             0.23200             0.11341             0.18986             0.23382             2.49811             6.42098            15.85427         -0.13650        0.36755        0.08284        0.18540        0.14994        0.44632        0.18294        0.21643        0.12573        0.21133        0.21285          10.62550              0.0        100001.0
 177  cav       47.12000       10.67501        0.05119        0.19940        0.19867        0.66065        0.66050        1.39001        4.85234        0.00123           0.11396             0.18840             0.23202             0.11340             0.18988             0.23384             2.50147             6.47096            16.05698         -0.12320        0.31775        0.09219        0.21119        0.15179        0.41555       -0.09498        0.21183       -0.15463        0.21133        0.00100          11.26990              0.0        100001.0
 178  drift     47.36000       10.67500        0.05110        0.20292        0.20353        0.65809        0.66991        1.39366        5.18736        0.00123           0.11397             0.18859             0.23225             0.11340             0.19004             0.23404             2.50139             6.45820            16.02532         -0.11557        0.31770        0.09726        0.21122        0.15179        0.37660       -0.21619        0.21937       -0.27789        0.22179        0.07352          11.32957              0.0        100001.0
 179  cav       47.72000       10.95930        0.06479        0.21190        0.21465        0.66481        0.70909        1.40426        5.66094        0.00119           0.11395             0.18846             0.23266             0.11339             0.18994             0.23421             2.50723             6.53079            16.32697         -0.10380        0.28453        0.10752        0.23064        0.15380        0.32016       -0.47416        0.24242       -0.54299        0.24996       -0.06031          11.77975              0.0        100001.0
 180  drift     47.96000       10.95929        0.06473        0.22294        0.22688        0.69046        0.74647        1.40201        5.89933        0.00119           0.11395             0.18837             0.23313             0.11339             0.18987             0.23470             2.50701             6.51544            16.28859         -0.09697        0.28449        0.11306        0.23068        0.15380        0.27143       -0.60237        0.26833       -0.67443        0.27926        0.00826          11.74311              0.0        100001.0
 181  cav       48.32000       11.25209        0.07819        0.24148        0.24725        0.73992        0.81300        1.40680        6.23931        0.00117           0.11393             0.18842             0.23348             0.11337             0.18990             0.23444             2.51413             6.59413            16.65184         -0.08597        0.26609        0.12368        0.26789        0.15584        0.19505       -0.87351        0.31906       -0.95694        0.33612       -0.08548          12.10333              0.0        100001.0
 182  drift     48.39000       11.25209        0.07818        0.24618        0.25224        0.75166        0.82758        1.40488        6.28485        0.00117           0.11393             0.18852             0.23360             0.11337             0.18977             0.23458             2.51406             6.59002            16.64148         -0.08411        0.26608        0.12555        0.26790        0.15584        0.17810       -0.91405        0.33158       -0.99874        0.34982       -0.06631          12.07071              0.0        100001.0
 183  drift     48.49500       11.25209        0.07817        0.25344        0.25992        0.77235        0.84947        1.40292        6.35324        0.00117           0.11393             0.18842             0.23377             0.11337             0.18970             0.23478             2.51395             6.58409            16.62649         -0.08131        0.26607        0.12837        0.26792        0.15584        0.15268       -0.97498        0.35143       -1.06159        0.37147       -0.03759          12.03746              0.0        100001.0
 184  sol3d     48.99500       11.25206        0.07792        0.27655        0.28385        0.79554        0.95619        1.40817        6.68002        0.00117           0.11409             0.19010             0.23616             0.11395             0.19104             0.23129             2.51278             6.57949            16.57301         -0.02372        0.47923        0.14967       -0.06035        0.15584        0.03290       -0.31221        0.41789       -0.34401        0.44076        0.09715          12.13338              0.0        100001.0
 185  drift     49.15000       11.25206        0.07792        0.27997        0.28749        0.80153        0.96718        1.41479        6.78176        0.00117           0.11408             0.18983             0.23611             0.11395             0.19099             0.23122             2.51267             6.57309            16.55690         -0.01629        0.47923        0.14874       -0.06032        0.15584       -0.00455       -0.35684        0.42830       -0.38736        0.45214        0.13933          12.24824              0.0        100001.0
 186  cav       49.51000       11.54437        0.10353        0.28761        0.29581        0.81023        0.99102        1.43671        7.02101        0.00111           0.11406             0.18996             0.23539             0.11391             0.19095             0.23117             2.51676             6.62527            16.85819          0.00119        0.47544        0.14902       -0.01862        0.15784       -0.08394       -0.56049        0.45787       -0.59729        0.48499        0.04871          12.93451              0.0        100001.0
 187  drift     49.75000       11.54437        0.10355        0.29650        0.30497        0.83824        1.01372        1.44318        7.08996        0.00111           0.11406             0.19003             0.23518             0.11391             0.19102             0.23126             2.51661             6.63430            16.83833          0.01260        0.47544        0.14858       -0.01856        0.15784       -0.16005       -0.63538        0.48665       -0.67058        0.51550        0.10888          13.05212              0.0        100001.0
 188  cav       50.11000       11.83422        0.12351        0.30950        0.31854        0.89340        1.04857        1.45896        7.17230        0.00107           0.11405             0.18981             0.23434             0.11389             0.19078             0.23153             2.51846             6.66882            17.05580          0.02975        0.48143        0.15035        0.01254        0.15981       -0.28942       -0.87227        0.53688       -0.91654        0.56951       -0.01236          13.66125              0.0        100001.0
 189  drift     50.35000       11.83423        0.12355        0.32192        0.33117        0.93835        1.08302        1.46021        7.15281        0.00107           0.11405             0.18982             0.23405             0.11389             0.19075             0.23178             2.51836             6.66407            17.04365          0.04130        0.48144        0.15065        0.01259        0.15981       -0.37911       -0.95678        0.58085       -1.00001        0.61557        0.04373          13.68523              0.0        100001.0
 190  cav       50.71000       12.10802        0.10939        0.34020        0.35002        1.00162        1.13691        1.46441        7.10733        0.00105           0.11406             0.18964             0.23326             0.11390             0.19067             0.23224             2.51697             6.66946            17.14515          0.05855        0.49577        0.15345        0.06043        0.16167       -0.51072       -1.26671        0.65618       -1.32541        0.69558       -0.13736          14.09223              0.0        100001.0
 191  drift     50.78000       12.10802        0.10941        0.34482        0.35471        1.01660        1.14981        1.46159        7.07823        0.00105           0.11406             0.18958             0.23318             0.11390             0.19052             0.23234             2.51695             6.66886            17.14359          0.06202        0.49577        0.15388        0.06044        0.16167       -0.53360       -1.29604        0.67413       -1.35473        0.71435       -0.12146          14.03807              0.0        100001.0
 192  drift     50.88500       12.10802        0.10943        0.35184        0.36182        1.03910        1.16936        1.45800        7.03463        0.00105           0.11406             0.18971             0.23306             0.11390             0.19065             0.23250             2.51692             6.66815            17.14176          0.06723        0.49578        0.15451        0.06046        0.16167       -0.56794       -1.34011        0.70182       -1.39879        0.74327       -0.09763          13.96935              0.0        100001.0
 193  sol3d     51.38500       12.10802        0.10943        0.36905        0.37576        1.12913        1.16214        1.45134        6.82785        0.00105           0.11426             0.19176             0.22992             0.11479             0.19181             0.23420             2.51658             6.66591            17.13602          0.12349        0.17836        0.11807       -0.42870        0.16167       -0.72926        0.10364        0.77084        0.12153        0.79540        0.01554          13.84395              0.0        100001.0
 194  drift     51.54000       12.10803        0.10947        0.36837        0.37496        1.12874        1.15146        1.45296        6.76393        0.00105           0.11426             0.19165             0.23007             0.11479             0.19178             0.23445             2.51654             6.66678            17.13826          0.12626        0.17839        0.11143       -0.42868        0.16167       -0.78001        0.08009        0.76803        0.09850        0.79200        0.05057          13.87500              0.0        100001.0
 195  cav       51.90000       12.39167        0.10825        0.36536        0.37200        1.13155        1.12471        1.46157        6.62749        0.00102           0.11426             0.19155             0.23022             0.11483             0.19199             0.23528             2.50928             6.63284            16.96379          0.13172        0.20660        0.09834       -0.40384        0.16357       -0.89039       -0.13358        0.76438       -0.12439        0.78847       -0.07304          14.41059              0.0        100001.0
 196  drift     52.14000       12.39168        0.10832        0.36711        0.37362        1.14406        1.11676        1.45820        6.46881        0.00102           0.11426             0.19178             0.23051             0.11483             0.19183             0.23567             2.50918             6.63553            16.97066          0.13668        0.20664        0.08864       -0.40381        0.16357       -0.96724       -0.17040        0.77174       -0.16021        0.79534       -0.02126          14.34492              0.0        100001.0
 197  cav       52.50000       12.59865        0.06520        0.37083        0.37748        1.16413        1.11687        1.44428        6.18336        0.00107           0.11428             0.19199             0.23076             0.11490             0.19202             0.23677             2.50248             6.57367            16.76956          0.14430        0.27183        0.07652       -0.35497        0.16497       -1.06191       -0.56715        0.79408       -0.57671        0.81832       -0.37348          14.35182              0.0        100001.0
 198  drift     53.23000       12.59868        0.06541        0.39194        0.39861        1.23963        1.14601        1.38155        5.36704        0.00107           0.11428             0.19216             0.23180             0.11491             0.19224             0.23792             2.50212             6.56922            16.80107          0.16415        0.27196        0.05061       -0.35490        0.16497       -1.20156       -0.70377        0.88704       -0.71078        0.91243       -0.19788          13.13407              0.0        100001.0
 199  drift     53.33500       12.59869        0.06544        0.39524        0.40191        1.25053        1.15025        1.37555        5.24983        0.00107           0.11428             0.19206             0.23195             0.11492             0.19236             0.23807             2.50207             6.57090            16.80536          0.16701        0.27199        0.04688       -0.35489        0.16497       -1.22168       -0.72352        0.90203       -0.73015        0.92755       -0.17274          13.02046              0.0        100001.0
 200  sol3d     53.83500       12.59869        0.06548        0.39417        0.39796        1.21496        1.08874        1.35788        5.08094        0.00107           0.11431             0.19291             0.23787             0.11536             0.19272             0.23618             2.50194             6.56678            16.83790          0.17110       -0.24087       -0.01797       -0.39403        0.16497       -1.31527        0.93975        0.89689        0.93598        0.90594       -0.05237          12.68886              0.0        100001.0
 201  drift     53.99000       12.59870        0.06553        0.38784        0.39166        1.19151        1.08091        1.35626        5.19112        0.00107           0.11431             0.19284             0.23807             0.11536             0.19265             0.23638             2.50186             6.56858            16.84252          0.16736       -0.24084       -0.02408       -0.39404        0.16497       -1.34500        0.90429        0.86831        0.90096        0.87746       -0.01538          12.65893              0.0        100001.0
 202  cav       54.35000       12.85029        0.01172        0.37273        0.37700        1.13435        1.05858        1.35152        5.40563        0.00107           0.11433             0.19305             0.23862             0.11543             0.19288             0.23551             2.49448             6.47241            16.46923          0.15841       -0.19506       -0.03553       -0.39777        0.16667       -1.40277        0.57085        0.81011        0.55706        0.82087       -0.21308          12.86645              0.0        100001.0
 203  drift     54.59000       12.85030        0.01180        0.36664        0.37106        1.10777        1.05485        1.33803        5.47069        0.00107           0.11433             0.19326             0.23889             0.11543             0.19310             0.23577             2.49439             6.47395            16.47315          0.15373       -0.19502       -0.04508       -0.39778        0.16667       -1.41087        0.52709        0.78380        0.51426        0.79518       -0.15483          12.61139              0.0        100001.0
 204  cav       54.95000       13.12691       -0.00394        0.35634        0.36134        1.07297        1.04217        1.32393        5.56677        0.00108           0.11433             0.19305             0.23922             0.11546             0.19329             0.23486             2.48878             6.37577            16.10044          0.14589       -0.16166       -0.05628       -0.40370        0.16848       -1.43287        0.30933        0.74845        0.28968        0.76207       -0.25632          12.64313              0.0        100001.0
 205  drift     55.19000       13.12692       -0.00386        0.35303        0.35827        1.06275        1.04394        1.30752        5.57330        0.00108           0.11433             0.19295             0.23939             0.11547             0.19344             0.23504             2.48876             6.37464            16.09759          0.14201       -0.16162       -0.06597       -0.40372        0.16848       -1.43009        0.26969        0.73459        0.25101        0.74912       -0.19661          12.33178              0.0        100001.0
 206  cav       55.55000       13.40313       -0.00895        0.34700        0.35290        1.04197        1.03949        1.28980        5.58038        0.00109           0.11432             0.19325             0.23947             0.11549             0.19340             0.23414             2.48569             6.28700            15.79649          0.13527       -0.12895       -0.07738       -0.40935        0.17026       -1.43096        0.07416        0.71729        0.04853        0.73443       -0.27988          12.26818              0.0        100001.0
 207  drift     55.62000       13.40313       -0.00892        0.34677        0.35276        1.04053        1.04145        1.28413        5.56858        0.00109           0.11432             0.19327             0.23949             0.11549             0.19342             0.23416             2.48570             6.28612            15.79428          0.13437       -0.12894       -0.08024       -0.40935        0.17026       -1.42915        0.06302        0.71633        0.03764        0.73383       -0.26193          12.16039              0.0        100001.0
 208  drift     55.72500       13.40313       -0.00889        0.34649        0.35261        1.03839        1.04440        1.27628        5.55093        0.00109           0.11432             0.19330             0.23952             0.11549             0.19345             0.23420             2.48573             6.28484            15.79107          0.13302       -0.12892       -0.08454       -0.40936        0.17026       -1.42645        0.04632        0.71519        0.02131        0.73321       -0.23503          12.01212              0.0        100001.0
 209  sol3d     56.22500       13.40315       -0.00876        0.33118        0.33744        0.98098        1.02868        1.25008        5.46735        0.00109           0.11431             0.19205             0.24096             0.11524             0.19228             0.24247             2.48582             6.29568            15.77865          0.09307       -0.40409       -0.12756       -0.13061        0.17026       -1.41218        1.18655        0.65341        1.17015        0.67292       -0.10786          11.52360              0.0        100001.0
 210  drift     56.38000       13.40316       -0.00870        0.32197        0.32845        0.94680        1.00581        1.24589        5.44174        0.00109           0.11432             0.19201             0.24092             0.11524             0.19251             0.24246             2.48591             6.29434            15.77530          0.08681       -0.40407       -0.12959       -0.13064        0.17026       -1.40823        1.12654        0.61757        1.11264        0.63755       -0.06815          11.44601              0.0        100001.0
 211  cav       56.74000       13.68040        0.00637        0.29984        0.30709        0.87306        0.94596        1.24284        5.38862        0.00108           0.11429             0.19190             0.24078             0.11522             0.19267             0.24236             2.48643             6.27007            15.63609          0.07186       -0.38890       -0.13102       -0.14966        0.17201       -1.40283        0.89054        0.54125        0.87499        0.56317       -0.13079          11.62141              0.0        100001.0
 212  drift     56.98000       13.68041        0.00647        0.28835        0.29598        0.83410        0.92144        1.23560        5.33427        0.00108           0.11429             0.19201             0.24062             0.11522             0.19257             0.24223             2.48660             6.26836            15.63183          0.06252       -0.38889       -0.13461       -0.14970        0.17201       -1.40704        0.80662        0.50057        0.79525        0.52313       -0.06998          11.48566              0.0        100001.0
 213  cav       57.34000       13.95410        0.00759        0.27103        0.27937        0.77713        0.88109        1.23251        5.25098        0.00107           0.11427             0.19176             0.24030             0.11520             0.19257             0.24192             2.48840             6.25522            15.56024          0.04817       -0.37721       -0.13656       -0.17265        0.17373       -1.41392        0.60515        0.44675        0.59306        0.47083       -0.12827          11.64837              0.0        100001.0
 214  drift     57.58000       13.95412        0.00770        0.26268        0.27135        0.75015        0.86601        1.22557        5.16371        0.00107           0.11427             0.19182             0.24007             0.11520             0.19238             0.24169             2.48861             6.25424            15.55782          0.03912       -0.37720       -0.14070       -0.17269        0.17373       -1.41892        0.52731        0.41963        0.51961        0.44418       -0.06811          11.51663              0.0        100001.0
 215  cav       57.94000       14.22450       -0.00302        0.25056        0.25981        0.70599        0.84387        1.22311        5.01790        0.00105           0.11425             0.19158             0.23977             0.11518             0.19235             0.24134             2.49048             6.25906            15.53118          0.02530       -0.36846       -0.14358       -0.19078        0.17543       -1.41117        0.34899        0.38560        0.34126        0.41124       -0.11898          11.68518              0.0        100001.0
 216  drift     58.01000       14.22450       -0.00299        0.24902        0.25834        0.69904        0.84180        1.22088        4.98210        0.00105           0.11425             0.19153             0.23971             0.11518             0.19229             0.24126             2.49054             6.25898            15.53097          0.02272       -0.36846       -0.14492       -0.19079        0.17543       -1.41056        0.32729        0.38087        0.32088        0.40662       -0.10165          11.64227              0.0        100001.0
 217  drift     58.11500       14.22451       -0.00294        0.24688        0.25630        0.68862        0.83872        1.21819        4.93287        0.00105           0.11425             0.19170             0.23962             0.11518             0.19219             0.24114             2.49063             6.25891            15.53080          0.01885       -0.36846       -0.14692       -0.19081        0.17543       -1.40964        0.29477        0.37435        0.29033        0.40021       -0.07567          11.59051              0.0        100001.0
 218  sol3d     58.61500       14.22454       -0.00270        0.22932        0.23905        0.66531        0.80436        1.21618        4.78017        0.00105           0.11434             0.19140             0.23455             0.11475             0.18924             0.23191             2.49101             6.26002            15.53356         -0.03386       -0.28485       -0.14690        0.11738        0.17543       -1.40472        0.69780        0.32273        0.73808        0.34946        0.04839          11.55064              0.0        100001.0
 219  drift     58.77000       14.22455       -0.00262        0.22193        0.23149        0.65301        0.77999        1.21923        4.73314        0.00105           0.11434             0.19147             0.23436             0.11475             0.18909             0.23173             2.49113             6.26079            15.53545         -0.03827       -0.28486       -0.14508        0.11735        0.17543       -1.40349        0.62352        0.30228        0.66659        0.32772        0.08686          11.60803              0.0        100001.0
 220  cav       59.13000       14.49392       -0.00884        0.20618        0.21524        0.62126        0.73008        1.23232        4.65781        0.00102           0.11432             0.19143             0.23345             0.11473             0.18904             0.23138             2.49189             6.25556            15.52249         -0.04821       -0.28717       -0.13755        0.08898        0.17710       -1.40100        0.40875        0.26341        0.45292        0.28604        0.02582          12.08021              0.0        100001.0
 221  drift     59.37000       14.49393       -0.00871        0.19945        0.20791        0.61014        0.71291        1.23596        4.61908        0.00102           0.11432             0.19116             0.23312             0.11473             0.18911             0.23118             2.49200             6.25757            15.52746         -0.05510       -0.28718       -0.13541        0.08894        0.17710       -1.39512        0.29803        0.24651        0.34725        0.26690        0.08251          12.15110              0.0        100001.0
 222  cav       59.73000       14.73682       -0.04093        0.19250        0.19983        0.60373        0.68344        1.24386        4.57956        0.00099           0.11432             0.19119             0.23259             0.11474             0.18890             0.23121             2.49101             6.24015            15.48425         -0.06531       -0.30140       -0.12941        0.06006        0.17862       -1.37974        0.07917        0.23159        0.12986        0.24865       -0.05464          12.52229              0.0        100001.0
