n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_part 
 153  drift     40.13000        8.35161       -0.03060        0.37947        0.36994        1.06336        1.21199        1.73202        9.15242        0.00226           0.11614             0.19673             0.25716             0.11490             0.19757             0.24915             3.07947            13.99082            85.30989         -0.02544       -0.17419       -0.17683        0.17617        0.13423        5.01372       -0.09463        0.66570       -0.11795        0.63951        1.05025          11.12927              0.0        100001.0
 154  cav       40.49000        8.65435        0.05883        0.37888        0.37045        1.05835        1.18562        1.94307        9.61405        0.00197           0.11615             0.19748             0.25815             0.11491             0.19818             0.25539             3.09170            13.90925            89.73706         -0.03177       -0.18250       -0.16612        0.13820        0.13659        5.06077       -0.32469        0.67529       -0.34514        0.65250        1.06532          14.44414              0.0        100001.0
 155  drift     40.73000        8.65435        0.05886        0.38355        0.37546        1.06667        1.19076        2.06866        9.81400        0.00197           0.11616             0.19749             0.25850             0.11492             0.19811             0.25596             3.09179            13.92856            89.86166         -0.03615       -0.18252       -0.16280        0.13812        0.13659        5.01089       -0.36991        0.69197       -0.39222        0.67023        1.19470          16.37127              0.0        100001.0
 156  cav       41.09000        8.97170        0.17152        0.38825        0.38129        1.06980        1.18586        2.25384       10.04650        0.00163           0.11634             0.19937             0.26336             0.11512             0.19998             0.26628             3.11612            13.80099            93.88427         -0.04239       -0.17983       -0.15300        0.10437        0.13901        4.89648       -0.62833        0.72043       -0.64945        0.70217        1.03598          19.96626              0.0        100001.0
 157  drift     41.16000        8.97170        0.17152        0.39064        0.38378        1.07534        1.18938        2.28255       10.05365        0.00163           0.11634             0.19949             0.26353             0.11512             0.19983             0.26644             3.11624            13.80285            93.89693         -0.04365       -0.17984       -0.15227        0.10435        0.13901        4.85467       -0.64340        0.72932       -0.66514        0.71136        1.06224          20.47730              0.0        100001.0
 158  drift     41.26500        8.97171        0.17153        0.39431        0.38760        1.08366        1.19467        2.32626       10.06444        0.00163           0.11635             0.19941             0.26377             0.11513             0.19974             0.26667             3.11643            13.80493            93.91109         -0.04554       -0.17985       -0.15117        0.10432        0.13901        4.79195       -0.66601        0.74305       -0.68869        0.72557        1.10166          21.26790              0.0        100001.0
 159  sol3d     41.76500        8.97171        0.17155        0.38483        0.38009        1.11199        1.09730        2.54423       10.12667        0.00163           0.11679             0.20083             0.26813             0.11497             0.20011             0.27005             3.11816            13.79438            93.83929         -0.09309        0.07047       -0.11189        0.56799        0.13901        4.49659        1.29227        0.70507        1.29781        0.69867        1.28853          25.42619              0.0        100001.0
 160  drift     41.92000        8.97171        0.17156        0.37402        0.36927        1.08067        1.05432        2.61454       10.14340        0.00163           0.11680             0.20090             0.26859             0.11498             0.20035             0.27038             3.11855            13.79190            93.82242         -0.09200        0.07045       -0.10309        0.56796        0.13901        4.40405        1.23052        0.66595        1.23520        0.65940        1.34721          26.84731              0.0        100001.0
 161  cav       42.28000        9.28279        0.23194        0.34694        0.34270        0.99960        0.96057        2.77019       10.31433        0.00126           0.11731             0.20463             0.28382             0.11545             0.20310             0.28366             3.16956            13.50256            94.42351         -0.08887        0.04867       -0.07907        0.52859        0.14136        4.21131        0.93728        0.58017        0.94058        0.57518        0.97151          30.66395              0.0        100001.0
 162  drift     42.52000        9.28279        0.23193        0.33384        0.32961        0.95736        0.91624        2.84351       10.31915        0.00126           0.11732             0.20455             0.28449             0.11546             0.20314             0.28411             3.17042            13.49475            94.36888         -0.08770        0.04864       -0.06639        0.52855        0.14136        4.02074        0.85520        0.53717        0.85755        0.53205        1.02740          32.29977              0.0        100001.0
 163  cav       42.88000        9.59120        0.28291        0.31299        0.30923        0.88906        0.84984        2.94940       10.35267        0.00097           0.11789             0.20854             0.29835             0.11597             0.20633             0.29561             3.23794            13.21765            93.08204         -0.08495        0.02875       -0.04383        0.51569        0.14367        3.76874        0.61976        0.47753        0.62080        0.47386        0.57758          35.13820              0.0        100001.0
 164  drift     43.12000        9.59120        0.28290        0.30370        0.29997        0.86816        0.82276        2.98957       10.24815        0.00097           0.11790             0.20834             0.29891             0.11597             0.20654             0.29590             3.23879            13.20962            93.02550         -0.08426        0.02872       -0.03146        0.51568        0.14367        3.54004        0.54600        0.44959        0.54641        0.44588        0.61248          36.09229              0.0        100001.0
 165  cav       43.48000        9.89481        0.30339        0.28948        0.28621        0.84700        0.77513        3.04176       10.08004        0.00081           0.11844             0.21182             0.30968             0.11646             0.20934             0.30471             3.32106            12.93743            90.47157         -0.08251        0.00232       -0.00974        0.50331        0.14592        3.20021        0.32086        0.41298        0.32012        0.41056        0.00766          37.58366              0.0        100001.0
 166  drift     43.55000        9.89481        0.30339        0.28795        0.28469        0.84741        0.76901        3.04199       10.02148        0.00081           0.11844             0.21152             0.30969             0.11645             0.20936             0.30475             3.32122            12.93618            90.46281         -0.08250        0.00231       -0.00622        0.50331        0.14592        3.12979        0.30094        0.40864        0.30009        0.40622        0.01514          37.58740              0.0        100001.0
 167  drift     43.65500        9.89481        0.30338        0.28583        0.28259        0.84805        0.75986        3.04259        9.93373        0.00081           0.11843             0.21153             0.30970             0.11645             0.20939             0.30479             3.32144            12.93449            90.45100         -0.08247        0.00230       -0.00093        0.50331        0.14592        3.02416        0.27109        0.40265        0.27007        0.40025        0.02638          37.59994              0.0        100001.0
 168  sol3d     44.15500        9.89480        0.30335        0.26346        0.25591        0.78835        0.75019        3.04968        9.53277        0.00081           0.11803             0.20872             0.29775             0.11639             0.20937             0.31965             3.32298            13.01422            90.37651         -0.06484        0.34090        0.04317        0.38618        0.14592        2.52269        1.00835        0.34325        0.99986        0.32844        0.08012          37.75789              0.0        100001.0
 169  drift     44.31000        9.89480        0.30335        0.25177        0.24416        0.76161        0.73181        3.05342        9.43846        0.00081           0.11803             0.20839             0.29770             0.11638             0.20931             0.31956             3.32297            13.01482            90.38072         -0.05955        0.34088        0.04915        0.38619        0.14592        2.36685        0.91470        0.31348        0.90294        0.29899        0.09707          37.85053              0.0        100001.0
 170  cav       44.67000       10.19048        0.26532        0.22586        0.21863        0.69610        0.68904        3.05363        9.22052        0.00091           0.11829             0.20973             0.30176             0.11663             0.21082             0.32136             3.41150            12.97750            87.68583         -0.04715        0.31730        0.06570        0.39567        0.14812        2.02437        0.62263        0.25551        0.60650        0.24282       -0.53477          37.98964              0.0        100001.0
 171  drift     44.91000       10.19048        0.26533        0.21378        0.20672        0.66555        0.66850        3.02092        9.01973        0.00091           0.11827             0.20958             0.30155             0.11661             0.21068             0.32116             3.41080            12.98362            87.72719         -0.03954        0.31729        0.07520        0.39570        0.14812        1.81645        0.48839        0.22894        0.46748        0.21713       -0.50286          37.18766              0.0        100001.0
 172  cav       45.27000       10.44989        0.36002        0.20019        0.19398        0.63602        0.67876        2.94051        8.59765        0.00153           0.11829             0.20956             0.30196             0.11662             0.21084             0.32042             3.48765            13.14575            85.91992         -0.02806        0.29785        0.09191        0.41794        0.14994        1.45853        0.18637        0.20321        0.16207        0.19351       -1.53718          35.30191              0.0        100001.0
 173  drift     46.00000       10.44989        0.36009        0.20071        0.19682        0.61335        0.72974        2.64903        7.29466        0.00151           0.11828             0.21014             0.30236             0.11663             0.21071             0.32121             3.48230            13.17149            86.08820         -0.00631        0.29783        0.12242        0.41807        0.14994        0.61136       -0.19862        0.20427       -0.23836        0.19922       -1.30002          28.69401              0.0        100001.0
 174  drift     46.10500       10.44990        0.36011        0.20304        0.19958        0.61577        0.73718        2.60872        7.10769        0.00151           0.11828             0.21011             0.30231             0.11663             0.21102             0.32119             3.48144            13.08719            86.09993         -0.00319        0.29783        0.12681        0.41809        0.14994        0.48949       -0.25413        0.20904       -0.29614        0.20484       -1.26624          27.83430              0.0        100001.0
 175  sol3d     46.60500       10.44990        0.36017        0.20857        0.20722        0.65091        0.72522        2.42322        6.38565        0.00150           0.11797             0.20976             0.32981             0.11703             0.21153             0.30132             3.47682            13.08525            86.08715          0.05272        0.28656        0.13162       -0.00364        0.14994       -0.09004        0.05042        0.22114       -0.03310        0.22005       -1.10684          24.04851              0.0        100001.0
 176  drift     46.76000       10.44991        0.36020        0.20838        0.20825        0.64300        0.72040        2.36824        6.54055        0.00150           0.11798             0.20971             0.32973             0.11704             0.21145             0.30078             3.47588            13.08002            86.05275          0.05716        0.28657        0.13156       -0.00360        0.14994       -0.27001       -0.02303        0.22074       -0.10682        0.22224       -1.05763          22.97589              0.0        100001.0
 177  cav       47.12000       10.70682        0.34933        0.21173        0.21458        0.65354        0.71828        2.22479        6.83929        0.00197           0.11783             0.20862             0.32647             0.11688             0.21071             0.29635             3.51295            13.37105            87.39251          0.06722        0.32303        0.13400        0.03778        0.15179       -0.66875       -0.29761        0.23098       -0.38799        0.23918       -1.52066          20.55829              0.0        100001.0
 178  drift     47.36000       10.70683        0.34940        0.21946        0.22405        0.71808        0.75775        2.10116        6.92504        0.00197           0.11783             0.20855             0.32585             0.11688             0.21046             0.29559             3.51240            13.35171            87.26609          0.07498        0.32304        0.13491        0.03784        0.15179       -0.93563       -0.41590        0.24817       -0.50880        0.26076       -1.39377          18.33972              0.0        100001.0
 179  cav       47.72000       10.98647        0.31287        0.23395        0.24109        0.81079        0.84547        1.91708        7.03626        0.00224           0.11773             0.20792             0.32286             0.11675             0.20945             0.29253             3.54338            13.58370            89.36643          0.08617        0.35259        0.13871        0.08706        0.15380       -1.31318       -0.68653        0.28601       -0.79235        0.30628       -1.51850          15.53446              0.0        100001.0
 180  drift     47.96000       10.98648        0.31296        0.24828        0.25682        0.88077        0.91103        1.77861        7.02742        0.00224           0.11772             0.20781             0.32218             0.11674             0.20939             0.29203             3.54360            13.56202            89.22380          0.09463        0.35262        0.14080        0.08711        0.15380       -1.54901       -0.81532        0.32212       -0.92547        0.34758       -1.35539          13.37065              0.0        100001.0
 181  cav       48.32000       11.27375        0.27077        0.27091        0.28154        0.97999        1.00779        1.58242        7.02320        0.00239           0.11765             0.20720             0.32025             0.11665             0.20836             0.29020             3.56546            13.82025            91.52481          0.10684        0.38234        0.14634        0.11734        0.15584       -1.87854       -1.11134        0.38885       -1.24000        0.42358       -1.29188          10.79827              0.0        100001.0
 182  drift     48.39000       11.27375        0.27079        0.27638        0.28735        1.00194        1.02852        1.54171        7.00132        0.00239           0.11765             0.20711             0.32011             0.11664             0.20832             0.29013             3.56556            13.81544            91.49300          0.10952        0.38235        0.14716        0.11736        0.15584       -1.93725       -1.15299        0.40472       -1.28343        0.44125       -1.23775          10.24956              0.0        100001.0
 183  drift     48.49500       11.27375        0.27083        0.28475        0.29621        1.03487        1.05963        1.48200        6.96855        0.00239           0.11765             0.20731             0.31992             0.11664             0.20825             0.29005             3.56572            13.80872            91.44851          0.11353        0.38237        0.14840        0.11738        0.15584       -2.02533       -1.21559        0.42961       -1.34868        0.46892       -1.15667           9.47056              0.0        100001.0
 184  sol3d     48.99500       11.27376        0.27090        0.30982        0.32390        1.16113        1.12292        1.22615        6.81351        0.00239           0.11767             0.20816             0.30747             0.11760             0.20828             0.29543             3.56556            13.78784            91.31022          0.16158        0.07283        0.10620       -0.21336        0.15584       -2.44345       -0.34776        0.50852       -0.38825        0.55608       -0.77282           6.48322              0.0        100001.0
 185  drift     49.15000       11.27376        0.27092        0.31327        0.32755        1.17486        1.13110        1.15961        6.76567        0.00239           0.11766             0.20810             0.30739             0.11760             0.20829             0.29545             3.56582            13.78218            91.27271          0.16271        0.07286        0.10290       -0.21333        0.15584       -2.57360       -0.38492        0.51993       -0.42344        0.56870       -0.65397           5.79816              0.0        100001.0
 186  cav       49.51000       11.55922        0.23227        0.32075        0.33567        1.20061        1.14852        1.03721        6.64146        0.00241           0.11769             0.20819             0.30752             0.11761             0.20778             0.29598             3.57491            13.89521            92.63472          0.16459        0.11407        0.09788       -0.17565        0.15784       -2.87433       -0.61980        0.55190       -0.67215        0.60485       -0.46586           4.74594              0.0        100001.0
 187  drift     49.75000       11.55921        0.23225        0.32973        0.34492        1.22944        1.16892        0.97590        6.49316        0.00241           0.11769             0.20824             0.30760             0.11761             0.20764             0.29621             3.57541            13.88922            92.59478          0.16733        0.11412        0.09366       -0.17562        0.15784       -3.04486       -0.68464        0.58328       -0.73459        0.63868       -0.27704           4.20088              0.0        100001.0
 188  cav       50.11000       11.83967        0.16962        0.34265        0.35841        1.26651        1.19796        0.93817        6.27125        0.00237           0.11777             0.20797             0.30811             0.11768             0.20777             0.29724             3.58122            13.86109            93.02744          0.17044        0.15577        0.08979       -0.15515        0.15981       -3.28925       -0.95091        0.63728       -1.01786        0.69780       -0.06788           3.97253              0.0        100001.0
 189  drift     50.35000       11.83967        0.16956        0.35520        0.37121        1.30332        1.22610        0.94244        6.07056        0.00237           0.11777             0.20816             0.30838             0.11768             0.20745             0.29763             3.58177            13.85860            93.01073          0.17418        0.15582        0.08607       -0.15511        0.15981       -3.41216       -1.02728        0.68481       -1.09270        0.74850        0.11608           4.00814              0.0        100001.0
 190  cav       50.71000       12.10736        0.10395        0.37361        0.39023        1.35442        1.26827        0.99907        5.83977        0.00226           0.11784             0.20802             0.30863             0.11777             0.20756             0.29865             3.58551            13.88279            92.55191          0.17934        0.21047        0.08291       -0.13963        0.16167       -3.59874       -1.38490        0.76599       -1.47657        0.83617        0.29162           4.60436              0.0        100001.0
 191  drift     50.78000       12.10736        0.10392        0.37836        0.39508        1.36857        1.27930        1.01337        5.90117        0.00226           0.11784             0.20809             0.30874             0.11777             0.20766             0.29880             3.58565            13.88330            92.55535          0.18081        0.21049        0.08194       -0.13962        0.16167       -3.62042       -1.41284        0.78558       -1.50451        0.85704        0.34110           4.73700              0.0        100001.0
 192  drift     50.88500       12.10735        0.10389        0.38554        0.40239        1.38993        1.29586        1.03853        5.99328        0.00226           0.11785             0.20821             0.30892             0.11778             0.20752             0.29902             3.58586            13.88423            92.56153          0.18302        0.21051        0.08047       -0.13960        0.16167       -3.65294       -1.45481        0.81569       -1.54647        0.88907        0.41533           4.97483              0.0        100001.0
 193  sol3d     51.38500       12.10735        0.10387        0.40158        0.41549        1.39564        1.24686        1.20897        6.54129        0.00226           0.11786             0.20964             0.29821             0.11905             0.20950             0.29383             3.58477            13.88717            92.58113          0.19853       -0.18122        0.01777       -0.22271        0.16167       -3.80569        0.22541        0.88486        0.26894        0.93778        0.76882           6.74377              0.0        100001.0
 194  drift     51.54000       12.10734        0.10383        0.40007        0.41372        1.38030        1.23428        1.27570        6.73532        0.00226           0.11786             0.20957             0.29853             0.11905             0.20949             0.29422             3.58513            13.89007            92.60046          0.19572       -0.18118        0.01432       -0.22270        0.16167       -3.85370        0.20426        0.87820        0.24842        0.92975        0.87862           7.50795              0.0        100001.0
 195  cav       51.90000       12.38503        0.05461        0.39510        0.40846        1.34292        1.20363        1.44227        7.15997        0.00205           0.11783             0.20895             0.29638             0.11907             0.20910             0.29244             3.57996            13.88847            90.77433          0.18838       -0.14439        0.00893       -0.21824        0.16357       -3.94720       -0.04584        0.86677       -0.01774        0.91675        0.97883           9.83581              0.0        100001.0
 196  drift     52.14000       12.38503        0.05454        0.39578        0.40882        1.33754        1.19199        1.54785        7.38531        0.00205           0.11784             0.20902             0.29690             0.11908             0.20923             0.29305             3.58049            13.89564            90.82120          0.18492       -0.14433        0.00369       -0.21823        0.16357       -3.98572       -0.07777        0.86974       -0.04816        0.91831        1.12111          11.32685              0.0        100001.0
 197  cav       52.50000       12.58304       -0.05886        0.39812        0.41102        1.33274        1.18047        1.69588        7.67218        0.00165           0.11782             0.20868             0.29517             0.11913             0.20890             0.29176             3.57294            13.93747            89.34277          0.18010       -0.05732       -0.00209       -0.21870        0.16497       -3.99767       -0.52660        0.88771       -0.52791        0.93574        0.90374          13.85919              0.0        100001.0
 198  drift     53.23000       12.58302       -0.05898        0.41688        0.42938        1.36284        1.21885        1.95147        8.09296        0.00165           0.11784             0.20920             0.29674             0.11916             0.20924             0.29347             3.57450            13.86671            89.46263          0.17593       -0.05714       -0.01806       -0.21871        0.16497       -3.87068       -0.64412        0.97316       -0.64024        1.02094        1.18893          18.34360              0.0        100001.0
 199  drift     53.33500       12.58302       -0.05900        0.41981        0.43223        1.36721        1.22547        1.99079        8.15844        0.00165           0.11785             0.20906             0.29695             0.11917             0.20911             0.29370             3.57476            13.86805            89.47128          0.17533       -0.05711       -0.02036       -0.21871        0.16497       -3.85239       -0.66104        0.98684       -0.65640        1.03452        1.23005          19.08881              0.0        100001.0
 200  sol3d     53.83500       12.58301       -0.05904        0.41590        0.42436        1.29464        1.24682        2.18450        8.46369        0.00166           0.11768             0.21045             0.30107             0.11972             0.21136             0.29980             3.57451            13.87284            89.50219          0.15217       -0.38635       -0.07392       -0.12629        0.16497       -3.76314        1.18669        0.96993        1.21425        0.99258        1.42699          22.98594              0.0        100001.0
 201  drift     53.99000       12.58301       -0.05905        0.40808        0.41638        1.26090        1.22438        2.24671        8.56045        0.00166           0.11769             0.21068             0.30140             0.11973             0.21157             0.30009             3.57496            13.87326            89.50487          0.14618       -0.38631       -0.07588       -0.12630        0.16497       -3.73610        1.14585        0.93375        1.17325        0.95554        1.48805          24.31079              0.0        100001.0
 202  cav       54.35000       12.83286       -0.12394        0.38947        0.39777        1.18249        1.16892        2.37847        8.73147        0.00122           0.11744             0.20842             0.29438             0.11949             0.20931             0.29274             3.53727            14.00610            89.21080          0.13207       -0.35482       -0.07782       -0.14143        0.16667       -3.65308        0.78419        0.86107        0.79625        0.88279        1.03266          28.10105              0.0        100001.0
 203  drift     54.59000       12.83286       -0.12394        0.38114        0.38934        1.14493        1.14398        2.44033        8.78964        0.00122           0.11745             0.20845             0.29484             0.11950             0.20931             0.29315             3.53791            14.00569            89.20823          0.12355       -0.35478       -0.08122       -0.14145        0.16667       -3.56639        0.73568        0.82458        0.74831        0.84569        1.08587          29.57641              0.0        100001.0
 204  cav       54.95000       13.10730       -0.15334        0.36756        0.37594        1.08390        1.10582        2.52890        8.89832        0.00092           0.11715             0.20715             0.28692             0.11918             0.20725             0.28429             3.48736            14.18149            89.75628          0.11021       -0.32310       -0.08324       -0.16798        0.16848       -3.44590        0.49062        0.77718        0.49364        0.79914        0.65890          32.92147              0.0        100001.0
 205  drift     55.19000       13.10730       -0.15334        0.36220        0.37057        1.05312        1.09305        2.56452        8.88989        0.00092           0.11715             0.20715             0.28731             0.11919             0.20749             0.28463             3.48790            14.17990            89.74620          0.10246       -0.32307       -0.08727       -0.16801        0.16848       -3.33987        0.44890        0.75462        0.45287        0.77640        0.69119          33.85024              0.0        100001.0
 206  cav       55.55000       13.37505       -0.21839        0.35329        0.36194        1.01397        1.06742        2.61369        8.86017        0.00073           0.11691             0.20551             0.28037             0.11891             0.20548             0.27656             3.43489            14.26825            90.88056          0.09053       -0.30837       -0.09022       -0.19527        0.17026       -3.18074        0.22938        0.72708        0.22448        0.75030        0.18019          36.45647              0.0        100001.0
 207  drift     55.62000       13.37505       -0.21839        0.35252        0.36120        1.00954        1.06552        2.61632        8.82553        0.00073           0.11691             0.20530             0.28047             0.11891             0.20554             0.27664             3.43500            14.26765            90.87674          0.08837       -0.30837       -0.09158       -0.19528        0.17026       -3.13716        0.21827        0.72393        0.21369        0.74722        0.18655          36.52854              0.0        100001.0
 208  drift     55.72500       13.37505       -0.21839        0.35145        0.36016        1.00291        1.06267        2.62042        8.77362        0.00073           0.11691             0.20541             0.28062             0.11891             0.20563             0.27676             3.43516            14.26685            90.87168          0.08513       -0.30836       -0.09363       -0.19529        0.17026       -3.07178        0.20160        0.71951        0.19752        0.74289        0.19608          36.64159              0.0        100001.0
 209  sol3d     56.22500       13.37505       -0.21838        0.33233        0.34075        0.91642        1.00298        2.64253        8.53339        0.00073           0.11687             0.20439             0.28828             0.11853             0.20572             0.28297             3.43520            14.35691            90.86650          0.03806       -0.42519       -0.10899        0.20308        0.17026       -2.75881        1.30548        0.64360        1.30307        0.66715        0.24183          37.26206              0.0        100001.0
 210  drift     56.38000       13.37505       -0.21838        0.32200        0.33054        0.87860        0.97212        2.65032        8.47621        0.00073           0.11687             0.20454             0.28849             0.11853             0.20585             0.28315             3.43523            14.35733            90.86920          0.03147       -0.42518       -0.10584        0.20306        0.17026       -2.66226        1.23822        0.60417        1.23823        0.62775        0.25608          37.48184              0.0        100001.0
 211  cav       56.74000       13.64589       -0.24586        0.29740        0.30647        0.79831        0.89542        2.66645        8.33618        0.00070           0.11665             0.20308             0.28363             0.11825             0.20427             0.27679             3.37666            14.37637            92.75076          0.01617       -0.42474       -0.09525        0.17978        0.17201       -2.43811        0.98462        0.52170        0.98249        0.54649       -0.26631          39.38985              0.0        100001.0
 212  drift     56.98000       13.64589       -0.24585        0.28429        0.29359        0.75622        0.86457        2.65471        8.20784        0.00070           0.11665             0.20323             0.28385             0.11826             0.20415             0.27700             3.37643            14.37889            92.76704          0.00598       -0.42474       -0.09094        0.17976        0.17201       -2.27155        0.89081        0.47670        0.89291        0.50150       -0.24492          39.04642              0.0        100001.0
 213  cav       57.34000       13.91795       -0.25154        0.26471        0.27448        0.70885        0.81531        2.63731        8.00240        0.00082           0.11647             0.20190             0.28042             0.11803             0.20307             0.27222             3.31998            14.29134            94.64466         -0.00942       -0.42680       -0.08119        0.15452        0.17373       -2.01872        0.67799        0.41807        0.67956        0.44357       -0.75072          39.97504              0.0        100001.0
 214  drift     57.58000       13.91795       -0.25154        0.25490        0.26484        0.69992        0.79080        2.60453        7.81237        0.00082           0.11647             0.20197             0.28052             0.11803             0.20288             0.27232             3.31936            14.29502            94.66898         -0.01966       -0.42681       -0.07748        0.15450        0.17373       -1.85001        0.59095        0.38765        0.59714        0.41297       -0.72127          38.99494              0.0        100001.0
 215  cav       57.94000       14.18134       -0.30641        0.24099        0.25124        0.69821        0.74876        2.55415        7.51866        0.00105           0.11636             0.20117             0.27862             0.11790             0.20245             0.26957             3.27187            14.11713            96.03488         -0.03473       -0.43210       -0.06919        0.13858        0.17543       -1.59964        0.39632        0.35022        0.40224        0.37567       -1.24160          38.78655              0.0        100001.0
 216  drift     58.01000       14.18134       -0.30641        0.23913        0.24940        0.70064        0.74397        2.53832        7.43556        0.00105           0.11636             0.20116             0.27862             0.11790             0.20244             0.26956             3.27159            14.11812            96.04162         -0.03776       -0.43210       -0.06822        0.13857        0.17543       -1.54027        0.37219        0.34485        0.37956        0.37020       -1.22793          38.31064              0.0        100001.0
 217  drift     58.11500       14.18134       -0.30641        0.23654        0.24683        0.70430        0.74052        2.51474        7.31096        0.00105           0.11636             0.20115             0.27860             0.11790             0.20243             0.26955             3.27115            14.11960            96.05168         -0.04229       -0.43211       -0.06676        0.13856        0.17543       -1.45122        0.33602        0.33742        0.34557        0.36260       -1.20744          37.60700              0.0        100001.0
 218  sol3d     58.61500       14.18134       -0.30642        0.21699        0.22838        0.68560        0.69315        2.40505        6.71782        0.00104           0.11656             0.20207             0.28500             0.11725             0.20068             0.26440             3.26887            14.12659            96.09922         -0.07245       -0.27925       -0.04218        0.32293        0.17543       -1.02646        0.66141        0.28347        0.71762        0.31216       -1.10933          34.42201              0.0        100001.0
 219  drift     58.77000       14.18134       -0.30642        0.20950        0.22056        0.66846        0.67127        2.37199        6.53430        0.00104           0.11656             0.20176             0.28497             0.11725             0.20063             0.26434             3.26797            14.12750            96.10545         -0.07677       -0.27927       -0.03718        0.32292        0.17543       -0.89496        0.58058        0.26425        0.64006        0.29114       -1.07917          33.49137              0.0        100001.0
 220  cav       59.13000       14.45094       -0.30531        0.19408        0.20412        0.65406        0.62072        2.29705        6.12300        0.00124           0.11650             0.20151             0.28542             0.11718             0.20041             0.26336             3.23018            13.86587            96.29077         -0.08643       -0.29367       -0.02272        0.31940        0.17710       -0.60876        0.35673        0.22905        0.41866        0.25189       -1.43561          32.37952              0.0        100001.0
 221  drift     59.37000       14.45094       -0.30531        0.18799        0.19700        0.65516        0.60009        2.23057        5.80553        0.00124           0.11649             0.20155             0.28547             0.11717             0.20036             0.26328             3.22862            13.86236            96.26640         -0.09347       -0.29369       -0.01505        0.31939        0.17710       -0.40781        0.23502        0.21490        0.30294        0.23464       -1.36956          30.54741              0.0        100001.0
 222  cav       59.73000       14.69553       -0.32101        0.18283        0.18994        0.65491        0.56544        2.12674        5.82484        0.00154           0.11649             0.20152             0.28665             0.11717             0.20050             0.26347             3.19945            13.60513            95.81079         -0.10387       -0.31596       -0.00114        0.32207        0.17862       -0.11499        0.00549        0.20502        0.07698        0.21999       -1.79798          28.50157              0.0        100001.0
 223  drift     60.46000       14.69552       -0.32109        0.19421        0.19599        0.67766        0.58159        1.86723        5.96118        0.00153           0.11650             0.20200             0.28735             0.11717             0.20047             0.26412             3.19612            13.56297            95.51386         -0.12693       -0.31605        0.02237        0.32206        0.17862        0.52233       -0.36368        0.23130       -0.26975        0.23423       -1.49258          21.99317              0.0        100001.0
 224  drift     60.56500       14.69551       -0.32111        0.19762        0.19857        0.68786        0.58873        1.83119        5.99508        0.00152           0.11651             0.20197             0.28730             0.11717             0.20051             0.26418             3.19587            13.55492            95.45718         -0.13025       -0.31607        0.02575        0.32206        0.17862        0.61401       -0.41701        0.23950       -0.31977        0.24043       -1.44900          21.15400              0.0        100001.0
 225  sol3d     61.06500       14.69550       -0.32122        0.21066        0.20832        0.71421        0.63143        1.66510        6.15711        0.00152           0.11716             0.20286             0.26834             0.11692             0.19988             0.28719             3.19496            13.51154            95.15170         -0.12815       -0.08182        0.07049        0.21402        0.17862        1.05113       -0.23682        0.27063       -0.13497        0.26519       -1.24293          17.49573              0.0        100001.0
 226  drift     61.22000       14.69549       -0.32127        0.21388        0.21034        0.72404        0.63472        1.61573        6.20766        0.00152           0.11716             0.20304             0.26821             0.11693             0.20005             0.28702             3.19489            13.49913            95.06430         -0.12942       -0.08184        0.07381        0.21403        0.17862        1.18652       -0.30018        0.27896       -0.19732        0.27035       -1.17969          16.47401              0.0        100001.0
 227  cav       61.58000       14.94689       -0.28227        0.22315        0.21717        0.75224        0.66754        1.50354        6.30363        0.00167           0.11720             0.20312             0.26833             0.11695             0.20030             0.28737             3.18310            13.34079            93.29221         -0.13194       -0.10325        0.08368        0.23085        0.18012        1.49041       -0.50925        0.30612       -0.40355        0.29055       -1.27387          14.55770              0.0        100001.0
 228  drift     61.82000       14.94687       -0.28236        0.23278        0.22518        0.78335        0.71785        1.42001        6.31510        0.00167           0.11721             0.20311             0.26795             0.11695             0.20028             0.28694             3.18307            13.41910            93.18818         -0.13442       -0.10329        0.08922        0.23087        0.18012        1.67309       -0.61244        0.33308       -0.50393        0.31237       -1.15524          12.98516              0.0        100001.0
 229  cav       62.18000       15.21515       -0.26168        0.24823        0.23869        0.85219        0.79294        1.30443        6.32599        0.00174           0.11725             0.20344             0.26768             0.11698             0.20049             0.28683             3.17387            13.24300            91.33103         -0.13730       -0.11855        0.09987        0.24538        0.18172        1.94560       -0.81653        0.38199       -0.70255        0.35402       -1.10284          11.18412              0.0        100001.0
 230  drift     62.42000       15.21514       -0.26176        0.26147        0.25063        0.90372        0.84610        1.22424        6.28268        0.00174           0.11725             0.20340             0.26729             0.11698             0.20049             0.28641             3.17380            13.23401            91.26904         -0.14015       -0.11859        0.10576        0.24541        0.18172        2.11344       -0.92553        0.42385       -0.80793        0.39032       -0.97455           9.85147              0.0        100001.0
