-56.86 64.49 -50.53 -50.79 27.58 41.01 15.26 -44.13 -45.18 -63.15 0.67 0.17 0.85 0.85 0.13 0.69 0.8 0.71 0.39 0.42 0.01 0.06 .1 0.48 0.11 0.75 0.01 0.1 0.61 0.04 0.76 0.97 0.51 0.91 0.79 0.1 0.58 0.1 
35.35 -12.75 -23.82 -46.77 51.71 53.58 -15.1 51.28 -0.08 24.86 0.85 0.57 0.66 0.35 0.79 0.57 0.53 0.29 0.93 0.18 0.69 0.72 .4 0.1 0.55 0.12 0.23 0.01 0.43 0.86 0.22 0.37 0.49 0.74 0.2 0.02 0.42 0.45 
