 9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.20219588 -2.30697088 -4.12470513 -5.34301375 -5.59614225 -1.33938787 -1.40720275  0.77693413  0.35544362 -1.208869   
 10.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.32005375 -2.42770487 -4.352724   -5.580705   -5.68829675 -1.28876075 -1.30567975  0.92701975  0.41789413 -1.24043475 
 12.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.18221013 -2.71367075 -4.11886387 -5.21689138 -5.399044   -1.38734312 -1.43839075  0.78778475  0.39813888 -1.16610562 
 13.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.18224712 -2.91445462 -4.133559   -5.18408575 -5.29127787 -1.21146062 -1.32862063  0.78082375  0.30705375 -1.29885675 
 15.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.13294313 -3.12886812 -4.05794412 -5.03201025 -5.09920775 -1.35155413 -1.42743712  0.75145288  0.34391563 -1.21983187 
  0. -15.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.311412    0.7512125  -1.80867575 -3.455088   -5.95155712 -1.20650975 -1.41043775  0.65273388  0.26486625 -1.24437775 
  0.  -13.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.3621755   0.60305775 -2.126018   -3.79506675 -6.04107613 -1.30058088 -1.44830988  0.69368775  0.31584363 -1.18450412 
  0. -12.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.38667937  0.46030063 -2.40305275 -4.0857745  -6.12262575 -1.271184   -1.42306512  0.71866787  0.32371363 -1.19522325 
  0.  -10.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.38115125  0.2584735  -2.63575713 -4.3021025  -6.14060525 -1.29997688 -1.44082325  0.713491    0.32527825 -1.18401187 
 0. -9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.37881412  0.1082875  -2.86775613 -4.53245575 -6.18515488 -1.20765538 -1.37551825  0.71928212  0.2857505  -1.24881263 
 0.  -7.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.32649837 -0.16893825 -3.03505512 -4.64785488 -6.107045   -1.3694095  -1.49664575  0.67441412  0.314436   -1.17468025 
 0. -6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.27594763 -0.37943738 -3.1798345  -4.75496538 -6.07806737 -1.41230287 -1.57407462  0.58373675  0.28665788 -1.1305285  
 0.  -4.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.24459525 -0.6154415  -3.38033625 -4.93051513 -6.05685163 -1.45465125 -1.606104    0.57089787  0.28972125 -1.12750562 
 0. -3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.28424188 -0.82551475 -3.6791615  -5.22221237 -6.1232535  -1.38224525 -1.55043362  0.57871637  0.26348963 -1.16971125 
 0.  -1.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.28250412 -0.95075325 -3.90438338 -5.44828    -6.45278325 -1.4116465  -1.55390987  0.61703337  0.30547438 -1.32894325 
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.31836712 -1.16568363 -4.19458025 -5.72711025 -6.22991012 -1.32509275 -1.47628175  0.649837    0.2671495  -1.21437813 
 0.   1.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.3192675  -1.28070125 -4.42530275 -5.96096887 -6.28590063 -1.38810838 -1.49924538  0.68925163  0.32278137 -1.1394095  
 0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.35337013 -1.47022475 -4.7000625  -6.22829275 -6.35714337 -1.329081   -1.45259388  0.7009475   0.30147975 -1.18778987 
 0.   4.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.34982837 -1.66736125 -4.93931637 -6.443773   -6.3646025  -1.32974988 -1.41717075  0.765066    0.32039575 -1.22796763 
 0.  6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.24561425 -1.95272812 -4.97491    -6.40892213 -6.24291913 -1.3646745  -1.54582725  0.55660212  0.22929912 -1.18067412 
 0.   7.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.26746588 -2.06289575 -5.25763037 -6.69670912 -6.33204075 -1.33536363 -1.45996163  0.68501025  0.294797   -1.17601475 
 0.  9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.311474   -2.17398625 -5.49792275 -6.93846425 -6.42405125 -1.31052988 -1.4257695   0.7235305   0.31662375 -1.1655445  
  0.   10.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.29498825 -2.4384195  -5.693702   -7.097074   -6.40504075 -1.39777375 -1.49048012  0.69416062  0.31370188 -1.1601665  
  0.  12.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.34664513 -2.5612925  -5.9820645  -7.38320263 -6.518471   -1.31907638 -1.41290213  0.74972825  0.31574163 -1.20425937 
  0.   13.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.32676725 -2.76362462 -6.1555335  -7.53390112 -6.5046375  -1.30658088 -1.399621    0.75300362  0.30544138 -1.21537612 
  0.  15.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.329635   -2.92626575 -6.351772   -7.70803088 -6.54256787 -1.30851875 -1.40703337  0.73794662  0.298306   -1.20247838 
  0.   0. -15.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.27525087  0.97383825  1.4629395   0.537913   -4.30187712 -1.405088   -1.53896175  0.67329512  0.38654363 -1.14810925 
  0.    0.  -13.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.2578895   0.82749162  1.01018513  0.00781937 -4.47057675 -1.318043   -1.48662063  0.66690187  0.35965887 -1.15258175 
  0.   0. -12.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.27520812  0.62472763  0.45404813 -0.6259345  -4.6821375  -1.27476013 -1.44987237  0.6741405   0.33534875 -1.1858425  
  0.    0.  -10.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.30436913  0.38229562 -0.18538662 -1.357085   -4.89932538 -1.47144825 -1.57532525  0.68680775  0.41008013 -1.09132375 
 0.  0. -9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.29044387  0.16308962 -0.71220275 -1.94600325 -5.07979    -1.26867725 -1.47152813  0.62478625  0.28615462 -1.21603488 
 0.   0.  -7.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.37057387  0.05940375 -1.41943288 -2.78074113 -5.40616063 -1.3176235  -1.44994913  0.73813875  0.37199587 -1.15891462 
 0.  0. -6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.28099488 -0.28500912 -1.83343787 -3.18433138 -5.42302475 -1.39579813 -1.52235575  0.67437063  0.34252437 -1.15699037 
 0.   0.  -4.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.37037225 -0.424021   -2.54924075 -4.01182225 -5.740145   -1.30521812 -1.41482175  0.76962663  0.35656538 -1.20239838 
 0.  0. -3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.427689   -0.57944438 -3.19920912 -4.73535087 -6.02839012 -1.30663275 -1.40119175  0.80098     0.37260587 -1.18313938 
 0.   0.  -1.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.39663687 -0.763455   -3.7097555  -5.28163263 -6.1814775  -1.11864875 -1.26691087  0.82289287  0.30723425 -1.29764013 
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.29843925 -1.104695   -4.06610613 -5.59666725 -6.1755865  -1.37868387 -1.51328313  0.66026513  0.31246363 -1.14218163 
 0.   0.   1.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.30308375 -1.31194825 -4.60729925 -6.16069137 -6.37139788 -1.38788913 -1.51027812  0.66693612  0.31803413 -1.12030375 
 0.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.33848525 -1.50834775 -5.18902612 -6.75401875 -6.59235125 -1.32441425 -1.44865175  0.7155335   0.31352262 -1.1641405  
 0.   0.   4.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.35299813 -1.7104665  -5.71633025 -7.28634112 -6.770876   -1.25222737 -1.36391037  0.77857438  0.3102065  -1.21153463 
 0.  0.  6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.4445155  -1.80544925 -6.32328713 -7.92160713 -7.06345837 -1.12430263 -1.2254365   0.89722388  0.32204338 -1.281866   
 0.   0.   7.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.412449   -2.03928837 -6.7361325  -8.29525938 -7.185628   -1.126326   -1.26087     0.82875363  0.28882975 -1.2714315  
 0.  0.  9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.39475913 -2.285998   -7.15691588 -8.67726262 -7.28124662 -1.07540287 -1.19902775  0.8610255   0.271264   -1.31811612 
  0.    0.   10.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.34520263 -2.51241675 -7.52139275 -8.984696   -7.390135   -1.08107013 -1.24539812  0.781204    0.23968175 -1.28795838 
  0.   0.  12.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.26845225 -2.83489125 -7.82681875 -9.21493375 -7.37621237 -1.31506587 -1.46692825  0.63542575  0.24563488 -1.141009   
  0.    0.   13.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.31351325 -3.00802    -8.28214613 -9.62719063 -7.56469487 -1.31649212 -1.42333313  0.707967    0.27777975 -1.1393505  
  0.   0.  15.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.331539   -3.18889662 -8.67465263 -9.95284638 -7.70940425 -1.31994963 -1.4046755   0.74304837  0.30566087 -1.10828675 
  0.   0.   0. -15.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.40603262 -0.85110913  0.37908887 -0.17689088 -3.67316175 -1.2383855  -1.34487375  0.8582725   0.428648   -1.20664412 
  0.    0.    0.  -13.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.37238075 -0.84273787 -0.01030087 -0.6775955  -3.92367525 -1.09731113 -1.25355225  0.87077887  0.38048825 -1.32564075 
  0.   0.   0. -12.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.3963625  -0.90020462 -0.538823   -1.32210787 -4.2172145  -1.28859737 -1.357858    0.892713    0.461286   -1.21438812 
  0.    0.    0.  -10.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.37408588 -0.872734   -0.97242925 -1.88466325 -4.51091063 -1.17771612 -1.3199615   0.85947975  0.40001275 -1.25222762 
 0.  0.  0. -9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.29484213 -0.966948   -1.318828   -2.28546313 -4.65348287 -1.27698037 -1.42484063  0.76        0.38012088 -1.17718737 
 0.   0.   0.  -7.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.320886   -1.04634388 -1.87107837 -2.9525815  -4.93201187 -1.425014   -1.51562375  0.75715125  0.42404362 -1.11321362 
 0.  0.  0. -6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.4558305  -0.86747025 -2.58485113 -3.89362325 -5.49501475 -1.04213113 -1.18251412  0.93494838  0.36884025 -1.3366655  
 0.   0.   0.  -4.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.357139   -1.06052912 -2.905946   -4.22410938 -5.54631612 -1.29175275 -1.384615    0.8446525   0.40914638 -1.18566537 
 0.  0.  0. -3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.34303575 -1.10311937 -3.35631412 -4.75242475 -5.79514075 -1.30315325 -1.41951512  0.79081837  0.37542487 -1.17533362 
 0.   0.   0.  -1.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.352936   -1.0475285  -3.84717262 -5.3534705  -6.08960275 -1.28128062 -1.39769188  0.811777    0.38874988 -1.14455163 
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.27634988 -1.15179275 -4.164184   -5.69382562 -6.20609438 -1.358376   -1.4965515   0.711372    0.35189275 -1.10050687 
 0.   0.   0.   1.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.313588   -1.15551337 -4.7023765  -6.30966938 -6.50215475 -1.417594   -1.49823537  0.77831575  0.40985288 -1.06387612 
 0.  0.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.34073075 -1.177035   -5.18697587 -6.85272125 -6.77777388 -1.33454    -1.42860487  0.80054088  0.37546212 -1.1213735  
 0.   0.   0.   4.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.32575137 -1.21790375 -5.60683087 -7.30429125 -6.96957488 -1.39063612 -1.4825115   0.77684062  0.38293462 -1.07216962 
 0.  0.  0.  6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.46316737 -1.134408   -6.2197075  -7.98017563 -7.35692062 -1.20200687 -1.2867415   0.9150645   0.3670705  -1.20948213 
 0.   0.   0.   7.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.385887   -1.21547438 -6.507104   -8.19567775 -7.40536088 -1.33946962 -1.41063825  0.8247455   0.3473175  -1.14043775 
 0.  0.  0.  9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.34572225 -1.2634345  -6.84431425 -8.5901275  -7.6222445  -1.25084562 -1.36222288  0.82357925  0.34264112 -1.13293563 
  0.    0.    0.   10.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.31696975 -1.323757   -7.18872225 -8.92753238 -7.76765888 -1.37930237 -1.4951615   0.74965938  0.3473985  -1.0539745  
  0.   0.   0.  12.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.2180665  -1.45234725 -7.4258535  -9.1303125  -7.81274938 -1.34279262 -1.52447588  0.624787    0.2515325  -1.09351275 
  0.    0.    0.   13.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   2.33060925 -1.33082887 -7.9136755  -9.618924   -8.10221025 -1.33116363 -1.42697825  0.77989475  0.31938963 -1.09954712 
  0.   0.   0.  15.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.31310075 -1.42557438 -8.23869387 -9.88549013 -8.24367675 -1.44813963 -1.54912775  0.69818362  0.328491   -0.99919875 
  0.   0.   0.   0. -15.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.32898887 -1.124486   -4.11115237 -4.5665135  -3.773474   -1.33001825 -1.43598475  0.80146487  0.40003775 -1.2201435  
  0.    0.    0.    0.  -13.5   0.    0.    0.    0.    0.    0.    0.    0.    0.   2.39776337 -1.07744763 -4.2447865  -4.84982138 -4.16614837 -1.27958488 -1.37241038  0.85681288  0.40943763 -1.24928237 
  0.   0.   0.   0. -12.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.35619588 -1.0935275  -4.2028915  -4.89605363 -4.3752175  -1.29094488 -1.39495375  0.82817763  0.39707712 -1.23410837 
  0.    0.    0.    0.  -10.5   0.    0.    0.    0.    0.    0.    0.    0.    0.   2.41448912 -1.04782837 -4.3294615  -5.1693645  -4.74878637 -1.13439337 -1.25930462  0.903479    0.37631037 -1.32090737 
 0.  0.  0.  0. -9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.31290625 -1.11733338 -4.18171812 -5.07574912 -4.84861425 -1.30399638 -1.44956862  0.74384863  0.36213888 -1.18459925 
 0.   0.   0.   0.  -7.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   2.30477138 -1.14747888 -4.2176575  -5.22334988 -5.0847785  -1.35996063 -1.464719    0.77984625  0.39169925 -1.1722405  
 0.  0.  0.  0. -6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.32510987 -1.13046475 -4.25969625 -5.38145313 -5.36764662 -1.3745555  -1.47250087  0.78396438  0.39503613 -1.15539062 
 0.   0.   0.   0.  -4.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   2.46195687 -1.03694588 -4.52593212 -5.83129775 -5.82832462 -1.0970795  -1.1957115   0.96606112  0.37995387 -1.3308395  
 0.  0.  0.  0. -3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.33084288 -1.07159175 -4.32267288 -5.68215488 -5.91295262 -1.25896038 -1.39316712  0.80276325  0.370653   -1.16107888 
 0.   0.   0.   0.  -1.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   2.29953238 -1.19183    -4.31449213 -5.75140275 -6.0470635  -1.3276625  -1.45428375  0.7579065   0.34925675 -1.16923938 
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.38246963 -1.08729513 -4.47369237 -6.06559175 -6.41869588 -1.29273188 -1.37909175  0.86127825  0.39072687 -1.1811165  
 0.   0.   0.   0.   1.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   2.281673   -1.08357262 -4.32540262 -5.991843   -6.54573487 -1.18349762 -1.35987425  0.775342    0.33249787 -1.16461525 
 0.  0.  0.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.25891412 -1.19731488 -4.33448025 -6.07971888 -6.69062763 -1.381945   -1.50394662  0.719452    0.33921825 -1.13589513 
 0.   0.   0.   0.   4.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   2.29657975 -1.10415475 -4.41842762 -6.29711287 -6.9781295  -1.2603575  -1.41030638  0.76479962  0.34281763 -1.12079712 
 0.  0.  0.  0.  6.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.20148712 -1.267817   -4.29668962 -6.22306913 -7.02333825 -1.348504   -1.51608275  0.66182725  0.29464475 -1.12463037 
 0.   0.   0.   0.   7.5  0.   0.   0.   0.   0.   0.   0.   0.   0.   2.42394963 -1.05954513 -4.68140475 -6.8007435  -7.4984615  -1.26535613 -1.32230113  0.92892087  0.3989055  -1.16073725 
 0.  0.  0.  0.  9.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.44299212 -1.05176063 -4.74315063 -6.96663575 -7.70968425 -1.30897075 -1.35890113  0.92049762  0.41544637 -1.11256575 
  0.    0.    0.    0.   10.5   0.    0.    0.    0.    0.    0.    0.    0.    0.   2.38074087 -1.10810863 -4.66078912 -6.95500187 -7.81558713 -1.32169713 -1.39846687  0.85505625  0.38458887 -1.08873887 
  0.   0.   0.   0.  12.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.38899688 -1.04401225 -4.70684225 -7.11685862 -8.0311725  -1.24526238 -1.34997213  0.87472112  0.37557662 -1.09989588 
  0.    0.    0.    0.   13.5   0.    0.    0.    0.    0.    0.    0.    0.    0.   2.263478   -1.16431712 -4.53181162 -6.98925512 -8.046703   -1.37087362 -1.4966295   0.73171312  0.34237488 -1.02754363 
  0.   0.   0.   0.  15.   0.   0.   0.   0.   0.   0.   0.   0.   0.  2.26265338 -1.16821875 -4.56100887 -7.1149135  -8.20225575 -1.42863063 -1.53633987  0.72003625  0.35076675 -0.99824413 
  0.   0.   0.   0.   0. -15.   0.   0.   0.   0.   0.   0.   0.   0.  2.325889   -1.1496535  -4.36091487 -5.19678587 -3.33694175 -1.25011388 -1.37905425  0.802787    0.3405255  -1.33608075 
  0.    0.    0.    0.    0.  -13.5   0.    0.    0.    0.    0.    0.    0.    0.   2.351637   -1.08730038 -4.40231688 -5.32986462 -3.71189788 -1.18805275 -1.31213662  0.85767437  0.35511675 -1.34499137 
  0.   0.   0.   0.   0. -12.   0.   0.   0.   0.   0.   0.   0.   0.  2.31755175 -1.15595113 -4.3563755  -5.32476175 -3.94550337 -1.304788   -1.41832525  0.80170525  0.36372738 -1.27061475 
  0.    0.    0.    0.    0.  -10.5   0.    0.    0.    0.    0.    0.    0.    0.   2.27640275 -1.15827112 -4.272076   -5.29379587 -4.1891005  -1.41285687 -1.5607385   0.66308038  0.345672   -1.167651   
 0.  0.  0.  0.  0. -9.  0.  0.  0.  0.  0.  0.  0.  0.  2.21655413 -1.27279737 -4.1993485  -5.25156    -4.36887313 -1.45777275 -1.611621    0.60482413  0.3070155  -1.18915475 
 0.   0.   0.   0.   0.  -7.5  0.   0.   0.   0.   0.   0.   0.   0.   2.30192112 -1.09371837 -4.333251   -5.53250625 -4.87972413 -1.1771865  -1.32469737  0.81926888  0.33741312 -1.28984388 
 0.  0.  0.  0.  0. -6.  0.  0.  0.  0.  0.  0.  0.  0.  2.269736   -1.22380062 -4.28085375 -5.51040713 -5.1287445  -1.43551187 -1.5726385   0.67058962  0.3656795  -1.16914088 
 0.   0.   0.   0.   0.  -4.5  0.   0.   0.   0.   0.   0.   0.   0.   2.40112    -1.08023325 -4.50857438 -5.89387338 -5.59280762 -1.25505138 -1.32805938  0.9095035   0.40035275 -1.24753975 
 0.  0.  0.  0.  0. -3.  0.  0.  0.  0.  0.  0.  0.  0.  2.38240587 -1.057084   -4.46876337 -5.9263195  -5.8788365  -1.26328862 -1.36486087  0.85993237  0.384339   -1.20092662 
 0.   0.   0.   0.   0.  -1.5  0.   0.   0.   0.   0.   0.   0.   0.   2.424543   -1.01568425 -4.55962062 -6.11358725 -6.21531662 -1.25560525 -1.32110775  0.9395655   0.42165588 -1.198351   
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.31933775 -1.0948005  -4.3615485  -5.9451815  -6.33677487 -1.191655   -1.37834338  0.75360812  0.30556413 -1.21400387 
 0.   0.   0.   0.   0.   1.5  0.   0.   0.   0.   0.   0.   0.   0.   2.265142   -1.17996325 -4.28970212 -5.91613475 -6.48769188 -1.46991563 -1.57069825  0.7122045   0.378047   -1.0547215  
 0.  0.  0.  0.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  2.23433812 -1.18761625 -4.25480412 -5.94061375 -6.721943   -1.40994837 -1.51662612  0.73467425  0.35711875 -1.12004163 
 0.   0.   0.   0.   0.   4.5  0.   0.   0.   0.   0.   0.   0.   0.   2.32863512 -1.10890862 -4.40172913 -6.20563712 -7.0948025  -1.310341   -1.41871775  0.81502325  0.37830612 -1.09792987 
 0.  0.  0.  0.  0.  6.  0.  0.  0.  0.  0.  0.  0.  0.  2.30990463 -1.1536515  -4.36253062 -6.22536937 -7.2834005  -1.31194462 -1.448511    0.74457     0.33818388 -1.09947013 
 0.   0.   0.   0.   0.   7.5  0.   0.   0.   0.   0.   0.   0.   0.   2.34720975 -1.09306988 -4.4290545  -6.39019113 -7.5837025  -1.32010875 -1.422707    0.81408813  0.37757625 -1.06731625 
 0.  0.  0.  0.  0.  9.  0.  0.  0.  0.  0.  0.  0.  0.  2.38121262 -1.03296725 -4.49113038 -6.54453325 -7.85277075 -1.10821875 -1.248399    0.88488212  0.33232225 -1.1810215  
  0.    0.    0.    0.    0.   10.5   0.    0.    0.    0.    0.    0.    0.    0.   2.30520813 -1.1372415  -4.36286675 -6.44759925 -7.95921225 -1.33418525 -1.46284087  0.76376612  0.35849738 -1.01516762 
  0.   0.   0.   0.   0.  12.   0.   0.   0.   0.   0.   0.   0.   0.  2.401598   -1.06716388 -4.521371   -6.71655025 -8.25438013 -1.20442312 -1.32853775  0.85712687  0.35242963 -1.10134475 
  0.    0.    0.    0.    0.   13.5   0.    0.    0.    0.    0.    0.    0.    0.   2.24598087 -1.24591325 -4.2619865  -6.457455   -8.25395925 -1.35276475 -1.50712763  0.678323    0.30051325 -1.04398925 
  0.   0.   0.   0.   0.  15.   0.   0.   0.   0.   0.   0.   0.   0.  2.26070113 -1.16413462 -4.30322275 -6.58950612 -8.485306   -1.37889625 -1.52778188  0.68747313  0.33924287 -0.942231   
