2.20E-02	0.8482	2.89E-02
2.20E-02	0.8296	2.99E-02
2.20E-02	0.811	3.06E-02
2.20E-02	0.7923	3.11E-02
2.20E-02	0.7737	3.14E-02
2.20E-02	0.7551	3.16E-02
2.20E-02	0.7364	3.16E-02
2.20E-02	0.7178	3.16E-02
2.20E-02	0.6992	3.14E-02
2.20E-02	0.6805	3.12E-02
2.20E-02	0.6619	3.09E-02
2.20E-02	0.6433	3.05E-02
2.20E-02	0.6247	3.01E-02
2.20E-02	0.606	2.97E-02
2.20E-02	0.5874	2.91E-02
2.20E-02	0.5688	2.86E-02
2.20E-02	0.5501	2.79E-02
2.20E-02	0.5315	2.73E-02
2.20E-02	0.5129	2.66E-02
2.20E-02	0.4942	2.59E-02
2.20E-02	0.4756	2.52E-02
2.20E-02	0.457	2.44E-02
2.20E-02	0.4384	2.36E-02
2.20E-02	0.4197	2.28E-02
2.20E-02	0.4011	2.19E-02
2.20E-02	0.3825	2.11E-02
2.20E-02	0.3638	2.02E-02
2.20E-02	0.3452	1.93E-02
2.20E-02	0.3266	1.84E-02
2.20E-02	0.3079	1.74E-02
2.20E-02	0.2893	1.65E-02
2.20E-02	0.2707	1.55E-02
2.20E-02	0.2521	1.45E-02
2.20E-02	0.2334	1.35E-02
2.20E-02	0.2148	1.25E-02
2.20E-02	0.1962	2.26E-02
2.20E-02	0.1775	3.71E-02
2.20E-02	0.1589	4.30E-02
2.20E-02	0.1403	4.46E-02
2.20E-02	0.1216	4.34E-02
2.20E-02	0.103	4.00E-02
2.20E-02	8.44E-02	3.50E-02
2.20E-02	6.58E-02	2.86E-02
2.20E-02	4.71E-02	2.12E-02
2.20E-02	2.85E-02	1.31E-02
3.40E-02	0.96	6.61E-03
3.40E-02	0.9414	1.57E-02
3.40E-02	0.9227	1.99E-02
3.40E-02	0.9041	2.25E-02
3.40E-02	0.8855	2.85E-02
3.40E-02	0.8669	3.26E-02
3.40E-02	0.8482	3.56E-02
3.40E-02	0.8296	3.78E-02
3.40E-02	0.811	3.95E-02
3.40E-02	0.7923	4.08E-02
3.40E-02	0.7737	4.17E-02
3.40E-02	0.7551	4.24E-02
3.40E-02	0.7364	4.28E-02
3.40E-02	0.7178	4.31E-02
3.40E-02	0.6992	4.32E-02
3.40E-02	0.6805	4.32E-02
3.40E-02	0.6619	4.30E-02
3.40E-02	0.6433	4.27E-02
3.40E-02	0.6247	4.24E-02
3.40E-02	0.606	4.19E-02
3.40E-02	0.5874	4.13E-02
3.40E-02	0.5688	4.07E-02
3.40E-02	0.5501	4.00E-02
3.40E-02	0.5315	3.92E-02
3.40E-02	0.5129	3.83E-02
3.40E-02	0.4942	3.74E-02
3.40E-02	0.4756	3.65E-02
3.40E-02	0.457	3.55E-02
3.40E-02	0.4384	3.44E-02
3.40E-02	0.4197	3.33E-02
3.40E-02	0.4011	3.22E-02
3.40E-02	0.3825	3.10E-02
3.40E-02	0.3638	2.98E-02
3.40E-02	0.3452	2.85E-02
3.40E-02	0.3266	2.72E-02
3.40E-02	0.3079	2.59E-02
3.40E-02	0.2893	2.45E-02
3.40E-02	0.2707	2.31E-02
3.40E-02	0.2521	3.22E-02
3.40E-02	0.2334	5.02E-02
3.40E-02	0.2148	5.93E-02
3.40E-02	0.1962	6.38E-02
3.40E-02	0.1775	6.50E-02
3.40E-02	0.1589	6.40E-02
3.40E-02	0.1403	6.09E-02
3.40E-02	0.1216	5.61E-02
3.40E-02	0.103	5.00E-02
3.40E-02	8.44E-02	4.26E-02
3.40E-02	6.58E-02	3.42E-02
3.40E-02	4.71E-02	2.51E-02
3.40E-02	2.85E-02	1.54E-02
4.60E-02	0.96	0
4.60E-02	0.9414	1.26E-02
4.60E-02	0.9227	2.06E-02
4.60E-02	0.9041	2.51E-02
4.60E-02	0.8855	2.81E-02
4.60E-02	0.8669	3.18E-02
4.60E-02	0.8482	3.75E-02
4.60E-02	0.8296	4.16E-02
4.60E-02	0.811	4.47E-02
4.60E-02	0.7923	4.71E-02
4.60E-02	0.7737	4.89E-02
4.60E-02	0.7551	5.04E-02
4.60E-02	0.7364	5.14E-02
4.60E-02	0.7178	5.22E-02
4.60E-02	0.6992	5.27E-02
4.60E-02	0.6805	5.30E-02
4.60E-02	0.6619	5.31E-02
4.60E-02	0.6433	5.30E-02
4.60E-02	0.6247	5.28E-02
4.60E-02	0.606	5.24E-02
4.60E-02	0.5874	5.18E-02
4.60E-02	0.5688	5.12E-02
4.60E-02	0.5501	5.05E-02
4.60E-02	0.5315	4.97E-02
4.60E-02	0.5129	4.88E-02
4.60E-02	0.4942	4.78E-02
4.60E-02	0.4756	4.66E-02
4.60E-02	0.457	4.55E-02
4.60E-02	0.4384	4.42E-02
4.60E-02	0.4197	4.29E-02
4.60E-02	0.4011	4.16E-02
4.60E-02	0.3825	4.01E-02
4.60E-02	0.3638	3.86E-02
4.60E-02	0.3452	3.71E-02
4.60E-02	0.3266	3.55E-02
4.60E-02	0.3079	3.38E-02
4.60E-02	0.2893	5.42E-02
4.60E-02	0.2707	6.84E-02
4.60E-02	0.2521	7.67E-02
4.60E-02	0.2334	8.14E-02
4.60E-02	0.2148	8.33E-02
4.60E-02	0.1962	8.29E-02
4.60E-02	0.1775	8.06E-02
4.60E-02	0.1589	7.67E-02
4.60E-02	0.1403	7.12E-02
4.60E-02	0.1216	6.45E-02
4.60E-02	0.103	5.66E-02
4.60E-02	8.44E-02	4.78E-02
4.60E-02	6.58E-02	3.81E-02
4.60E-02	4.71E-02	2.77E-02
4.60E-02	2.85E-02	1.70E-02
5.80E-02	0.96	0
5.80E-02	0.9414	0
5.80E-02	0.9227	1.78E-02
5.80E-02	0.9041	2.54E-02
5.80E-02	0.8855	3.00E-02
5.80E-02	0.8669	3.33E-02
5.80E-02	0.8482	3.57E-02
5.80E-02	0.8296	4.10E-02
5.80E-02	0.811	4.63E-02
5.80E-02	0.7923	5.03E-02
5.80E-02	0.7737	5.34E-02
5.80E-02	0.7551	5.58E-02
5.80E-02	0.7364	5.77E-02
5.80E-02	0.7178	5.91E-02
5.80E-02	0.6992	6.02E-02
5.80E-02	0.6805	6.09E-02
5.80E-02	0.6619	6.14E-02
5.80E-02	0.6433	6.16E-02
5.80E-02	0.6247	6.16E-02
5.80E-02	0.606	6.14E-02
5.80E-02	0.5874	6.11E-02
5.80E-02	0.5688	6.06E-02
5.80E-02	0.5501	5.99E-02
5.80E-02	0.5315	5.90E-02
5.80E-02	0.5129	5.81E-02
5.80E-02	0.4942	5.71E-02
5.80E-02	0.4756	5.59E-02
5.80E-02	0.457	5.47E-02
5.80E-02	0.4384	5.33E-02
5.80E-02	0.4197	5.18E-02
5.80E-02	0.4011	5.03E-02
5.80E-02	0.3825	4.86E-02
5.80E-02	0.3638	4.69E-02
5.80E-02	0.3452	4.51E-02
5.80E-02	0.3266	6.79E-02
5.80E-02	0.3079	8.18E-02
5.80E-02	0.2893	9.08E-02
5.80E-02	0.2707	9.62E-02
5.80E-02	0.2521	9.91E-02
5.80E-02	0.2334	9.97E-02
5.80E-02	0.2148	9.85E-02
5.80E-02	0.1962	9.56E-02
5.80E-02	0.1775	9.12E-02
5.80E-02	0.1589	8.55E-02
5.80E-02	0.1403	7.85E-02
5.80E-02	0.1216	7.04E-02
5.80E-02	0.103	6.14E-02
5.80E-02	8.44E-02	5.15E-02
5.80E-02	6.58E-02	4.09E-02
5.80E-02	4.71E-02	2.97E-02
5.80E-02	2.85E-02	1.82E-02
7.00E-02	0.96	0
7.00E-02	0.9414	0
7.00E-02	0.9227	6.72E-03
7.00E-02	0.9041	2.28E-02
7.00E-02	0.8855	3.00E-02
7.00E-02	0.8669	3.47E-02
7.00E-02	0.8482	3.82E-02
7.00E-02	0.8296	4.08E-02
7.00E-02	0.811	4.36E-02
7.00E-02	0.7923	5.01E-02
7.00E-02	0.7737	5.49E-02
7.00E-02	0.7551	5.87E-02
7.00E-02	0.7364	6.17E-02
7.00E-02	0.7178	6.40E-02
7.00E-02	0.6992	6.57E-02
7.00E-02	0.6805	6.71E-02
7.00E-02	0.6619	6.81E-02
7.00E-02	0.6433	6.87E-02
7.00E-02	0.6247	6.91E-02
7.00E-02	0.606	6.92E-02
7.00E-02	0.5874	6.91E-02
7.00E-02	0.5688	6.87E-02
7.00E-02	0.5501	6.82E-02
7.00E-02	0.5315	6.75E-02
7.00E-02	0.5129	6.66E-02
7.00E-02	0.4942	6.56E-02
7.00E-02	0.4756	6.44E-02
7.00E-02	0.457	6.31E-02
7.00E-02	0.4384	6.17E-02
7.00E-02	0.4197	6.01E-02
7.00E-02	0.4011	5.84E-02
7.00E-02	0.3825	5.66E-02
7.00E-02	0.3638	7.61E-02
7.00E-02	0.3452	9.11E-02
7.00E-02	0.3266	0.1013
7.00E-02	0.3079	0.1081
7.00E-02	0.2893	0.1121
7.00E-02	0.2707	0.114
7.00E-02	0.2521	0.1141
7.00E-02	0.2334	0.1124
7.00E-02	0.2148	0.1093
7.00E-02	0.1962	0.1048
7.00E-02	0.1775	9.90E-02
7.00E-02	0.1589	9.20E-02
7.00E-02	0.1403	8.39E-02
7.00E-02	0.1216	7.49E-02
7.00E-02	0.103	6.50E-02
7.00E-02	8.44E-02	5.44E-02
7.00E-02	6.58E-02	4.31E-02
7.00E-02	4.71E-02	3.12E-02
7.00E-02	2.85E-02	1.90E-02
8.20E-02	0.96	0
8.20E-02	0.9414	0
8.20E-02	0.9227	0
8.20E-02	0.9041	1.53E-02
8.20E-02	0.8855	2.75E-02
8.20E-02	0.8669	3.45E-02
8.20E-02	0.8482	3.93E-02
8.20E-02	0.8296	4.29E-02
8.20E-02	0.811	4.56E-02
8.20E-02	0.7923	4.76E-02
8.20E-02	0.7737	5.32E-02
8.20E-02	0.7551	5.89E-02
8.20E-02	0.7364	6.33E-02
8.20E-02	0.7178	6.68E-02
8.20E-02	0.6992	6.95E-02
8.20E-02	0.6805	7.17E-02
8.20E-02	0.6619	7.33E-02
8.20E-02	0.6433	7.45E-02
8.20E-02	0.6247	7.53E-02
8.20E-02	0.606	7.58E-02
8.20E-02	0.5874	7.60E-02
8.20E-02	0.5688	7.59E-02
8.20E-02	0.5501	7.56E-02
8.20E-02	0.5315	7.51E-02
8.20E-02	0.5129	7.43E-02
8.20E-02	0.4942	7.33E-02
8.20E-02	0.4756	7.22E-02
8.20E-02	0.457	7.09E-02
8.20E-02	0.4384	6.94E-02
8.20E-02	0.4197	6.78E-02
8.20E-02	0.4011	7.89E-02
8.20E-02	0.3825	9.63E-02
8.20E-02	0.3638	0.1082
8.20E-02	0.3452	0.1166
8.20E-02	0.3266	0.1222
8.20E-02	0.3079	0.1255
8.20E-02	0.2893	0.127
8.20E-02	0.2707	0.1268
8.20E-02	0.2521	0.125
8.20E-02	0.2334	0.1219
8.20E-02	0.2148	0.1173
8.20E-02	0.1962	0.1117
8.20E-02	0.1775	0.1048
8.20E-02	0.1589	9.69E-02
8.20E-02	0.1403	8.81E-02
8.20E-02	0.1216	7.83E-02
8.20E-02	0.103	6.77E-02
8.20E-02	8.44E-02	5.65E-02
8.20E-02	6.58E-02	4.47E-02
8.20E-02	4.71E-02	3.23E-02
8.20E-02	2.85E-02	1.97E-02
9.40E-02	0.96	0
9.40E-02	0.9414	0
9.40E-02	0.9227	0
9.40E-02	0.9041	0
9.40E-02	0.8855	2.15E-02
9.40E-02	0.8669	3.22E-02
9.40E-02	0.8482	3.89E-02
9.40E-02	0.8296	4.37E-02
9.40E-02	0.811	4.73E-02
9.40E-02	0.7923	5.01E-02
9.40E-02	0.7737	5.22E-02
9.40E-02	0.7551	5.59E-02
9.40E-02	0.7364	6.24E-02
9.40E-02	0.7178	6.74E-02
9.40E-02	0.6992	7.14E-02
9.40E-02	0.6805	7.46E-02
9.40E-02	0.6619	7.70E-02
9.40E-02	0.6433	7.89E-02
9.40E-02	0.6247	8.03E-02
9.40E-02	0.606	8.13E-02
9.40E-02	0.5874	8.19E-02
9.40E-02	0.5688	8.21E-02
9.40E-02	0.5501	8.21E-02
9.40E-02	0.5315	8.18E-02
9.40E-02	0.5129	8.12E-02
9.40E-02	0.4942	8.04E-02
9.40E-02	0.4756	7.94E-02
9.40E-02	0.457	7.81E-02
9.40E-02	0.4384	7.67E-02
9.40E-02	0.4197	9.68E-02
9.40E-02	0.4011	0.1112
9.40E-02	0.3825	0.1216
9.40E-02	0.3638	0.1291
9.40E-02	0.3452	0.134
9.40E-02	0.3266	0.1371
9.40E-02	0.3079	0.1384
9.40E-02	0.2893	0.138
9.40E-02	0.2707	0.1363
9.40E-02	0.2521	0.1332
9.40E-02	0.2334	0.1289
9.40E-02	0.2148	0.1234
9.40E-02	0.1962	0.1168
9.40E-02	0.1775	0.1092
9.40E-02	0.1589	0.1007
9.40E-02	0.1403	9.12E-02
9.40E-02	0.1216	8.08E-02
9.40E-02	0.103	6.98E-02
9.40E-02	8.44E-02	5.81E-02
9.40E-02	6.58E-02	4.59E-02
9.40E-02	4.71E-02	3.32E-02
9.40E-02	2.85E-02	2.02E-02
0.106	0.96	0
0.106	0.9414	0
0.106	0.9227	0
0.106	0.9041	0
0.106	0.8855	0
0.106	0.8669	2.70E-02
0.106	0.8482	3.68E-02
0.106	0.8296	4.33E-02
0.106	0.811	4.80E-02
0.106	0.7923	5.16E-02
0.106	0.7737	5.44E-02
0.106	0.7551	5.66E-02
0.106	0.7364	5.84E-02
0.106	0.7178	6.56E-02
0.106	0.6992	7.13E-02
0.106	0.6805	7.57E-02
0.106	0.6619	7.92E-02
0.106	0.6433	8.20E-02
0.106	0.6247	8.41E-02
0.106	0.606	8.57E-02
0.106	0.5874	8.68E-02
0.106	0.5688	8.75E-02
0.106	0.5501	8.78E-02
0.106	0.5315	8.77E-02
0.106	0.5129	8.74E-02
0.106	0.4942	8.68E-02
0.106	0.4756	8.59E-02
0.106	0.457	9.19E-02
0.106	0.4384	0.1098
0.106	0.4197	0.1229
0.106	0.4011	0.1324
0.106	0.3825	0.1393
0.106	0.3638	0.1439
0.106	0.3452	0.1469
0.106	0.3266	0.1482
0.106	0.3079	0.1479
0.106	0.2893	0.1463
0.106	0.2707	0.1435
0.106	0.2521	0.1394
0.106	0.2334	0.1342
0.106	0.2148	0.1279
0.106	0.1962	0.1207
0.106	0.1775	0.1125
0.106	0.1589	0.1034
0.106	0.1403	9.35E-02
0.106	0.1216	8.27E-02
0.106	0.103	7.13E-02
0.106	8.44E-02	5.93E-02
0.106	6.58E-02	4.68E-02
0.106	4.71E-02	3.38E-02
0.106	2.85E-02	2.06E-02
0.118	0.96	0
0.118	0.9414	0
0.118	0.9227	0
0.118	0.9041	0
0.118	0.8855	0
0.118	0.8669	1.60E-02
0.118	0.8482	3.23E-02
0.118	0.8296	4.12E-02
0.118	0.811	4.75E-02
0.118	0.7923	5.22E-02
0.118	0.7737	5.58E-02
0.118	0.7551	5.85E-02
0.118	0.7364	6.07E-02
0.118	0.7178	6.24E-02
0.118	0.6992	6.88E-02
0.118	0.6805	7.50E-02
0.118	0.6619	7.98E-02
0.118	0.6433	8.37E-02
0.118	0.6247	8.66E-02
0.118	0.606	8.90E-02
0.118	0.5874	9.07E-02
0.118	0.5688	9.19E-02
0.118	0.5501	9.26E-02
0.118	0.5315	9.30E-02
0.118	0.5129	9.30E-02
0.118	0.4942	9.26E-02
0.118	0.4756	0.1035
0.118	0.457	0.1198
0.118	0.4384	0.1318
0.118	0.4197	0.1409
0.118	0.4011	0.1476
0.118	0.3825	0.1522
0.118	0.3638	0.1552
0.118	0.3452	0.1565
0.118	0.3266	0.1565
0.118	0.3079	0.1551
0.118	0.2893	0.1526
0.118	0.2707	0.1488
0.118	0.2521	0.144
0.118	0.2334	0.1382
0.118	0.2148	0.1313
0.118	0.1962	0.1235
0.118	0.1775	0.1149
0.118	0.1589	0.1054
0.118	0.1403	9.51E-02
0.118	0.1216	8.40E-02
0.118	0.103	7.23E-02
0.118	8.44E-02	6.01E-02
0.118	6.58E-02	4.74E-02
0.118	4.71E-02	3.42E-02
0.118	2.85E-02	2.08E-02
0.13	0.96	0
0.13	0.9414	0
0.13	0.9227	0
0.13	0.9041	0
0.13	0.8855	0
0.13	0.8669	0
0.13	0.8482	2.38E-02
0.13	0.8296	3.72E-02
0.13	0.811	4.56E-02
0.13	0.7923	5.16E-02
0.13	0.7737	5.62E-02
0.13	0.7551	5.97E-02
0.13	0.7364	6.25E-02
0.13	0.7178	6.46E-02
0.13	0.6992	6.63E-02
0.13	0.6805	7.21E-02
0.13	0.6619	7.86E-02
0.13	0.6433	8.38E-02
0.13	0.6247	8.79E-02
0.13	0.606	9.11E-02
0.13	0.5874	9.36E-02
0.13	0.5688	9.54E-02
0.13	0.5501	9.67E-02
0.13	0.5315	9.75E-02
0.13	0.5129	9.78E-02
0.13	0.4942	0.1121
0.13	0.4756	0.1274
0.13	0.457	0.1388
0.13	0.4384	0.1477
0.13	0.4197	0.1542
0.13	0.4011	0.1589
0.13	0.3825	0.1618
0.13	0.3638	0.1634
0.13	0.3452	0.1637
0.13	0.3266	0.1626
0.13	0.3079	0.1604
0.13	0.2893	0.157
0.13	0.2707	0.1527
0.13	0.2521	0.1473
0.13	0.2334	0.1409
0.13	0.2148	0.1336
0.13	0.1962	0.1255
0.13	0.1775	0.1164
0.13	0.1589	0.1066
0.13	0.1403	9.61E-02
0.13	0.1216	8.48E-02
0.13	0.103	7.29E-02
0.13	8.44E-02	6.06E-02
0.13	6.58E-02	4.77E-02
0.13	4.71E-02	3.44E-02
0.13	2.85E-02	2.09E-02
0.142	0.96	0
0.142	0.9414	0
0.142	0.9227	0
0.142	0.9041	0
0.142	0.8855	0
0.142	0.8669	0
0.142	0.8482	0
0.142	0.8296	3.03E-02
0.142	0.811	4.20E-02
0.142	0.7923	4.99E-02
0.142	0.7737	5.57E-02
0.142	0.7551	6.01E-02
0.142	0.7364	6.36E-02
0.142	0.7178	6.63E-02
0.142	0.6992	6.84E-02
0.142	0.6805	6.99E-02
0.142	0.6619	7.54E-02
0.142	0.6433	8.23E-02
0.142	0.6247	8.78E-02
0.142	0.606	9.21E-02
0.142	0.5874	9.55E-02
0.142	0.5688	9.81E-02
0.142	0.5501	1.00E-01
0.142	0.5315	0.1013
0.142	0.5129	0.1184
0.142	0.4942	0.133
0.142	0.4756	0.1441
0.142	0.457	0.1528
0.142	0.4384	0.1593
0.142	0.4197	0.1642
0.142	0.4011	0.1673
0.142	0.3825	0.1691
0.142	0.3638	0.1695
0.142	0.3452	0.169
0.142	0.3266	0.167
0.142	0.3079	0.1642
0.142	0.2893	0.1602
0.142	0.2707	0.1553
0.142	0.2521	0.1495
0.142	0.2334	0.1427
0.142	0.2148	0.1351
0.142	0.1962	0.1266
0.142	0.1775	0.1173
0.142	0.1589	0.1073
0.142	0.1403	9.66E-02
0.142	0.1216	8.51E-02
0.142	0.103	7.32E-02
0.142	8.44E-02	6.07E-02
0.142	6.58E-02	4.78E-02
0.142	4.71E-02	3.45E-02
0.142	2.85E-02	2.10E-02
0.154	0.96	0
0.154	0.9414	0
0.154	0.9227	0
0.154	0.9041	0
0.154	0.8855	0
0.154	0.8669	0
0.154	0.8482	0
0.154	0.8296	1.68E-02
0.154	0.811	3.61E-02
0.154	0.7923	4.67E-02
0.154	0.7737	5.41E-02
0.154	0.7551	5.96E-02
0.154	0.7364	6.39E-02
0.154	0.7178	6.73E-02
0.154	0.6992	6.99E-02
0.154	0.6805	7.19E-02
0.154	0.6619	7.34E-02
0.154	0.6433	7.90E-02
0.154	0.6247	8.62E-02
0.154	0.606	9.19E-02
0.154	0.5874	9.63E-02
0.154	0.5688	9.98E-02
0.154	0.5501	0.1043
0.154	0.5315	0.1229
0.154	0.5129	0.137
0.154	0.4942	0.1479
0.154	0.4756	0.1565
0.154	0.457	0.1631
0.154	0.4384	0.168
0.154	0.4197	0.1714
0.154	0.4011	0.1734
0.154	0.3825	0.1742
0.154	0.3638	0.1739
0.154	0.3452	0.1725
0.154	0.3266	0.17
0.154	0.3079	0.1665
0.154	0.2893	0.1622
0.154	0.2707	0.1568
0.154	0.2521	0.1506
0.154	0.2334	0.1436
0.154	0.2148	0.1357
0.154	0.1962	0.127
0.154	0.1775	0.1175
0.154	0.1589	0.1074
0.154	0.1403	9.66E-02
0.154	0.1216	8.51E-02
0.154	0.103	7.31E-02
0.154	8.44E-02	6.06E-02
0.154	6.58E-02	4.77E-02
0.154	4.71E-02	3.44E-02
0.154	2.85E-02	2.09E-02
0.166	0.96	0
0.166	0.9414	0
0.166	0.9227	0
0.166	0.9041	0
0.166	0.8855	0
0.166	0.8669	0
0.166	0.8482	0
0.166	0.8296	0
0.166	0.811	2.61E-02
0.166	0.7923	4.15E-02
0.166	0.7737	5.12E-02
0.166	0.7551	5.81E-02
0.166	0.7364	6.35E-02
0.166	0.7178	6.76E-02
0.166	0.6992	7.08E-02
0.166	0.6805	7.33E-02
0.166	0.6619	7.53E-02
0.166	0.6433	7.66E-02
0.166	0.6247	8.28E-02
0.166	0.606	9.02E-02
0.166	0.5874	9.60E-02
0.166	0.5688	0.1081
0.166	0.5501	0.1259
0.166	0.5315	0.1396
0.166	0.5129	0.1504
0.166	0.4942	0.1589
0.166	0.4756	0.1656
0.166	0.457	0.1705
0.166	0.4384	0.1741
0.166	0.4197	0.1765
0.166	0.4011	0.1776
0.166	0.3825	0.1776
0.166	0.3638	0.1766
0.166	0.3452	0.1746
0.166	0.3266	0.1716
0.166	0.3079	0.1677
0.166	0.2893	0.1629
0.166	0.2707	0.1573
0.166	0.2521	0.1509
0.166	0.2334	0.1435
0.166	0.2148	0.1355
0.166	0.1962	0.1267
0.166	0.1775	0.1171
0.166	0.1589	0.1069
0.166	0.1403	9.61E-02
0.166	0.1216	8.46E-02
0.166	0.103	7.26E-02
0.166	8.44E-02	6.02E-02
0.166	6.58E-02	4.74E-02
0.166	4.71E-02	3.42E-02
0.166	2.85E-02	2.08E-02
0.178	0.96	0
0.178	0.9414	0
0.178	0.9227	0
0.178	0.9041	0
0.178	0.8855	0
0.178	0.8669	0
0.178	0.8482	0
0.178	0.8296	0
0.178	0.811	0
0.178	0.7923	3.35E-02
0.178	0.7737	4.67E-02
0.178	0.7551	5.56E-02
0.178	0.7364	6.22E-02
0.178	0.7178	6.72E-02
0.178	0.6992	7.12E-02
0.178	0.6805	7.43E-02
0.178	0.6619	7.66E-02
0.178	0.6433	7.84E-02
0.178	0.6247	7.97E-02
0.178	0.606	8.78E-02
0.178	0.5874	0.1107
0.178	0.5688	0.1278
0.178	0.5501	0.1411
0.178	0.5315	0.1517
0.178	0.5129	0.16
0.178	0.4942	0.1668
0.178	0.4756	0.1719
0.178	0.457	0.1757
0.178	0.4384	0.1782
0.178	0.4197	0.1796
0.178	0.4011	0.1801
0.178	0.3825	0.1794
0.178	0.3638	0.1778
0.178	0.3452	0.1754
0.178	0.3266	0.172
0.178	0.3079	0.1678
0.178	0.2893	0.1627
0.178	0.2707	0.1568
0.178	0.2521	0.1502
0.178	0.2334	0.1428
0.178	0.2148	0.1346
0.178	0.1962	0.1258
0.178	0.1775	0.1161
0.178	0.1589	0.1059
0.178	0.1403	9.51E-02
0.178	0.1216	8.37E-02
0.178	0.103	7.19E-02
0.178	8.44E-02	5.95E-02
0.178	6.58E-02	4.68E-02
0.178	4.71E-02	3.38E-02
0.178	2.85E-02	2.05E-02
0.19	0.96	0
0.19	0.9414	0
0.19	0.9227	0
0.19	0.9041	0
0.19	0.8855	0
0.19	0.8669	0
0.19	0.8482	0
0.19	0.8296	0
0.19	0.811	0
0.19	0.7923	1.91E-02
0.19	0.7737	3.99E-02
0.19	0.7551	5.16E-02
0.19	0.7364	5.99E-02
0.19	0.7178	6.60E-02
0.19	0.6992	7.09E-02
0.19	0.6805	7.46E-02
0.19	0.6619	7.75E-02
0.19	0.6433	7.97E-02
0.19	0.6247	9.08E-02
0.19	0.606	0.1124
0.19	0.5874	0.1287
0.19	0.5688	0.1415
0.19	0.5501	0.1519
0.19	0.5315	0.1602
0.19	0.5129	0.1668
0.19	0.4942	0.1721
0.19	0.4756	0.176
0.19	0.457	0.1788
0.19	0.4384	0.1805
0.19	0.4197	0.1812
0.19	0.4011	0.1809
0.19	0.3825	0.1798
0.19	0.3638	0.1777
0.19	0.3452	0.1749
0.19	0.3266	0.1712
0.19	0.3079	0.1667
0.19	0.2893	0.1614
0.19	0.2707	0.1554
0.19	0.2521	0.1487
0.19	0.2334	0.1412
0.19	0.2148	0.133
0.19	0.1962	0.1241
0.19	0.1775	0.1146
0.19	0.1589	0.1045
0.19	0.1403	9.38E-02
0.19	0.1216	8.25E-02
0.19	0.103	7.07E-02
0.19	8.44E-02	5.86E-02
0.19	6.58E-02	4.61E-02
0.19	4.71E-02	3.32E-02
0.19	2.85E-02	2.02E-02
0.202	0.96	0
0.202	0.9414	0
0.202	0.9227	0
0.202	0.9041	0
0.202	0.8855	0
0.202	0.8669	0
0.202	0.8482	0
0.202	0.8296	0
0.202	0.811	0
0.202	0.7923	0
0.202	0.7737	2.94E-02
0.202	0.7551	4.59E-02
0.202	0.7364	5.64E-02
0.202	0.7178	6.40E-02
0.202	0.6992	6.98E-02
0.202	0.6805	7.44E-02
0.202	0.6619	7.79E-02
0.202	0.6433	9.31E-02
0.202	0.6247	0.1132
0.202	0.606	0.1287
0.202	0.5874	0.1411
0.202	0.5688	0.1511
0.202	0.5501	0.1592
0.202	0.5315	0.1659
0.202	0.5129	0.1712
0.202	0.4942	0.1752
0.202	0.4756	0.1781
0.202	0.457	0.1801
0.202	0.4384	0.181
0.202	0.4197	0.1811
0.202	0.4011	0.1803
0.202	0.3825	0.1788
