5.000044,5.000044,-0.414594,0.000178,0.000178
1.199905,1.199905,6.610257,3.400080,3.400080
0.000163,0.000163,3.118446,-0.000005,-0.000005
1.200056,1.200056,7.395270,3.400115,3.400115
0.000084,0.000084,2.067258,0.000112,0.000112
5.200087,5.200087,10.145853,-0.299947,-0.299947
0.000102,0.000102,7.632068,0.000153,0.000153
0.000051,0.000051,8.157518,0.000148,0.000148
0.000056,0.000056,-0.312756,3.999988,3.999988
0.000221,0.000221,-0.246953,0.000153,0.000153
0.000160,0.000160,0.804126,0.000288,0.000288
0.000158,0.000158,-1.916914,0.000127,0.000127
0.000061,0.000061,7.241371,0.000181,0.000181
-0.000020,-0.000020,8.894372,0.000178,0.000178
4.999994,4.999994,5.750406,0.000132,0.000132
1.199827,1.199827,6.858862,3.400025,3.400025
4.999922,4.999922,5.587956,0.000142,0.000142
6.899992,6.899992,5.327488,0.799948,0.799948
5.200027,5.200027,9.920773,-0.300074,-0.300074
1.200003,1.200003,5.378235,3.400070,3.400070
0.000272,0.000272,6.506943,0.000069,0.000069
4.999918,4.999918,5.086968,0.000132,0.000132
1.999978,1.999978,6.889402,2.000015,2.000015
0.000122,0.000122,5.323148,0.000079,0.000079
5.199835,5.199835,10.657135,-0.300082,-0.300082
0.000137,0.000137,4.260995,0.000061,0.000061
0.000153,0.000153,3.075720,0.000130,0.000130
0.000188,0.000188,1.075745,0.000148,0.000148
6.999980,6.999980,-0.269959,0.000158,0.000158
1.199970,1.199970,4.979342,3.399969,3.399969
5.000039,5.000039,4.189844,0.000104,0.000104
5.000062,5.000062,4.029343,0.000114,0.000114
0.000186,0.000186,0.175055,0.000198,0.000198
5.000070,5.000071,5.303350,0.000114,0.000114
5.200031,5.200031,7.540874,-0.300069,-0.300069
1.199858,1.199858,0.535270,3.400056,3.400056
1.200003,1.200003,6.706400,3.400040,3.400040
5.000027,5.000027,10.347516,0.000079,0.000079
5.000011,5.000011,7.131270,0.000277,0.000277
0.000069,0.000069,0.852791,0.000137,0.000137
4.999989,4.999989,6.947059,0.000186,0.000186
1.999983,1.999983,6.657676,2.000005,2.000005
0.000219,0.000219,7.432430,0.000140,0.000140
0.000104,0.000104,2.257102,0.000013,0.000013
0.000127,0.000127,3.690213,-0.000008,-0.000008
6.899973,6.899973,5.672674,0.800119,0.800119
6.900003,6.900003,9.339758,0.800089,0.800089
5.000026,5.000026,4.638162,0.000196,0.000196
0.000127,0.000127,6.213568,0.000181,0.000181
0.000130,0.000130,6.443500,0.000229,0.000229
0.999953,0.999953,6.615813,2.000100,2.000100
0.000132,0.000132,5.132862,0.000145,0.000145
1.000098,1.000098,8.166636,1.999996,1.999996
0.000168,0.000168,8.063119,-0.000020,-0.000020
5.200084,5.200084,9.828941,-0.300005,-0.300005
5.000022,5.000022,-1.320472,0.000150,0.000150
0.000173,0.000173,7.529629,0.000061,0.000061
5.000031,5.000031,9.797603,0.000170,0.000170
5.000037,5.000037,7.502859,0.000176,0.000176
2.000011,2.000011,7.085662,2.000096,2.000096
5.000095,5.000095,-2.763486,0.000183,0.000183
5.000034,5.000034,6.575674,0.000239,0.000239
5.000126,5.000126,9.009164,0.000191,0.000191
5.000051,5.000051,7.363725,0.000109,0.000109
0.000043,0.000043,7.413754,0.000173,0.000173
1.999975,1.999975,7.227350,2.000039,2.000039
6.899968,6.899968,9.504611,0.800010,0.800010
6.900096,6.900096,10.855146,0.800007,0.800007
1.199716,1.199716,6.998598,3.400013,3.400013
1.199863,1.199863,7.227809,3.399988,3.399988
2.000032,2.000032,6.938293,2.000054,2.000054
5.199941,5.199941,0.011802,-0.299937,-0.299937
4.999992,4.999992,-0.055263,0.000122,0.000122
4.999968,4.999968,6.733961,0.000142,0.000142
0.000092,0.000092,7.440069,0.000170,0.000170
0.000168,0.000168,7.706009,0.000104,0.000104
0.000206,0.000206,2.143784,0.000145,0.000145
5.199881,5.199881,10.067739,-0.300061,-0.300061
6.899976,6.899976,-0.807544,0.799646,0.799646
0.000008,0.000008,7.526703,0.000122,0.000122
5.000065,5.000065,1.570570,0.000160,0.000160
2.000070,2.000070,7.564674,2.000051,2.000051
5.199850,5.199850,10.422121,-0.299995,-0.299995
1.999998,1.999998,6.060607,2.000005,2.000005
3.000063,3.000063,7.832012,2.000047,2.000047
0.000092,0.000092,7.965374,0.000112,0.000112
6.899961,6.899961,8.322774,0.800017,0.800017
0.000165,0.000165,2.469362,-0.000046,-0.000046
6.900026,6.900026,11.721390,0.800117,0.800117
1.199896,1.199896,7.369173,3.400054,3.400054
5.000050,5.000050,9.820207,0.000168,0.000168
0.000191,0.000191,-0.210530,0.000150,0.000150
1.200023,1.200023,6.517444,3.400094,3.400094
0.000130,0.000130,-0.006578,-0.000005,-0.000005
0.000196,0.000196,7.838805,0.000145,0.000145
4.999981,4.999981,0.101859,0.000125,0.000125
0.000181,0.000181,2.721866,-0.000188,-0.000188
0.000155,0.000155,7.430816,0.000153,0.000153
0.000127,0.000127,0.662467,0.000145,0.000145
0.000107,0.000107,7.855810,0.000153,0.000153
6.900057,6.900057,9.211896,0.799872,0.799872
6.900040,6.900040,11.248778,0.799905,0.799905
0.000092,0.000092,6.508881,0.000114,0.000114
5.000036,5.000036,3.386640,0.000140,0.000140
0.999936,0.999936,7.235335,2.000100,2.000100
0.000127,0.000127,2.011430,0.000176,0.000176
1.000103,1.000103,7.643279,2.000013,2.000013
5.199963,5.199963,7.859257,-0.299957,-0.299957
5.199764,5.199764,9.439630,-0.300321,-0.300321
5.000083,5.000083,6.912811,0.000104,0.000104
0.000153,0.000153,2.278250,0.000224,0.000224
2.000063,2.000063,7.336164,2.000110,2.000110
0.000132,0.000132,2.132463,0.000069,0.000069
0.000170,0.000170,7.134764,0.000142,0.000142
1.199937,1.199937,7.015752,3.400007,3.400007
0.000114,0.000114,6.665797,0.000005,0.000005
1.999945,1.999945,6.748888,1.999771,1.999771
0.000097,0.000097,0.379488,0.000150,0.000150
0.000204,0.000204,3.553342,-0.000173,-0.000173
0.000244,0.000244,0.778659,0.000087,0.000087
0.000030,0.000031,4.447162,0.000145,0.000145
4.999969,4.999969,-0.295035,0.000183,0.000183
0.000186,0.000186,-0.779603,0.000061,0.000061
0.000165,0.000165,4.495616,-0.000069,-0.000069
5.199918,5.199918,9.947382,-0.300031,-0.300031
4.999909,4.999909,4.974104,0.000099,0.000099
1.199940,1.199940,5.289330,3.399988,3.399988
4.000093,4.000093,-0.915369,3.000120,3.000120
6.900028,6.900028,9.888792,0.800002,0.800002
1.200225,1.200225,6.239981,3.399999,3.399999
6.899921,6.899921,9.490819,0.800040,0.800040
0.000148,0.000148,7.827048,0.000114,0.000114
5.200180,5.200180,8.347881,-0.300051,-0.300051
5.199912,5.199912,2.866463,-0.299690,-0.299690
0.000130,0.000130,4.103548,0.000059,0.000059
0.000209,0.000209,1.878340,0.000028,0.000028
0.000130,0.000130,1.983198,0.000209,0.000209
0.000114,0.000114,0.481659,0.000089,0.000089
5.000029,5.000029,5.692649,0.000122,0.000122
0.000030,0.000031,2.733924,0.000043,0.000043
0.000036,0.000036,-0.105196,0.000158,0.000158
1.999932,1.999932,7.258830,2.000107,2.000107
0.000145,0.000145,7.955805,0.000176,0.000176
1.200095,1.200095,6.838340,3.400125,3.400125
0.000102,0.000102,3.998856,0.000053,0.000053
5.000060,5.000060,-0.350485,0.000244,0.000244
7.000087,7.000087,-0.210870,0.000206,0.000206
2.000019,2.000019,6.768520,1.999925,1.999925
2.000072,2.000072,7.260042,2.000015,2.000015
0.000148,0.000148,1.812542,0.000163,0.000163
0.000249,0.000249,8.326536,0.000181,0.000181
0.000122,0.000122,1.228947,0.000053,0.000053
0.000181,0.000181,7.340829,0.000140,0.000140
5.000029,5.000029,3.230113,0.000125,0.000125
0.000071,0.000071,7.598083,0.000094,0.000094
0.000122,0.000122,7.634302,0.000242,0.000242
4.999926,4.999926,6.528289,0.000193,0.000193
-0.000040,-0.000041,5.997241,0.000160,0.000160
0.000132,0.000132,7.071105,0.000127,0.000127
0.999948,0.999948,7.349556,2.000021,2.000021
6.900037,6.900037,11.097832,0.800027,0.800027
6.900024,6.900024,2.539496,0.800356,0.800356
6.900023,6.900023,10.969897,0.799969,0.799969
0.000104,0.000104,8.524705,0.000211,0.000211
0.000247,0.000247,0.330334,0.000130,0.000130
0.000104,0.000104,7.076531,0.000188,0.000188
0.000064,0.000064,-0.033227,0.000148,0.000148
5.200045,5.200046,-0.181174,-0.300005,-0.300005
4.999933,4.999933,9.749075,0.000221,0.000221
0.000176,0.000176,2.317127,0.000135,0.000135
0.000211,0.000211,2.647478,0.000137,0.000137
6.900029,6.900029,5.699319,0.799946,0.799946
6.899947,6.899947,10.602670,0.800020,0.800020
5.000009,5.000010,-0.516711,0.000242,0.000242
1.199972,1.199972,6.640555,3.400032,3.400032
0.000120,0.000120,7.932110,0.000262,0.000262
1.199787,1.199787,6.711941,3.399997,3.399997
6.900005,6.900005,7.477015,0.799920,0.799920
0.000140,0.000140,7.796349,0.000092,0.000092
-0.000000,-0.000000,7.821752,0.000038,0.000038
5.000086,5.000086,3.398056,0.000163,0.000163
0.000117,0.000117,7.473405,0.000158,0.000158
4.999943,4.999943,2.941821,0.000183,0.000183
5.199938,5.199938,10.444655,-0.299720,-0.299720
6.900029,6.900029,9.984305,0.799972,0.799972
0.000135,0.000135,0.653683,0.000206,0.000206
5.000074,5.000074,4.597973,0.000114,0.000114
5.200074,5.200074,4.479261,-0.300064,-0.300064
5.200068,5.200068,4.329674,-0.299975,-0.299975
0.000170,0.000170,7.269109,0.000097,0.000097
2.000029,2.000029,6.635016,2.000019,2.000019
0.000087,0.000087,7.003674,0.000148,0.000148
0.000198,0.000198,0.902356,-0.000036,-0.000036
0.000231,0.000232,7.835201,0.000145,0.000145
0.999971,0.999971,7.686045,1.999977,1.999977
0.000262,0.000262,6.279755,0.000069,0.000069
0.000099,0.000099,8.195967,0.000066,0.000066
0.000173,0.000173,4.459415,0.000000,0.000000
0.000008,0.000008,8.950440,0.000165,0.000165
0.000079,0.000079,8.067570,0.000071,0.000071
5.000021,5.000021,6.753069,0.000137,0.000137
0.000168,0.000168,8.026003,0.000102,0.000102
5.200023,5.200023,10.441093,-0.299888,-0.299888
0.000176,0.000176,7.232519,0.000135,0.000135
5.000055,5.000055,5.461821,0.000142,0.000142
5.000003,5.000003,5.720480,0.000163,0.000163
5.000017,5.000017,5.417880,0.000130,0.000130
6.899980,6.899981,10.269208,0.799992,0.799992
0.000191,0.000191,-3.283913,0.000145,0.000145
0.999978,0.999978,7.365814,1.999924,1.999924
0.000058,0.000059,-1.229163,0.000114,0.000114
0.000114,0.000114,-0.355670,0.000087,0.000087
0.000229,0.000229,-0.319568,0.000084,0.000084
0.000323,0.000323,3.634556,0.000076,0.000076
5.000013,5.000013,2.197721,0.000262,0.000262
1.199708,1.199708,6.503501,3.400051,3.400051
1.199776,1.199776,0.862256,3.399991,3.399991
5.199927,5.199927,-0.335795,-0.300041,-0.300041
1.199980,1.199980,4.786647,3.400056,3.400056
4.999953,4.999953,5.438242,0.000206,0.000206
2.000006,2.000006,6.689170,2.000148,2.000148
4.999959,4.999959,6.115158,0.000191,0.000191
0.000053,0.000053,2.023327,0.000221,0.000221
0.000048,0.000048,-0.598229,0.000102,0.000102
5.000058,5.000058,6.233913,0.000201,0.000201
