-9.282289505004882812e+00 6.747804641723632812e+00 3.850796461105346680e+00 -8.708002090454101562e+00 -1.647161841392517090e+00 -1.195950627326965332e+00 9.935880303382873535e-01 -1.560572147369384766e+01 7.609347820281982422e+00 4.059227943420410156e+00 1.012478247284889221e-01 -2.376141071319580078e+00 -1.106633186340332031e+00 -6.675326228141784668e-01
-4.072297573089599609e+00 -3.190655469894409180e+00 -1.603186607360839844e+00 2.942970275878906250e+00 -1.703424572944641113e+00 -1.549263715744018555e+00 2.375852614641189575e-01 8.497726321220397949e-01 -3.934920728206634521e-01 -1.871363520622253418e-01 -2.240763977169990540e-02 2.851771116256713867e-01 -2.677924633026123047e-01 8.219011873006820679e-02
2.215352535247802734e+00 6.660847067832946777e-01 -1.521855354309082031e+00 -1.681833744049072266e+00 7.388457775115966797e+00 1.561451077461242676e+00 -7.150087356567382812e+00 -1.064161658287048340e+00 4.377432167530059814e-01 3.239171802997589111e-01 9.425050579011440277e-03 -7.327996492385864258e-01 3.758259713649749756e-01 4.242512285709381104e-01
-9.797077178955078125e-01 -3.546181023120880127e-01 5.187700390815734863e-01 -4.234949350357055664e-01 -7.132355690002441406e+00 -8.483426570892333984e-01 7.769316196441650391e+00 8.578665852546691895e-01 -3.342716693878173828e-01 -2.833954393863677979e-01 -5.466453358530998230e-02 6.498118042945861816e-01 -2.750797867774963379e-01 -3.963637053966522217e-01
1.759061217308044434e-01 -4.186501726508140564e-02 6.208800897002220154e-02 5.317962542176246643e-02 1.063701435923576355e-01 -2.004326820373535156e+00 -3.581324338912963867e+00 -2.278466522693634033e-01 1.108901426196098328e-01 1.742810383439064026e-02 2.060437761247158051e-02 -1.877335011959075928e-01 1.075465977191925049e-01 2.157023996114730835e-01
9.530152320861816406e+00 -3.371390581130981445e+00 -1.549036860466003418e+00 4.573958396911621094e+00 -1.802614331245422363e+00 -2.111680954694747925e-01 5.310215950012207031e-01 1.338179111480712891e+01 -6.298928260803222656e+00 -3.240477323532104492e+00 1.062307596206665039e+00 -7.907570600509643555e-01 3.380253612995147705e-01 9.725964069366455078e-01
2.702688053250312805e-02 -6.248110532760620117e-02 -4.522112756967544556e-02 1.212530285120010376e-01 1.014466956257820129e-01 -1.022890508174896240e-01 1.319810301065444946e-01 2.005042552947998047e+00 1.577166438102722168e+00 -2.889139354228973389e-01 -6.104413986206054688e+00 2.821843862533569336e+00 1.174871683120727539e+00 1.858097463846206665e-01
-3.646006584167480469e-01 3.944592550396919250e-02 1.420396119356155396e-01 -2.302068769931793213e-01 -9.174203127622604370e-02 1.764898449182510376e-01 -9.953404217958450317e-02 -7.039374709129333496e-01 1.455120593309402466e-01 3.807862699031829834e-01 2.413786411285400391e+00 -4.815056800842285156e+00 -5.996234714984893799e-02 4.827571868896484375e+00
3.472446799278259277e-01 4.924530908465385437e-02 -1.626335978507995605e-01 3.146897852420806885e-01 -1.985328644514083862e-01 -2.575556933879852295e-01 3.590150177478790283e-01 9.312999993562698364e-02 -1.742388755083084106e-01 2.611929178237915039e-01 1.170752167701721191e+00 4.705890655517578125e+00 -1.674392223358154297e+00 -9.305331230163574219e+00
-8.269539475440979004e-02 -8.347458392381668091e-02 8.594617247581481934e-02 -1.072632819414138794e-01 1.155576035380363464e-01 6.710418313741683960e-02 -1.768062710762023926e-01 -2.468746900558471680e-02 5.227957665920257568e-02 -1.020002588629722595e-01 -3.884523212909698486e-01 -7.333149015903472900e-02 1.845326781272888184e+00 5.110079288482666016e+00
